"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract"
"Artificial intelligence applications for managing metabolic dysfunction-associated steatotic liver disease: Current status and future prospects.","https://scispace.com/paper/41479749","2025","Journal Article","World journal of gastroenterology","Lou
Zeng","10.3748/wjg.v31.i47.111900","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12754158/pdf","The incidence and prevalence of metabolic dysfunction-associated steatotic liver disease (MASLD) have continued to increase in recent years, making it one of the most common chronic liver diseases worldwide. MASLD is highly comorbid with obesity, type 2 diabetes, cardiovascular disease, and chronic kidney disease, posing a serious threat to public health and creating a significant medical and socioeconomic burden. Despite advances in research, current clinical practice still faces considerable challenges in early screening, risk stratification, prognostic prediction, and long-term therapeutic monitoring. Recent advances in artificial intelligence (AI) have provided transformative opportunities to address these challenges. AI has demonstrated unique advantages in imaging interpretation, multiomics integration, electronic health record analysis, and remote health management, significantly improving the accuracy and efficiency of the noninvasive diagnosis, individualized risk stratification, precision therapy, and dynamic disease monitoring of MASLD. In this mini-review, the latest advances in AI applications for MASLD diagnosis and management are systematically summarized, and a forward-looking perspective on the role of AI in enabling the next generation of smart health care systems for MASLD is offered, with the aim of providing theoretical and practical guidance for the clinical management of this disease."
"A Machine-Learning-Based Clinical Decision Model for Predicting Amputation Risk in Patients with Diabetic Foot Ulcers: Diagnostic Performance and Practical Implications.","https://scispace.com/paper/41464143","2025","Journal Article","Diagnostics (Basel, Switzerland)","Gao
Liu
Han
Wang","10.3390/diagnostics15243142","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12731953/pdf",""
"Interpretable machine learning algorithms for diagnostic prediction of diabetic retinopathy.","https://scispace.com/paper/41460717","2025","Journal Article","Technology and health care : official journal of the European Society for Engineering and Medicine","Dou
Liu","10.1177/09287329251410736","","BackgroundDiabetic Retinopathy (DR) remains a leading cause of blindness among diabetic patients worldwide, necessitating early and accurate diagnostic interventions. While traditional screening methods rely heavily on manual ophthalmologic evaluations, recent advancements in machine learning (ML) and deep learning (DL) have opened new avenues for automated, scalable, and interpretable diagnostic tools. However, challenges persist in developing models that are not only high-performing but also transparent enough to gain clinical trust.ObjectiveThis study introduces a novel, standardized, and interpretable ML framework designed specifically to enhance diagnostic efficiency and accuracy for DR risk prediction. By prioritizing model interpretability alongside predictive performance, our approach aims to bridge the gap between cutting-edge AI technology and clinical applicability.MethodsWe evaluated eleven ML algorithms, optimizing hyperparameters via grid search and five-fold cross-validation to identify top-performing models. A key innovation lies in our dynamic weighted voting ensemble (Voting_soft), which integrates multiple classifiers based on model confidence, thereby leveraging the strengths of diverse algorithms. Model performance was rigorously assessed using accuracy, sensitivity, and area under the curve (AUC) metrics, with ROC and PR curves comparing performance across varying training dataset proportions. Crucially, we employed SHAP (SHapley Additive exPlanations) for interpretability analysis, providing clinicians with actionable insights into feature contributions.ResultsThrough LightGBM-based correlation analysis and AUC curve determination, fourteen clinical features were identified as optimal predictors. Notably, the CatBoost model achieved superior performance on a 20% test set, while the Extreme Random Tree model demonstrated robustness on a 30% test set. Our dynamic weighted voting ensemble (Voting_soft) outperformed individual models in terms of AUC across both datasets. SHAP analysis revealed that age, triglycerides, sex, and HDL-C were key predictors of DR prevalence, offering clinically meaningful explanations for model decisions.ConclusionsThis study presents a groundbreaking ML-based DR risk prediction system that excels in both accuracy and interpretability. The integration of SHAP analysis not only enhances model transparency but also empowers clinicians with a deeper understanding of diagnostic decision-making, ultimately improving the precision and efficiency of DR screening. Our dynamic voting ensemble approach sets a new benchmark for interpretable, multi-model integration in medical diagnostics."
"From automation to agentic artificial intelligence in laboratory medicine: an opinion of the IFCC Division on Emerging Technologies.","https://scispace.com/paper/41454792","2025","Journal Article","Clinical chemistry and laboratory medicine","Gruson
Gouget
Lee
Greaves
Liu
Ebert
Yang
Shah","10.1515/cclm-2025-1314","","Agentic artificial intelligence (AI) systems are distinguished by their ability to invoke multiple tools, compose command chains, and combine chain-of-thought reasoning with deep research to execute complex tasks and take actions. This represents a major evolution beyond machine learning and large language models (LLM), toward systems capable of planning, executing, and coordinating complex workflows. In contrast to traditional LLMs, which primarily focus on generating and classifying information, agentic AI introduces elements of autonomy, reasoning, and orchestration, while digital twins extend this concept to dynamic virtual representations of patients and laboratory processes, capable of continuous learning, simulation and adaptation. This transition has profound implications for laboratory medicine, a field characterized by high data complexity, multi-omics integration, and stringent operational demands. At the same time, laboratories face growing expectations regarding efficiency, resource stewardship, and value-based healthcare delivery. This article explores both the opportunities and limitations of agentic AI in laboratory medicine, highlighting its potential to move beyond static automation toward autonomous, outcome-driven innovation. It also examines the ethical, interpretability, and governance considerations that must accompany its implementation."
"Detection and diagnosis of diabetic retinopathy in retinal fundus images using agentic AI approaches.","https://scispace.com/paper/41454113","2025","Journal Article","Scientific reports","Sathya
Valaramathi","10.1038/s41598-025-34016-0","","In today's world, Diabetic Retinopathy (DR) remains a leading cause of vision loss globally, necessitating early detection and accurate diagnosis for timely intervention. Traditional machine learning and deep learning-based approaches, while effective, often suffer from issues such as limited interpretability, static decision-making, and inadequate generalization across diverse patient data. This research introduces an Agentic-AI Driven Framework for Diabetic Retinopathy Analysis (AADR-AI), which leverages intelligent agent-based learning mechanisms to enhance decision-making autonomy, dynamic adaptability, and contextual understanding of retinal fundus images. The novelty lies in incorporating agentic intelligence principles, autonomy, reactivity, and proactivity into DR detection systems, allowing real-time analysis and adaptive feature learning based on patient-specific variations. The proposed AADR-AI framework integrates a multi-agent ensemble of convolutional and transformer-based networks, coordinated through a decision fusion layer for robust classification. Key contributions include improved classification accuracy (up to 96.7%), enhanced model efficiency with reduced computational overhead, and real-time adaptability to varying image qualities and disease progression stages. Extensive experimentation on benchmark datasets demonstrates superior performance compared to existing state-of-the-art methods. This work highlights the transformative potential of agentic AI in medical imaging, paving the way for more autonomous and interpretable clinical decision-support systems."
"Correspondence on ""Evaluating the impact of AI assistance on decision-making in emergency doctors interpreting chest X-rays: a multi-reader multi-case study"" by Lyell ","https://scispace.com/paper/41448887","2025","Journal Article","Emergency medicine journal : EMJ","Huang
Fei
Hu","10.1136/emermed-2025-215699","","No abstract available"
"A contribution-interpretable belief rule base model for obesity risk prediction using physical indicators and dietary habits.","https://scispace.com/paper/41438294","2025","Journal Article","Frontiers in endocrinology","Wei
Jiang
Zhu
Mao","10.3389/fendo.2025.1706780","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12719258/pdf","Obesity is a pressing global endocrine disorder that disrupts hormonal axes and elevates the risk of type 2 diabetes, cardiovascular disease, and metabolic conditions. Early and reliable risk prediction is crucial for timely intervention, yet most existing models fail to balance predictive accuracy with interpretability, limiting their clinical applicability."
"Clinical predictive fusion network for accurate disease prediction in patient cohorts.","https://scispace.com/paper/41449223","2025","Journal Article","Scientific reports","Zeyauddin
Abidin
Khan
Bokhari
Siddiqui
Ahmad
Alam","10.1038/s41598-025-33645-9","","The increasing complexity of healthcare data demands predictive models that are both accurate and interpretable. This study presents the Clinical Predictive Fusion Network (CPFN). This adaptive ensemble learning framework integrates Logistic Regression, Random Forest, and Support Vector Machine classifiers through a validation-driven weighted fusion strategy. The model's adaptive weighting enables it to learn the relative reliability of base classifiers across multimodal patient datasets. CPFN was evaluated using 10-fold stratified cross-validation on disease-specific (cardiology, neurology, diabetes, pulmonology, and oncology) and a synthetically fused multi-disease dataset, achieving up to 93.0 ± 0.4% accuracy on individual datasets and 95.5 ± 0.3% on the combined dataset. Other metrics included a recall of 92.0 ± 0.5%, F1-score of 92.5 ± 0.4%, and ROC-AUC ranging from 0.95 to 0.975 (95% CI, bootstrap 1000 resamples). These results demonstrate that CPFN maintains consistent and generalizable performance across heterogeneous data sources. The model's transparent fusion design and detailed pseudocode enhance reproducibility and clinical applicability, positioning CPFN as a scalable, data-driven decision-support framework for next-generation predictive healthcare systems."
"Data-driven abdominal phenotypes of type 2 diabetes in lean, overweight, and obese cohorts from computed tomography.","https://scispace.com/paper/41427059","2025","Journal Article","Journal of medical imaging (Bellingham, Wash.)","Remedios
Cho
Schwartz
Su
Rudravaram
Gao
Krishnan
Saunders
Kim
Bao
Powers
Landman
Virostko","10.1117/1.JMI.12.6.064006","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12712129/pdf","Although elevated body mass index (BMI) is a well-known risk factor for type 2 diabetes, the disease's presence in some lean adults and absence in others with obesity suggests that more detailed measurements of body composition may uncover abdominal phenotypes of type 2 diabetes. With artificial intelligence (AI) and computed tomography (CT), we can now leverage robust image segmentation to extract detailed measurements of size, shape, and tissue composition from abdominal organs, abdominal muscle, and abdominal fat depots in 3D clinical imaging at scale. This creates an opportunity to empirically define body composition signatures linked to type 2 diabetes risk and protection using large-scale clinical data."
"Predicting and classifying type 2 diabetes using a transparent ensemble model combining random forest, k-nearest neighbor, and neural networks.","https://scispace.com/paper/41419964","2025","Journal Article","Scientific reports","Zaferani
Afrash
Moulaei","10.1038/s41598-025-31562-5","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12804783/pdf","Diabetes is one of the major health challenges in today's world, since chronic elevation of blood sugar can cause serious and sometimes irreparable damage to organs such as the heart, kidneys, and nervous system. Early detection of this disease plays a vital role in reducing its complications. However, machine learning and deep learning models often face distrust in medical settings due to their opaque, ""black-box"" nature. The aim of this study was to combine three machine learning algorithms using stacking and voting methods to propose a model for type 2 diabetes detection, and to increase transparency by using the explainability techniques LIME and SHAP to identify important features. This study used medical data from 768 Pima Indians Diabetes samples, including 8 features such as age, BMI, glucose, insulin, blood pressure, skin thickness, pregnancies, and family history. Data preprocessing included mean imputation for missing or zero values, Min-Max normalization, and classification into ""Normal"", ""Prediabetes"", and ""Diabetes"" based on fasting glucose thresholds. Feature selection was performed using Spearman correlation to retain the most relevant variables. A hybrid machine learning model was developed using three base models Neural Network (NN), k-Nearest Neighbors (KNN), and Random Forest (RF) with automated hyperparameter tuning. The outputs of these models were combined via stacking using a logistic regression (LR) meta-model and in parallel using a soft voting method. Nested cross-validation (5 outer and 5 inner folds) was applied to prevent data leakage and ensure robust evaluation. Model interpretability was assessed using LIME for local explanations and SHAP for global feature importance. Decision thresholds and influential feature regions were identified, and model calibration and decision curves evaluated clinical reliability. Models performance was evaluated using accuracy, precision, recall, specificity, F1-score, AUROC, Brier Score (1-B), and Expected Calibration Error (1-E). Statistical reliability was assessed using bootstrap resampling to compute 95% confidence intervals, as well as paired tests to compare the hybrid model with the base models and voting ensemble. Based on the evaluation metrics, the stacking ensemble achieved perfect performance for Class 0, with 100% accuracy, precision, recall, specificity, F1 score, and AUROC, alongside the highest calibration metrics (Brier Score: 99.9, ECE: 98.7). The Random Forest model also excelled, achieving 100% accuracy, precision, recall, specificity, and F1 score for Class 0 and Class 2. In contrast, the KNN model consistently underperformed, particularly for Class 0 (F1: 83.3, Precision: 83.3, Recall: 83.3). The Neural Network demonstrated strong recall for Class 0 (100%), while the voting ensemble showed balanced results but was slightly outperformed by the top ensemble methods. Explainable AI analyses using LIME and SHAP revealed that glucose was the most influential predictor for identifying the Pre-diabetes state. Both methods consistently identified a decision band between 0.35 and 0.47 (corresponding to 100-125 mg/dL) as the transition zone between ""Normal"" and ""Prediabetes"", confirming the model's alignment with WHO/ADA diagnostic criteria. The stacking model achieved perfect performance and superior calibration, outperforming all other models in type 2 diabetes prediction and classification. Explainability techniques (LIME and SHAP) identified glucose level, body mass index, and blood pressure as key predictive factors. This approach provides an accurate and interpretable tool for clinical decision support in healthcare systems."
