"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract"
"Quantum denoising autoencoder improves retinal fundus image quality for early diabetic retinopathy screening.","https://scispace.com/paper/41565887","2026","Journal Article","Scientific reports","Chilukuri
P
Gatla
Almenweer","10.1038/s41598-026-35540-3","","Diabetic Retinopathy (DR) is a critical source of blindness that can be prevented globally, and accurate analysis of retinal fundus images enables early detection. Fundus images are often affected by multiple noise sources, which impair image quality and hinder the observation of delicate retinal structures, including microaneurysms and small blood vessels. Deep learning driven denoising models are computationally intensive and prone to overfitting on small medical datasets. In order to overcome these shortcomings, the present paper suggests a Quantum Denoising Autoencoder (QDAE), a hybrid quantum-classical architecture, which uses convolutional feature coding with parameterized quantum circuits (PQCs) in latent space. The suggested QDAE applies quantum superposition and entanglement to improve the latent representations, thereby improving denoising and retinal detail preservation. Experiments on the Diabetic Retinopathy 224 × 224 (2019) dataset show that QDAE performs considerably better than classical denoising architectures, including CAE, ResNet, and DnCNN with PSNR of 38.8 dB, SSIM of 0.96, and AMI of 0.88. The approach preserves delicate retinal patterns and intensity consistency, while incurring a slight computational overhead associated with shallow quantum circuits. The results presented above demonstrate that QDAE is a potential quantum-aided architecture for denoising retinal images and a feasible preprocessing procedure in early diabetic retinopathy."
"Annotation-free 3D reconstruction and quantification of retinal microvasculature by RADAR.","https://scispace.com/paper/41565785","2026","Journal Article","NPJ digital medicine","Zhang
Liu
Wu
Wu
Li
Chen
Wang
Liang
Lin
Zheng
Yao","10.1038/s41746-026-02366-2","","Three-dimensional mapping of retinal microvasculature is essential for monitoring systemic vascular health. Existing methods rely heavily on manual annotation or training-intensive deep learning models that lack generalizability. Here we report RADAR. This is an annotation-free computational framework for the 3D segmentation and quantification of optical coherence tomography angiography data. The pipeline integrates adaptive physics-aware denoising with topology-preserving centerline extraction to reconstruct complex networks without manual labeling. We validated the framework in healthy individuals and patients with early-stage diabetic retinopathy. The method outperformed standard segmentation tools and resolved layer-specific morphological alterations obscured in conventional two-dimensional projections. Quantitative analysis revealed distinct patterns of compensatory remodeling and increased tortuosity in diabetic eyes. RADAR enables precise extraction of volumetric biomarkers including vessel length and branching complexity. It provides a scalable tool for early detection and longitudinal assessment of ocular and systemic vascular diseases."
"Microbiota-metabolome interplay in depression: Metabolic insights and diagnostic potential.","https://scispace.com/paper/41564867","2026","Journal Article","Cell reports. Medicine","Zhao
Liu
Pan
Guo
Sun
Ren
Zheng
Li
Chao
Wang
Zeng
Liu
Yang
Luo
Zheng
Kuang
Ding
Zhao
Ge
Ouyang
Xie
Liu
Wang
Chen
Zhang
Sun
Jia","10.1016/j.xcrm.2025.102574","","Mounting evidence highlights the interplay between gut microbiota, metabolism, and depression. In this study, we analyze fecal and serum metabolomes in first-episode depression and matched controls (n = 186), with validation in three independent cohorts (n = 223, 85, 52) including drug intervention. Significant disruptions are noted in 53 gut microbial species, 12 microbiota-related metabolic pathways, and 34 metabolites in depressive individuals compared to controls. Sixteen metabolites exhibit reversal after drug administration. Partial Spearman analysis identifies 271 species-metabolite correlations, and mediation analysis unveils 61 metabolite-mediated species-depression correlations. Key features associated with depression, including Bifidobacterium longum, Parasutterella excrementihominis, tyrosine, serotonin, and homovanillic acid, are highlighted. A machine learning model with 34 metabolites achieves area under the receiver operating characteristic (ROC) curve values of 0.82 and 0.80 in discriminating depression from control in test and validation sets. Our findings highlight metabolites as key mediators linking microbiota to depression and as valuable indicators for its identification."
"Insights and Advances in Physical Activity Research on Youth with Type 1 Diabetes.","https://scispace.com/paper/41563611","2026","Journal Article","Current diabetes reports","Fantozzi
Patton
Cushing","10.1007/s11892-025-01614-1","","Most youth with type 1 diabetes (T1D) do not meet the guidelines for physical activity engagement, thereby diminishing potential benefits to physical and mental health. This review synthesizes the recent literature on physical activity among youth with T1D and offers recommendations for future research."
"An online interpretable machine learning model for predicting cardiometabolic multimorbidity risk in patients with type 2 diabetes mellitus.","https://scispace.com/paper/41559245","2026","Journal Article","Scientific reports","Liu
Li
Huo
Liu
Liu
Cao
Zheng","10.1038/s41598-026-36923-2","","Cardiometabolic multimorbidity (CMM), a major complication in type 2 diabetes mellitus (T2DM), increases mortality and healthcare burden. Early identification of high-risk individuals is crucial for precision intervention. This study aimed to develop and validate an online interpretable machine learning system for forecasting the CMM risk in T2DM populations to facilitate personalized decision-making and early intervention. We used data from 793 T2DM patients from a tertiary hospital in Shanxi Province as the derivation cohort, divided into training (80%) and internal validation (20%) sets, with 360 cases from another independent center for external validation. Feature selection was performed through recursive feature elimination with random forest algorithm. We employed six machine learning algorithms to develop the CMM risk model. Model performance was evaluated using accuracy, precision, recall, F1-score, and area under the curve (AUC). The SHapley Additive exPlanations (SHAP) and Local Interpretable Model-Agnostic Explanations (LIME) provided model interpretability. After feature screening, nine predictors were included in the model. In internal validation, the Stacking model achieved the highest AUC (0.868), maintaining good external validation performance with an AUC of 0.822. The web-based system was accessible on https://t2dmcmmpredictionweb.streamlit.app/. This system assisted healthcare providers to identify high-risk populations early and facilitate timely intervention to mitigate disease progression."
"Selecting measures of visual function to classify diabetic retinopathy status: a cross-sectional study.","https://scispace.com/paper/41558771","2026","Journal Article","BMJ open ophthalmology","Wright
Chakravarthy
Das
Graham
Naskas
Peto
Hogg","10.1136/bmjophth-2025-002536","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12820872/pdf","To identify combinations of up to three visual function tests with the best performance for classifying diabetic retinopathy (DR) severity stage. To describe in detail the measurements from a comprehensive set of visual function tests."
"Mortality prediction in hemodialysis patients using heart rate variability and skin sympathetic nerve activity.","https://scispace.com/paper/41558677","2025","Journal Article","Renal failure","Fu
Huang
Qian
Su
Zhang
Chen
Chen
Zeng
Wang
Mao","10.1080/0886022X.2025.2596442","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12821348/pdf","Patients undergoing maintenance hemodialysis (HD) face a substantially elevated risk of all-cause mortality, yet robust tools for individualized risk stratification remain limited. This multicenter study developed a predictive model integrating dynamic autonomic nervous system (ANS) markers - heart rate variability (HRV) and skin sympathetic nerve activity (SKNA) - with clinical factors to assess mortality risk. We enrolled 198 HD patients from two Chinese centers between 2021 and 2023, recording HRV/SKNA parameters at baseline, 30 min, and 240 min into dialysis. Over a median follow-up of 34 months, the all-cause mortality rate was 17.7%. Ninety-one baseline features were included in the LASSO-regression model. The final multivariable logistic regression model incorporated six variables (diabetes mellitus, DBP"
"First trimester prediction of gestational diabetes mellitus by machine learning in twin pregnancies.","https://scispace.com/paper/41557003","2026","Journal Article","Archives of gynecology and obstetrics","Louzoun
Michelson
Bennasar
Svirsky
Bevilacqua
Kugler
Kagan
Brown
Rodriguez
Goncé
Borrell
Ponce
Geipel
Walter
Simonini
Strizek
Lennartz
Bauer
Meli
Torcia
Sharabi-Nov
Maymon
Nicolaides
Meiri","10.1007/s00404-025-08262-6","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12819435/pdf","We aimed to develop a machine learning model for first-trimester prediction of gestational diabetes mellitus (GDM) in twin pregnancies using a prospective international, multi-center cohort and identify useful predictive markers."
"SERS-based deep learning approach for early detection of gestational diabetes mellitus.","https://scispace.com/paper/41547262","2026","Journal Article","Spectrochimica acta. Part A, Molecular and biomolecular spectroscopy","Lin
Chen
Chen
Lu","10.1016/j.saa.2026.127472","","Early and precise diagnosis of gestational diabetes mellitus (GDM) is crucial for improving maternal and neonatal outcomes and reducing the risk of adverse pregnancy events. However, current clinical screening methods for GDM still exhibit limitations in detection speed, sensitivity and convenience, making it difficult to meet the clinical demand for rapid early-pregnancy screening. To address this, we propose a novel strategy for early GDM diagnosis based on surface-enhanced Raman spectroscopy (SERS) combined with deep learning, aiming to achieve rapid and accurate early screening. Characteristic SERS spectra of serum were obtained using a substrate based on silver nanoparticles (Ag NPs). A fused PCA-CNN model integrating principal component analysis (PCA) for dimensionality reduction and a one-dimensional convolutional neural network (1D-CNN) for feature learning was developed. The PCA-CNN model effectively extracts potential biomarker features from serum SERS spectra, achieving a diagnostic accuracy of 93.7%, with sensitivity and specificity of 0.95 and 0.93, respectively. Moreover, the entire detection process can be completed within 30 min, requires about 2.5 μL of serum per sample, and involves minimal preprocessing, highlighting both efficiency and practicality. This study provides a novel method for early GDM screening that combines high diagnostic performance with clinical applicability, offering promising technical support for early intervention and clinical management of GDM."
"Predicting the diabetic foot in patients with type 2 diabetes mellitus based on machine learning.","https://scispace.com/paper/41546000","2026","Journal Article","Biomedical engineering online","Zhang
Fan
Li
Chen
Yin","10.1186/s12938-025-01494-2","","Diabetic foot (DF) is a severe complication of type 2 diabetes mellitus (T2DM), contributing to significant morbidity and healthcare costs globally. Early prediction and intervention are critical for preventing amputations and improving patient outcomes. However, traditional statistical methods lack the capacity to handle high-dimensional clinical data and identify optimal predictive features. This study aimed to develop and validate machine learning models for DF risk prediction using feature selection strategies based on binary logistic regression and information theory."
