"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract"
"The discordance of remnant cholesterol and low-density lipoprotein cholesterol as a predictor of diabetes, diabetic microvascular diseases, and cardiovascular disease.","https://scispace.com/paper/41572345","2026","Journal Article","Diabetology & metabolic syndrome","Wang
Li
Shao
Xu
Wang
Wu
Ning
He
Li
Ma
Wei
Lin
Zhang
Lv
Wang
Li
Yang
Wu
Shi","10.1186/s13098-025-02039-2","","The impact of discordance between remnant cholesterol (RC) and low-density lipoprotein cholesterol (LDL-c) on diabetes, diabetic kidney disease (DKD), diabetic retinopathy (DR) and cardiovascular disease (CVD) remains unclear. This study aims to explore the association between the discordance and these outcomes, using data from the National Health and Nutrition Examination Survey (NHANES) 1999.1-2020.3 and Clinical Medical College & Affiliated Hospital of Chengdu University."
"SLC25A45: a gatekeeper for methylated amino acid metabolism.","https://scispace.com/paper/41571486","2026","Journal Article","Trends in endocrinology and metabolism: TEM","Zhang
Tian
Fu","10.1016/j.tem.2025.12.005","","The metabolite substrates of numerous transporters remain largely elusive. Two recent studies by Khan et al. and Dias et al. identify SLC25A45 as a mitochondrial transporter of methylated amino acids that supports de novo carnitine synthesis, providing a valuable strategy for deorphanizing transporters and novel insights into cytoplasm-mitochondria communication and metabolic coordination."
"AI in geriatric psychiatry: precision meets human experience.","https://scispace.com/paper/41571986","2026","Journal Article","Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology","Mizuno
Erickson
Jimenez
Aizenstein","10.1038/s41386-026-02328-y","","Artificial intelligence (AI) and robotics are rapidly transforming geriatric psychiatry, offering powerful tools for early detection, personalized treatment, and enhanced care delivery. As the global population ages, these technologies promise not only greater efficiency but also new avenues for delivering scalable, accessible mental health support. However, as AI increasingly engages with domains once considered uniquely human-emotional intelligence, decision-making, and interpersonal connection-it raises deeper questions about the boundary between AI-simulated interaction and authentic human connection. This review examines the intersection of computational precision and existential complexity, emphasizing how theoretical frameworks such as the Theory of Computing (TOC) and Theory of Mind (ToM) can guide ethical and human-centered integration. While AI systems may convincingly simulate empathy or companionship, they cannot share subjective experience, vulnerability, or existential depth. By contrasting computational precision with the irreducible aspects of human complexity, we advocate for a transdisciplinary approach that embraces both the transformative potential of technology and the irreplaceable richness of human connection-especially in the later stages of life, when questions of purpose, mortality, and selfhood become most profound."
"How do chronic diseases affect personal and household income? A double debiased machine learning analysis of the China health and retirement longitudinal study (CHARLS) in older adults.","https://scispace.com/paper/41571416","2026","Journal Article","BMJ open","Zhi
Chen
Shang
Li
Zhang
Wang","10.1136/bmjopen-2025-102831","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12829403/pdf","This study aimed to investigate the impacts of chronic diseases such as hypertension, dyslipidaemia and diabetes on personal and household income among ageing Chinese adults. The primary hypothesis was that these chronic diseases have differential effects on the socioeconomic status of individuals and households, with gender and age influencing these relationships."
"Endocrine disruption in metabolic disorders: Biomarkers and therapeutic targets.","https://scispace.com/paper/41571379","2026","Journal Article","Advances in clinical chemistry","Ikram
Rehman
Akash
Ameer","10.1016/bs.acc.2025.10.012","","Endocrine-disrupting chemicals (EDCs) are external agents that interfere with normal hormone production, release, movement, attachment, activity, and removal. EDCs operate through various mechanisms, including receptor binding, interference with hormone production pathways, modification of hormone-transporting proteins, or disturbance of hormonal metabolic processes. Evidence links EDCs to several health conditions, including insulin resistance, type 2 diabetes mellitus, obesity, and metabolic syndrome. Fortunately, the field of biomarker discovery for metabolic and endocrine disorders is undergoing rapid transformation, driven by advancements in metabolomics, multi-omics integration, and artificial intelligence (AI)-enhanced diagnostics. Cutting-edge analytical techniques, such as mass spectrometry, nuclear magnetic resonance spectroscopy, and next-generation sequencing, have facilitated the identification of novel biomarkers for early disease detection, prognosis, and treatment monitoring. Metabolomics has played a crucial role in unraveling disease mechanisms, identifying biochemical signatures of metabolic dysfunctions, and bridging traditional and modern medical approaches. However, challenges remain in clinical validation, reproducibility, and specificity of these biomarkers. The incorporation of multi-omics technologies such as genomics, proteomics, and transcriptomic has provided a more comprehensive view of metabolic dysregulation. Future advancements in machine learning, AI-driven data analytics, and single-cell omics are expected to revolutionize precision medicine by enabling personalized treatment strategies and improving clinical outcomes. As biomarker research continues to evolve, the convergence of high-throughput technologies, computational approaches, and clinical validation efforts will be critical in ensuring their translation into routine medical practice."
"Sleep deprivation and epiretinal membrane risk: Machine learning findings from a nation-wide survey.","https://scispace.com/paper/41570315","2026","Journal Article","Retina (Philadelphia, Pa.)","Kim
Kim
Lee
Yeo
Choi","10.1097/IAE.0000000000004776","","This cross-sectional study explored the association between sleep deprivation and epiretinal membrane (ERM) using machine learning applied to data from the Korean National Health and Nutrition Examination Survey 2017-2020."
"Machine learning-based prediction of diabetic retinopathy from pupillary abnormalities in a South Indian population.","https://scispace.com/paper/41569995","2026","Journal Article","PloS one","Surya
Tamilselvi
Roy
Chinnasamy
Raman
Suchetha
Rajendran","10.1371/journal.pone.0340802","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12826491/pdf","Diabetic retinopathy (DR) is a common complication of diabetes that can lead to vision loss. Early detection and prevention of DR is crucial to reduce the burden of this disease. The purpose of this study was to build a prediction model for DR using pupillary abnormalities as biomarkers. Pupillary parameters including Dark-adapted Baseline Pupillary Diameter (BPD), Amplitude of Pupillary Constriction (APC), Velocity of Pupillary Constriction (VPC), Amplitude of Pupil Re-dilatation after Maximum Constriction, and Velocity of Pupillary Dilatation (VPD) were collected and analyzed using machine learning algorithm including Support Vector Machine, Decision Trees, Artificial Neural Networks (ANN), Logistic Regressions, Random Forest, Naive Bayes Classifier. Utilizing ROC analysis and the Youden index, this study identified cut-off values for pupillary abnormalities to detect DR risk. The study found that ANN performed well with an accuracy of 0.807 (95% CI: 0.65-0.94) and AUC of 0.879 (95% CI: 0.71-0.98) in predicting DR using pupillary abnormalities as biomarkers. The findings of this research offer significant insights into the predictive value of pupillary abnormalities for DR, establishing a strong foundation for early intervention strategies. Particularly, the superior performance of ANN in detecting DR presents an opportunity to refine risk stratification and prevention approaches, potentially transforming the prognosis for individuals at elevated risk of this condition."
"MYO1C is a urinary extracellular vesicle biomarker and mediator of podocyte injury in diabetic nephropathy.","https://scispace.com/paper/41569692","2026","Journal Article","JCI insight","Zhao
Yan
Zhou
Liu
Liu
Ren
Pan
Liu
Liu
Liu
Duan","10.1172/jci.insight.194604","","Type 2 diabetic nephropathy (T2DN) is a major complication of type 2 diabetes and a leading cause of chronic kidney disease. This study aimed to explore MYO1C as both a candidate biomarker and elucidate its role as a mechanistic mediator of podocyte injury in T2DN. Using urinary extracellular vesicle RNA biomarkers identified from a training and validation cohort of 33 type 2 diabetes and 40 T2DN patients, we developed a machine learning diagnostic model for T2DN. The model achieved an AUC of 0.877 in validation and performed well in an independent test cohort with an AUC of 0.824. MYO1C was identified as the most influential feature in the final model. Mechanistic investigations in vitro and in vivo revealed that high glucose and high-fat conditions induced podocyte injury, inflammation, and apoptosis, with increased MYO1C expression. MYO1C knockdown in vitro and in vivo reduced podocyte damage and inflammatory responses. MYO1C overexpression enhanced p38, p-CREB, and TNF-α levels, while p38 inhibition mitigated these effects. These findings support MYO1C not only as a potential urinary biomarker for T2DN but also as a key pathogenic driver that promotes podocyte injury via p38 MAPK signaling, thereby highlighting its therapeutic promise."
"A risk model to predict atrial fibrillation in diabetes using machine learning: The ACCORD study.","https://scispace.com/paper/41568239","2026","Journal Article","American heart journal plus : cardiology research and practice","Offerman
Phan
Harirforoosh
Fan
Wong
Donaldson","10.1016/j.ahjo.2026.100715","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12818109/pdf","Machine learning (ML) may improve prediction of atrial fibrillation (AF), but its value compared with traditional models such as Cohorts for Heart and Aging Research in Genomic Epidemiology (CHARGE-AF) in patients with diabetes remains unclear."
"A Review of Emerging Biomarkers Connecting Diabetes and Ischemic Stroke: Implications for Early Detection and Risk Stratification.","https://scispace.com/paper/41567175","2026","Journal Article","Journal of diabetes research","Hussain
Ramadan
Al Haddad
Alfahl","10.1155/jdr/2719491","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12817486/pdf","Diabetes substantially increases the risk of ischemic stroke through complex metabolic, inflammatory, and vascular mechanisms, yet early identification of high-risk individuals remains challenging. This narrative review synthesizes emerging circulating and genomic biomarkers that illuminate the pathways linking diabetes and ischemic stroke and evaluates their potential for early detection and precise risk stratification. Systematic searches of PubMed, Scopus, and Web of Science identified 141 relevant studies examining biomarkers, genetic and epigenetic factors, or risk prediction models in adults with diabetes. Evidence highlights several biomarker domains. Inflammatory markers such as high-sensitivity C-reactive protein, interleukin-6, and tumor necrosis factor-"
