"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"AI in Medical Education Curriculum: The Future of Healthcare Learning","https://scispace.com/paper/ai-in-medical-education-curriculum-the-future-of-healthcare-10eqdqlleo","2024","Journal Article","European journal of therapeutics","Waqar M. Naqvi
Habiba Sundus
Gaurav Vedprakash Mishra
Ramprasad Muthukrishnan
Praveen Kumar Kandakurti","10.58600/eurjther1995","","- **Relevance Score:** 20/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses AI-powered LMS to personalize learning pace and proposes adaptive curricula, but lacks focus on health equity, research integration, or combined inclusive outcomes.","To address the evolving, quantitative nature of healthcare in the twenty-first century, it is imperative to integrate artificial intelligence (AI) with healthcare education. To bridge this educational gap, it is imperative to impart practical skills for the utilisation and interpretation of AI in healthcare settings, integrate technology into clinical operations, develop AI technologies, and enhance human competencies [1]. The swift rise of AI in contemporary society can be ascribed to the progress of intricate algorithms, cost-effective graphic processors, and huge annotated databases. AI has been a crucial component of healthcare education in recent years and has been implemented by numerous medical institutions globally. AI is widely prevalent in medical education in Western countries, in contrast to developing countries. The disparity could be mitigated through more infrastructural assistance from medical institutions in underdeveloped nations. It is crucial to raise awareness among medical educators and students regarding AI tools to facilitate the development and integration of AI-based technologies in medical education [2]. AI can impact the student learning process through three methods: direct instruction (transferring knowledge to the student in a teacher-like role), instructional support (assisting students as they learn), and learner empowerment (facilitating collaboration among multiple students to solve complex problems based on teacher feedback). Incorporating artificial intelligence (AI) tools into education can augment students' knowledge, foster skill acquisition, and deepen comprehension of intricate medical topics [2,3]. Virtual reality (VR) can enhance the immersion of learning sessions with virtual patients. Virtual Reality (VR) is a software-driven technology that generates a virtual environment with three-dimensional characteristics. Virtual Reality (VR) uses a head-mounted display or glasses to build a computer-simulated environment that provides a convincing and lifelike experience for the user. Conversely, augmented reality (AR) enhances the real-world environment by superimposing virtual elements onto a user's perspective of the actual world through a smartphone or similar device. By integrating these technologies, learners are able to investigate and actively participate in intricate clinical situations, resulting in a more pleasurable and efficient learning experience [4,5]. AI-powered games utilise data mining methodologies to examine the data gathered during gameplay and enhance the player's knowledge and abilities. In addition, they provide a personalised and engaging encounter that adapts the speed and level of challenge according to the player's achievements. Incorporating game components such as points, badges, and leaderboards enhances the enjoyment and engagement of the learning process. The implementation of gamification in the learning process boosts student engagement, fosters collaborative efforts, and optimises learning results. Additionally, they offer chances for clinical decision-making without any potential risks and provide instant feedback to the students, thereby becoming an essential component of undergraduate medical education [6]. By incorporating artificial intelligence (AI) techniques into learning management systems (LMS), learners are equipped with the necessary resources to achieve mastery at their own individualised pace. These computer algorithms assess the learner's level of understanding and deliver personalised educational material to help them achieve mastery of the content. The AI-powered platforms guide learners by effectively organising and arranging learning experiences, and then implementing targeted remedial actions. These customised and adaptable teaching techniques enhance the effectiveness and efficiency of learning. Virtual patients are computer-based simulations that replicate real-life clinical events and are used for training and education in health professions. Virtual patients are built to simulate authentic symptoms, react to students' treatments, and create dynamic therapeutic encounters. The student assumes the position of a healthcare provider and engages in activities such as gathering information, proposing potential diagnoses, implementing medical treatment, and monitoring the patient's progress. These simulations can accurately reproduce a range of medical settings and expose trainees to the problems they might encounter in real-world situations. Medical students can enhance their communication and clinical reasoning skills by engaging with virtual patients in a simulated environment that closely resembles real-life situations [6,7]. Furthermore, AI-driven solutions can be advantageous for educational purposes in diagnostic fields such as radiology, pathology, and microbiology. Content-based image retrieval (CBIR) is a highly promising method utilised in the field of radiology for educational and research purposes. CBIR facilitates the search for photos that have similar content with a reference image, utilising information extracted from the images [8]. Moreover, artificial intelligence (AI) integrated with machine learning techniques is currently being employed to accurately diagnose microbial illnesses. This application of AI has significant potential in training and educating specialists in the field of microbiology. Conversely, the current progress in AI-driven deep learning technologies that specifically target cellular imaging has the potential to revolutionise education in diagnostic pathology [9]. Ultimately, incorporating AI training into the medical education curriculum is a transformative step that will shape the future of healthcare practitioners. This sequence provides enhanced diagnostic precision, personalised learning prospects, and heightened ethical awareness. These potential benefits surpass the obstacles, initiating a new era in medical education where human beings and technology collaborate to deliver optimal patient care. The purposeful and calculated integration of AI into medical education will have a pivotal impact on shaping the future of healthcare as we navigate this unexplored territory. "
"The Role of AI in Achieving Inclusive Education","https://scispace.com/paper/the-role-of-ai-in-achieving-inclusive-education-4he5k5rcjxc3","2025","Journal Article","Communications in Humanities Research","Shoufeng Yang","10.54254/2753-7064/2024.19654","","- **Relevance Score:** 20/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses AI to personalize learning for disabled students, improving accessibility, but focuses on general education, not healthcare curricula or research integration.","Sustainable Development Goal (SDGs) 4 emphasizes inclusive education as one of the key objectives of experimenting with equity in education. The current convergence between education and developing technologies has led to the widespread use of artificial intelligence (AI) as a pedagogical tool in education. However, there is a lack of research on the relationship between inclusive education and artificial intelligence (AI) as part of the educational field. Therefore the main purpose of this paper is to explore how artificial intelligence (AI) can help to realize inclusive education. Through literature analysis, it is shown that artificial intelligence (AI) can increase students' accessibility, allow more and more disabled students to participate in the classroom, and artificial intelligence (AI) assistive technology can meet the different needs of disabled students. In addition, artificial intelligence (AI) can personalize learning for students with disabilities, improving their grades and performance. But further development of more comprehensive technologies and training of teachers is still needed in the future. Overall, artificial intelligence (AI) has played a positive role in achieving inclusive education. "
"Multidisciplinary Approaches to AI Integration in Education and Healthcare Systems","https://scispace.com/paper/multidisciplinary-approaches-to-ai-integration-in-education-a9yus11i1hml","2025","Journal Article","Advances in computational intelligence and robotics book series","Rajeshwari Sissodia
Vinay Dwivedi","10.4018/979-8-3373-5072-1.ch017","","- **Relevance Score:** 10/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Mentions AI for personalized learning and telemedicine but lacks concrete curriculum, research integration, or targeted equity interventions; thus only loosely touches personalization.","The integration of Artificial Intelligence (AI) into education and healthcare systems has gained significant momentum in recent years, with the potential to revolutionize both sectors by enhancing efficiency, accessibility, and outcomes. This chapter explores the multidisciplinary approaches to AI integration, focusing on how collaboration across fields such as data science, psychology, social sciences, and policy-making can ensure the successful deployment of AI technologies.. It examines the transformative role of AI in personalized learning, administrative automation, diagnostic support, and telemedicine, while also addressing the challenges faced in data privacy, system interoperability, and resistance to adoption. Finally, the chapter emphasizes the societal impacts of AI adoption, urging continuous learning, ethical practices, and stakeholder involvement to ensure that AI serves to improve the quality of life globally in both educational and healthcare contexts. "
"Preparing healthcare education for an AI-augmented future","https://scispace.com/paper/preparing-healthcare-education-for-an-ai-augmented-future-67l98pnq1g72","2024","Journal Article","","Jiajie Zhang
Susan H. Fenton","10.1038/s44401-024-00006-z","","- **Relevance Score:** 10/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Discusses AI's impact on healthcare education broadly, but lacks concrete equity aims, personalization, or integrated research‑curriculum designs; only hints at curriculum policy changes.","Abstract Artificial intelligence (AI) fundamentally transforms healthcare education as a knowledge enterprise, creating a distributed cognitive system composed of the human brain, which remains relatively unchanged, and AI-based knowledge and cognitive functions, which have accelerated exponentially in scale and power. Education must focus on developing skills to collaborate with AI and on achieving outcomes like problems solved and discoveries made. Curriculum and education policies also need to adapt to this transformation. "
"Integrating artificial intelligence into medical education: a narrative systematic review of current applications, challenges, and future directions","https://scispace.com/paper/integrating-artificial-intelligence-into-medical-education-a-1bu9winvrvpz","2025","Journal Article","BMC Medical Education","Zeeshan Ahsan","10.1186/s12909-025-07744-0","","- **Relevance Score:** 10/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Highlights equity concerns and need for AI curricula, but offers no concrete AI personalization, curriculum adaptation, or integrated education‑research implementation.","Artificial Intelligence (AI) is reshaping both healthcare delivery and the structure of medical education. This narrative review synthesizes insights from 14 studies exploring how AI is being integrated into undergraduate, postgraduate, and continuing medical education programs. The evidence highlights a wide range of applications, including diagnostic assistance, curriculum redesign, enhanced assessment methods, and streamlined administrative tasks. Nevertheless, several challenges persist-such as ethical dilemmas, the lack of validated curricula, limited empirical research, and infrastructural constraints-that hinder broader implementation. The protocol was registered with PROSPERO (ID: 1109025), and the review followed PRISMA 2020 guidelines. The findings emphasize the need for well-structured AI curricula, targeted faculty development, interdisciplinary collaboration, and ethically sound practices. To promote sustainable and equitable adoption, the review advocates for a phased, learner-centered approach tailored to the evolving demands of medical education. "
"Artificial Intelligence in Medical Education: Current Applications and a Proposed Comprehensive Integration Framework","https://scispace.com/paper/artificial-intelligence-in-medical-education-current-jv08il4zaz5d","2025","Journal Article","","Andrew Borkowski
Orest Boyko
Anne Champeaux
Stephen Mastorides","10.20944/preprints202507.0171.v1","","- **Relevance Score:** 10/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Proposes a tiered AI literacy framework but lacks concrete AI personalization, equity focus, or research‑curriculum integration; no empirical or fairness analysis.","Artificial intelligence (AI) is rapidly transforming healthcare, yet its integration into medical education remains inconsistent and lacks standardization across training levels. This comprehensive review synthesizes current research on AI applications within medical education, highlighting significant gaps between the growing clinical role of AI and its representation in undergraduate and postgraduate curricula. The review identifies disparities in AI awareness and utilization, with postgraduate trainees demonstrating greater familiarity than undergraduates, and notes that most existing educational efforts are concentrated in specialty training and continuing education, particularly in fields such as radiology, pathology, surgery, cardiology, and dentistry. While medical trainees generally express positive attitudes toward acquiring AI competencies, barriers such as the absence of standardized frameworks and AI taxonomy, limited faculty expertise, curricular constraints, and ethical considerations impede broader adoption. Drawing on examples of pioneering programs and a systematic analysis of curricular approaches, we propose a novel, tiered framework for comprehensive AI integration across the medical education continuum. This framework emphasizes universal AI literacy, critical evaluation skills, ethical awareness, and experiential learning at the undergraduate level, with extensions for specialty-specific training and advanced technical or leadership tracks. Recommendations include phased implementation strategies, faculty development initiatives, including “teach the teacher”, and competency-based assessment methods. The review concludes that adequate preparation of future physicians requires a shift from isolated AI initiatives to coordinated, longitudinal integration efforts supported by collaboration among educational institutions, professional societies, and technology experts. Future research should focus on evaluating educational outcomes, developing robust assessment tools for AI competencies, and examining the long-term clinical impact of AI training. "
"Artificial Intelligence in Medical Education: Current Applications and a Proposed Comprehensive Integration Framework","https://scispace.com/paper/artificial-intelligence-in-medical-education-current-xmq8qkt4umml","2025","Journal Article","","Andrew Borkowski
Orest Boyko
Anne Champeaux
Stephen Mastorides","10.20944/preprints202507.0171.v2","","- **Relevance Score:** 10/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Proposes a tiered AI literacy framework for medical training, but lacks AI-driven personalization, research integration, and explicit focus on health equity or inclusive outcomes.","Artificial intelligence (AI) is rapidly transforming healthcare, yet its integration into medical education remains inconsistent and lacks standardization across training levels. This comprehensive review synthesizes current research on AI applications within medical education, highlighting significant gaps between the growing clinical role of AI and its representation in undergraduate and postgraduate curricula. The review identifies disparities in AI awareness and utilization, with postgraduate trainees demonstrating greater familiarity than undergraduates, and notes that most existing educational efforts are concentrated in specialty training and continuing education, particularly in fields such as radiology, pathology, surgery, cardiology, and dentistry. While medical trainees generally express positive attitudes toward acquiring AI competencies, barriers such as the absence of standardized frameworks and AI taxonomy, limited faculty expertise, curricular constraints, and ethical considerations impede broader adoption. Drawing on examples of pioneering programs and a systematic analysis of curricular approaches, we propose a novel, tiered framework for comprehensive AI integration across the medical education continuum. This framework emphasizes universal AI literacy, critical evaluation skills, ethical awareness, and experiential learning at the undergraduate level, with extensions for specialty-specific training and advanced technical or leadership tracks. Recommendations include phased implementation strategies, faculty development initiatives, including “teach the teacher”, and competency-based assessment methods. The review concludes that adequate preparation of future physicians requires a shift from isolated AI initiatives to coordinated, longitudinal integration efforts supported by collaboration among educational institutions, professional societies, and technology experts. Future research should focus on evaluating educational outcomes, developing robust assessment tools for AI competencies, and examining the long-term clinical impact of AI training. "
"AI and Inclusive Education","https://scispace.com/paper/ai-and-inclusive-education-zv2uflnkyej1","2025","Journal Article","","Neha Kumari
Bhairab Chandra Patra","10.1201/9781003560814-3","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on AI for general inclusive education, not healthcare; lacks medical curriculum, research integration, or health‑specific personalization.","Inclusive education advocates for equal learning opportunities for all students, irrespective of their abilities or backgrounds. The invention of artificial intelligence and modern technologies opens new avenues for improving each child's learning experience—regardless of their skills and backgrounds—by promoting inclusive education through offering personalized learning experiences and supporting diverse learning needs, thus fostering a completely inclusive learning environment. By applying AI technologies, educators can design more effective, inclusive, and engaging curricula, differentiating their requirements with the diversified needs of today's learners toward more equitable and innovative educational learning for each type of learner. This research views the present applications of AI in inclusive education as (a) assistive technologies as per the need of every student, (b) personalized learning, and (c) inclusive assessment tools (IATs) and intelligent tutoring systems (ITSs). This research looks into the following benefits of AI in inclusive education: (a) enhanced accessibility, (b) data-driven decision-making, (b) improved engagement, (d) early intervention, and (e) continuous enhancement. Some of the challenges and ethical issues that AI in inclusive education raises are data privacy, data security, teacher training and support, costs, and access. This study also sheds light on the future direction: for instance, R&D in AI for inclusive education, policy and regulations, collaboration, and partnerships of different stakeholders. The findings and implications of this study will help educators, practitioners, and policymakers to make decisions for the effective use of AI and new technologies in enhancing every student's learning experience. "
"The double-edged sword of AI-integrated education: an investigation into personalized and inclusive learning in higher education","https://scispace.com/paper/the-double-edged-sword-of-ai-integrated-education-an-27k0une12w8i","2024","Journal Article","","Analisa Hamdan","10.4324/9781003606642-91","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on AI in general higher‑education learning, not on healthcare, medical curricula, or inclusive health outcomes; lacks the required healthcare context.","The integration of Generative AI tools in higher education offers promising avenues for enhancing personalized and inclusive learning but also presents significant challenges. This study investigates these complexities, focusing on personalized learning, inclusivity, faculty preparedness, and ethical considerations. Employing a mixed-methods research design, the study surveyed and interviewed students and faculty members from multiple higher education institutions. Using stratified random sampling, 300 students and 100 faculty members were selected. The study found that 85% of students reported enhanced engagement and academic performance due to AI's personalized learning capabilities. However, some students preferred traditional methods of teaching. In terms of inclusivity, 75% of students felt that AI tools were accessible and culturally diverse, although concerns about algorithmic biases were raised. Faculty preparedness emerged as a significant factor, with 60% of faculty members feeling inadequately prepared to effectively use AI tools, citing technical and ethical challenges. Ethical considerations were a major concern, with 70% of participants worried about data privacy and security, and 50% raising issues related to algorithmic bias. These findings align with existing literature, emphasizing the need for a balanced approach to AI integration, faculty training programs, and ethical guidelines. The study offers valuable insights for future research and practical implementations in higher education. It also underscores the urgency for educational institutions to address these challenges to fully harness the benefits of AI in academic settings. "
"Integrating Artificial Intelligence into Biomedical Science Curricula: Advancing Healthcare Education","https://scispace.com/paper/integrating-artificial-intelligence-into-biomedical-science-kmykw99p6s","2024","Journal Article","Clinics and practice","Aarti Sharma
Amal Al-Haidose
Maha Al‐Asmakh
Atiyeh M. Abdallah","10.3390/clinpract14040112","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides a narrative review of AI curriculum concepts but lacks concrete AI personalization, research integration, or inclusive healthcare outcomes; no empirical or implementation details.","The integration of artificial intelligence (AI) into healthcare practice has improved patient management and care. Many clinical laboratory specialties have already integrated AI in diagnostic specialties such as radiology and pathology, where it can assist in image analysis, diagnosis, and clinical reporting. As AI technologies continue to advance, it is crucial for biomedical science students to receive comprehensive education and training in AI concepts and applications and to understand the ethical consequences for such development. This review focus on the importance of integrating AI into biomedical science curricula and proposes strategies to enhance curricula for different specialties to prepare future healthcare workers. Improving the curriculum can be achieved by introducing specific subjects related to AI such as informatics, data sciences, and digital health. However, there are many challenges to enhancing the curriculum with AI. In this narrative review, we discuss these challenges and suggest mitigation strategies. "
