"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Retinal imaging for diabetic retinopathy detection through deep learning","https://scispace.com/paper/retinal-imaging-for-diabetic-retinopathy-detection-through-347b4x20zs0s","2024","Journal Article","i-manager's Journal on Artificial Intelligence & Machine Learning (JAIM)","P. Ramya
Pranita Chowdary Kadambala
Greeshma Masanam
Jaswanth Kumar Karnata
Amulya Kurapati","10.26634/jaim.2.2.20590","","The prevalence of diabetes is increasing globally, necessitating efficient methods to enhance the timely identification and treatment of diabetes, Focusing on early detection and effective management strategies for complications is essential. This study presents an integrated solution comprising two modules: diabetic detection and diabetic retinopathy detection. The diabetic detection module employs machine learning techniques like decision trees, random forests, and KNN for forecasting presence of diabetes based on patient data. The diabetic retinopathy detection module utilizes deep learning techniques, specifically the ResNet50 model architecture, to analyze retinal images and identify signs of diabetic retinopathy. A comprehensive implementation of both modules, including data preprocessing, model training, and evaluation, using Python libraries such as TensorFlow, Keras, and scikit- learn. The trained models are then integrated into a web application. This web application allows users to input their medical data and retinal images, and receive real- time predictions regarding their diabetic status and risk of diabetic retinopathy. The integration of these modules into a web application provides an intuitive interface tailored for both healthcare professionals and patients to assess diabetic risks conveniently. Furthermore, it facilitates early intervention and management of diabetic complications, ultimately improving patient outcomes and reducing healthcare burdens. ","This study presents a deep learning-based retinal imaging system for diabetic retinopathy detection, integrating machine learning for diabetes prediction and ResNet50 for retinal image analysis, implemented in a web application for real-time risk assessment and early intervention."
"The Real-World Impact of Artificial Intelligence on Diabetic Retinopathy Screening in Primary Care.","https://scispace.com/paper/the-real-world-impact-of-artificial-intelligence-on-diabetic-1ltq7glmzm","2021","Journal Article","Journal of diabetes science and technology","Jorge Cuadros","10.1177/1932296820914287","","The study by Shah et al published in this issue of the Journal of Diabetes Science and Technology validates the IDx autonomous diabetic retinopathy (DR) screening program in a real-world setting. The study found high sensitivity (100%) but low specificity (82%) for referable DR. The resulting positive predictive value of 19% means that four out of five patients without referable DR would be referred to ophthalmology causing a significant burden to ophthalmologists, primary care clinics, and patients. Artificial intelligence programs that provide better specificity, multiple levels of DR, and annotations of where lesions are located in the retina may function better than a simple referral/no referral output. This will allow for better engagement of patients through the difficult process of adhering to treatment recommendations and control their diabetes.","Artificial intelligence programs that provide better specificity, multiple levels of DR, and annotations of where lesions are located in the retina may function better than a simple referral/no referral output will allow for better engagement of patients through the difficult process of adhering to treatment recommendations and control their diabetes."
"Progressively Personalized Decision-Support Menu for Controlling Diabetes","https://scispace.com/paper/progressively-personalized-decision-support-menu-for-11acefhgci","2010","Patent","","Kimon Angelides","","","A method for more effective control and treatment of diabetes is described, based on providing patients readily accessible and real-time analysis and recommendations based on their individual blood glucose levels and other biometric parameters, particularly blood chemistry, diet and exercise. The system includes the ability to track individual blood glucose and wellness responses to changes in insulin dosage and frequency, diet and exercise levels, and to personalize responses and recommendations, all in real time, and on a portable device which can be carried by the patient.","In this paper, a method for more effective control and treatment of diabetes is described, based on providing patients readily accessible and real-time analysis and recommendations based on their individual blood glucose levels and other biometric parameters, particularly blood chemistry, diet and exercise."
"A Systemic Review: an Early Detection of Diabetic Retinopathy using Artificial Intelligence","https://scispace.com/paper/a-systemic-review-an-early-detection-of-diabetic-retinopathy-32hewglw3e39","2025","Journal Article","International Journal For Multidisciplinary Research","M Mohanraj
S Vasanthkumar
A. Dinesh
Rachakonda Srija
J S Shubeeksha
Suma Vishwa","10.36948/ijfmr.2025.v07i04.51975","","The global prevalence of diabetes is rapidly increasing, with over 463 million adults currently affected. This rise has led to a significant increase in diabetic-related eye conditions, particularly diabetic retinopathy (DR), which is now a leading cause of blindness among adults. DR results from damage to the blood vessels in the retina and often progresses without noticeable symptoms until vision is affected. Due to the growing diabetic population, effective screening for DR has become a major challenge, with millions of retinal images requiring analysis each year. Early detection is crucial, as most vision loss from DR is preventable. Traditional diagnostic methods like ophthalmoscopy are still in use, but emerging technologies such as artificial intelligence (AI), deep learning, and big data are proving to be valuable tools in enhancing early diagnosis and treatment planning. ","This systemic review explores the application of artificial intelligence in early detection of diabetic retinopathy, a leading cause of blindness, leveraging AI's potential to enhance screening and treatment planning for the growing diabetic population worldwide."
"Sensing Diabetic Retinopathy Using Deep Learning","https://scispace.com/paper/sensing-diabetic-retinopathy-using-deep-learning-eg7olfc3l2g7","2025","Journal Article","","Thirumalai Murugan R
B. Keerthana
Smriti Hari
M. Nikitha
J. V. Rama Kumar
Brijesh Kumar Yadav","10.33425/3066-1226.1104","","Diabetic Retinopathy (DR) is a serious vision-threatening complication of diabetes, contributing significantly to global blindness rates. Early detection and accurate classification of DR are essential for effective treatment and the prevention of vision loss. Traditional diagnostic methods such as manual inspection of retinal images are time-consuming, labor-intensive, and subject to variability in expert opinion. Recent advancements in artificial intelligence and deep learning have provided promising solutions for automating this process. The proposed framework introduces an automated system for detecting and classifying diabetic retinopathy using Generative Adversarial Networks (GANs) integrated with Convolutional Neural Networks (CNNs). The system comprises three major stages: pre-processing, feature extraction, and classification. GANs are utilized for generating high-quality synthetic retinal images to enhance the dataset and improve model robustness. CNNs are employed to extract deep features and classify the severity of DR. This method significantly improves detection accuracy and generalization. Future developments will focus on increasing dataset diversity, optimizing the GAN architecture, and integrating the system for real-time screening applications in clinical settings. ","This study proposes a deep learning framework using GANs and CNNs for automated detection and classification of Diabetic Retinopathy, improving detection accuracy and generalization, with future developments focusing on dataset diversity and real-time screening applications."
"Remote Diabetic Retinopathy Screening with IoT and Machine Learning on Edge Devices","https://scispace.com/paper/remote-diabetic-retinopathy-screening-with-iot-and-machine-3znfr1bu1c","2023","Proceedings Article","","Ram Deshmukh
S. Shalini
V. D. Vani
N. Kn
Laith H. Alzubaidi
Vijilius Helena Raj","10.1109/icaiihi57871.2023.10489186","","This study presents a novel method of screening for diabetic retinopathy using edge devices the Internet of Things and machine learning. The developed remote screening system ensures broad accessibility as well as affordability by overcoming geographical barriers. While edge computing maximizes real-time analysis, the integration of sophisticated machine learning algorithms improves diagnostic accuracy. The investigation of socio-technical subtleties is guided by the interpretivist philosophy. The outcomes show a strong architecture, effective models, as well as revolutionary effects on accessibility. A critical assessment finds the good points and continuous improvements. Suggestions place a strong emphasis on scaling issues and the ongoing improvement of machine learning models. In order to secure data management and keep up with changing healthcare needs, future research suggests combining blockchain technology with sophisticated imaging modalities. This study advances early detection, enhances accessibility to healthcare, and advances remote screening technologies.","This study presents a novel method of screening for diabetic retinopathy using edge devices the Internet of Things and machine learning, and advances early detection, enhances accessibility to healthcare, and advances remote screening technologies."
"A Deep Learning-based Predictive Analytics Model for Remote Patient Monitoring and Early Intervention in Diabetes Care","https://scispace.com/paper/a-deep-learning-based-predictive-analytics-model-for-remote-769yzkm6yqir","2024","Journal Article","Deleted Journal","Ming Jin
Zhongwen Zhou
Maoxi Li
Tianyu Lu","10.60087/jaigs.v6i1.271","","This paper presents a deep learning-based predictive analytics model for remote diabetes monitoring and early intervention. The proposed method combines photoplethysmography (PPG) signals with population and clinical data by combining LSTM-CNN architecture, achieving the best glucose monitoring results in real time. Manage the inability to care. The system architecture includes a custom-designed wearable device for data acquisition, cloud-based infrastructure, and real-time intervention mechanisms. Validation tests, including 139 subjects (69 diabetics and 70 non-diabetic), showed a 91.2% prediction accuracy over the continuous product to check glucose. The application has achieved 99.7% uptime with a response time of 2.3 seconds, ensuring adequate monitoring time and quick response. The early warning system demonstrated 97.8% accuracy in detecting potential complications through innovative feature extraction methodologies and adaptive learning algorithms. Performance evaluation through Clarke Error Grid analysis indicated clinically acceptable predictions, with all readings falling within zones A and B. The system's cost-effectiveness and reduced invasiveness promote widespread adoption potential, particularly in resource-limited settings. Integrating existing medical systems enables data collection and analysis, facilitating personalized treatment strategies and improving patient outcomes. The research has advanced the level of diabetes management through new contributions to theoretical frameworks and practical applications in remote patient care. ","This study presents a deep learning-based predictive analytics model for remote diabetes monitoring, combining PPG signals with population and clinical data, achieving 91.2% prediction accuracy and 97.8% accuracy in detecting potential complications with real-time intervention."
"AI-Assisted Screening for Diabetic Retinopathy and Fundus Abnormalities in a Large-Scale Physical Examination Population","https://scispace.com/paper/ai-assisted-screening-for-diabetic-retinopathy-and-fundus-906pc0punymj","2025","Journal Article","Clinical Ophthalmology","Xiaoying Liang
Yong Bao
Yue Du
N. Kong","10.2147/opth.s538020","","Due to the high incidence rate of eye diseases, various artificial intelligence (AI) screening systems for retinal eye disorders have been developed at present. This study aimed to evaluate the diagnostic performance and clinical value of an AI-assisted system for large-scale screening of diabetic retinopathy (DR) and other fundus abnormalities in a real-world physical examination population. This retrospective study analyzed 54,353 fundus examination records collected from the local hospital in 2020. An AI-assisted system was used to screen for DR and other retinal abnormalities. Manual interpretation was conducted to validate AI predictions, and data were stratified by comorbidities and systemic risk factors. Approximately 25% of individuals tested positive for fundus lesions. The AI-assisted system demonstrated high diagnostic performance, with a negative predictive value ≥96% and a positive predictive value ≥90%. Common abnormalities detected included retinal vascular sclerosis, drusen, maculopathy, optic cup enlargement, and hemorrhage. Higher positive detection rates were observed in individuals with a history of diabetes, hypertension, high myopia, and other systemic conditions, with detection rates increasing with disease duration. AI-assisted screening offers an effective, scalable approach for early DR detection and can also identify systemic diseases with retinal manifestations. Integration of AI with big data platforms enables timely intervention, especially in underserved areas. Building a multi-institutional DR data platform may revolutionize retinal disease management and improve patient outcomes. This study supports the clinical application of AI in enhancing diagnostic efficiency and targeting high-risk populations for early intervention. ","This study evaluates an AI-assisted system for screening diabetic retinopathy and fundus abnormalities in a large-scale physical examination population, demonstrating high diagnostic performance and identifying systemic diseases with retinal manifestations, particularly in high-risk individuals."
"Cloud-Based Remote Monitoring and Management for Diabetic Patient Healthcare","https://scispace.com/paper/cloud-based-remote-monitoring-and-management-for-diabetic-40vla82di9","2024","Proceedings Article","","T. S
Niranjan D K
Kulala Chetan
Gontla Venkat Sujan
Hothur Shreyaa
Mamidisetti Satya Sai Chakresh","10.1109/icdcot61034.2024.10515439","","The rising frequency of diabetes necessitates advanced technologies for timely monitoring, enabling visionary operation. The proposed methodology introduces a new approach by integrating sensor data collection, cloud-predicated storage, and machine learning models to enhance diabetes monitoring, visualization, and real-time monitoring of patient's health conditions. In the realm of diabetes operation, there exists a critical need for advanced systems that go beyond traditional periodic assessments and enable real-time monitoring of health parameters. The current terrain lacks a comprehensive result that seamlessly integrates sensor-predicated data collection, cloud-predicated storage, and machine learning models to give immediate perceptivity into dynamic physiological changes associated with diabetes. Addressing this gap is imperative to enhance the perfection and promptitude of interventions. In the proposed system non-invasive detectors such as the Pulse detector, TCS 3200, are used to calculate Blood Pressure and glucose levels. The acquired sensor data is transmitted to a cloud-predicated platform and a robust machine-learning model ensures real-time analysis for responsive and reliable monitoring. The approach leverages machine learning models like Random Forest Classifiers to produce a robust model. The objectification of cloud computing enhances scalability, effectiveness, and real-time processing. The study has redounded in the real-time monitoring of data which is visualized and duly studied by a health care professional enabling to monitor and improve the health conditions of a patient.","The proposed system introduces a novel approach for diabetes management by integrating sensor data collection, cloud-predicated storage, and machine learning models to enhance diabetes monitoring, visualization, and real-time monitoring of patient's health conditions."
"Diabetes at a Glance: Assessing AI Strategies for Early Diabetes Detection and Intervention","https://scispace.com/paper/diabetes-at-a-glance-assessing-ai-strategies-for-early-41pf789e6q","2023","Journal Article","","Ban Salman Shukur
Noorayisahbe Mohd Yaacob
Mohamed Doheir","10.58496/mjaih/2023/017","","For the early identification of diabetes, a chronic illness that affects millions of people globally, artificial intelligence (AI) shows enormous promise. AI algorithms can recognize diabetes signs and give patients and healthcare providers early warnings by examining a variety of data sources, such as medical records, patient histories, and lifestyle factors. AI's capacity to evaluate sizable and intricate datasets is one of its main advantages in the diagnosis of diabetes. AI is capable of taking into account a broad range of variables that could lead to diabetes, such as age, BMI, food preferences, physical activity, and genetic predisposition. Artificial intelligence (AI) systems can recognize early indicators of diabetes and forecast the risk of developing the condition by analysing patterns and relationships among these variables. AI can also be applied to customize diabetic care and screening. Healthcare providers can improve patient outcomes and lessen the burden of disease by customizing suggestions and treatment options for each patient. AI can assess a patient's risk of diabetes by looking into their lifestyle choices and medical history. Healthcare providers can focus treatments and preventative actions to lower the chance of illness onset by identifying high-risk individuals can identify early indicators of diabetes by analysing blood glucose levels, demographic data, and lifestyle factors. Because of this, medical practitioners may be able to intervene early on, when the illness is most amenable to treatment systems that can monitor blood glucose levels and examine patient histories to create customized diabetic treatment programs. This can involve individualized prescription schedules, workout programs, and food advice. All things considered, AI has the power to completely transform the way people with diabetes are managed by giving patients and healthcare providers individualized data-driven insights. The use of AI in clinical practice is fraught with difficulties, such as privacy issues and a dearth of standardized data, yet the advantages in identifying and treating diabetes are substantial.","Artificial intelligence has the power to completely transform the way people with diabetes are managed by giving patients and healthcare providers individualized data-driven insights, yet the advantages in identifying and treating diabetes are substantial."
"Diabetes management in the era of artificial intelligence","https://scispace.com/paper/diabetes-management-in-the-era-of-artificial-intelligence-5410u1caxp","2024","Journal Article","Archives of Medical Sciences","Athanasia Papazafiropoulou","10.5114/amsad/183420","","Artificial intelligence is growing quickly, and its application in the global diabetes pandemic has the potential to completely change the way this chronic illness is identified and treated. Machine learning methods have been used to construct algorithms supporting predictive models for the risk of getting diabetes or its complications. Social media and Internet forums also increase patient participation in diabetes care. Diabetes resource usage optimisation has benefited from technological improvements. As a lifestyle therapy intervention, digital therapies have made a name for themselves in the treatment of diabetes. Artificial intelligence will cause a paradigm shift in diabetes care, moving away from current methods and toward the creation of focused, data-driven precision treatment. ","AI-powered diabetes management revolutionizes diabetes care by improving risk prediction, increasing patient participation, optimizing resource usage, and introducing digital therapies."
