"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract"
"Pediatric diabetes prediction using machine learning.","https://scispace.com/paper/41540069","2026","Journal Article","Scientific reports","El-Sayyid El-Bashbishy
El-Bakry","10.1038/s41598-025-24964-y","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12808089/pdf","Diabetes is a chronic condition that affects a substantial portion of the global population and is linked to elevated mortality rates and a range of severe health complications. Despite its clinical importance, progress in diabetes research is often constrained by the limited availability of comprehensive datasets and robust predictive models. To address these challenges, researchers are increasingly turning to big data analytics and machine learning (ML) methodologies. This study presents the development of an ML-based system aimed at predicting the likelihood of diabetes and classifying its various types. A novel dataset, termed Diabetes Types Dataset, was constructed by integrating four heterogeneous dataset sources: paediatrics data from the Mansoura University Children Hospital repository, the Pima Indian Diabetes (PIMA) dataset, the Pone dataset, and a Gestational Diabetes dataset. The classification of diabetes types was approached as a multiclass problem using a suite of supervised ML algorithms, including Artificial Neural Networks (ANN), Logistic Regression, Naive Bayes, Decision Trees, Adaptive Boosting, Random Forests, Gradient Boosting, Support Vector Machines, and K-Nearest Neighbors. Model performance was evaluated using several metrics: Accuracy, Precision, Mean Squared Error, and Area Under the Receiver Operating Characteristic Curve. Among the models tested, the ANN classifier demonstrated the highest accuracy, achieving a peak performance of 99.98%. Further validation was conducted using an external dataset referred to as diabetes_prediction, which confirmed the model's robustness with consistent accuracy. Additionally, the proposed system was applied to a publicly available dataset, diabetes_Dataset, containing 34 features used to predict 12 distinct types of diabetes efficiently. The results suggest that this ML-driven approach can significantly enhance the ability of healthcare professionals to detect and classify diabetes types, thereby supporting early intervention and improved disease management."
"Advancements in Predicting Periodontal Disease Evolution: A Narrative Review of Contemporary Clinical Risk Prediction Systems.","https://scispace.com/paper/41536386","2025","Journal Article","Cureus","Menon
Kurumathur Vasudevan","10.7759/cureus.99164","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12796552/pdf","Periodontal diseases are multifactorial chronic inflammatory disorders characterised by progressive destruction of the tooth-supporting apparatus. Predicting the evolution of these diseases remains a significant clinical challenge because microbial, host, behavioral, and systemic determinants interact to produce substantial inter-individual variability. In recent decades, periodontal care has transitioned from a reactive model toward a preventive, risk-oriented approach supported by structured prediction systems. Various clinical risk assessment tools, including the hexagonal periodontal risk assessment (PRA), modified PRA (MPRA), UniFe/PerioRisk, SmartRisk, DentoRisk, and the Periodontal Risk Calculator (PRC/PreViser), have been designed to quantify and visualise an individual's susceptibility to disease progression. These models integrate multiple parameters such as probing depth, bleeding on probing, bone loss, smoking, diabetes, and host-response markers to generate patient- or tooth-level prognoses. Recent developments have incorporated artificial intelligence-driven algorithms and real-time digital data capture to enhance predictive accuracy and facilitate personalised maintenance strategies. This narrative review critically analyses the evolution, structure, validation evidence, and clinical applicability of major periodontal risk prediction systems and explores future directions for integrating biological, behavioral, and digital determinants to achieve precision periodontics."
"Explainable machine-learning-based cardiovascular disease prediction in patients with hypertension: Algorithm comparison and SHapley Additive exPlanations (SHAP) analysis.","https://scispace.com/paper/41535161","2025","Journal Article","Archives of cardiovascular diseases","Wang","10.1016/j.acvd.2025.09.005","","Cardiovascular disease is a leading cause of morbidity in patients with hypertension. Developing a highly accurate and interpretable prediction model is crucial for facilitating early intervention."
"A foundation model for continuous glucose monitoring data.","https://scispace.com/paper/41535468","2026","Journal Article","Nature","Lutsker
Sapir
Shilo
Merino
Godneva
Greenfield
Samocha-Bonet
Dhir
Gude
Mannor
Meirom
Xing
Chechik
Rossman
Segal","10.1038/s41586-025-09925-9","","Continuous glucose monitoring (CGM) generates detailed temporal profiles of glucose dynamics, but its full potential for achieving glucose homeostasis and predicting long-term outcomes remains underutilized. Here we present GluFormer, a generative foundation model for CGM data trained with self-supervised learning on more than 10 million glucose measurements from 10,812 adults mainly without diabetes"
"Language model-guided anticipation and discovery of mammalian metabolites.","https://scispace.com/paper/41535467","2026","Journal Article","Nature","Qiang
Wang
Lu
Xing
Kim
Mérette
Ayres
Oler
AbuSalim
Roichman
Neinast
Cordova
Lee
Herbst
Gupta
Neff
Hiebert-Giesbrecht
Young
Gautam
Tian
Wang
Röst
Baidwan
Greiner
Chen
Johnston
Foster
Shapiro
Wishart
Rabinowitz
Skinnider","10.1038/s41586-025-09969-x","","Despite decades of study, large parts of the mammalian metabolome remain unexplored"
"AI for screening in healthcare: promise and challenges.","https://scispace.com/paper/41524988","2026","Journal Article","Abdominal radiology (New York)","Saito
Walston
Takita
Mitsuyama
Arita
Ueda","10.1007/s00261-025-05370-4","","Artificial intelligence (AI) is reshaping population screening, yet the translation from laboratory performance to population benefit remains limited. This narrative review describes current uses of AI across major screening pathways. Prospective trials in mammography demonstrate non‑inferior cancer detection with large reductions in radiologist workload. In diabetic retinopathy, the first FDA‑authorized autonomous system extends specialist‑level screening into primary care and improves uptake. During colonoscopy, real‑time computer vision improves adenoma detection without increasing removal of non‑neoplastic tissue. Emerging multimodal approaches, including transformer‑based and large language model-enabled systems, integrate images, clinical variables, and molecular signals and underpin multi‑cancer early detection tests. Despite these gains, three constraints currently limit impact: the base‑rate problem in low‑prevalence cohorts, which magnifies the burden of false positives; limited generalizability and potential bias across institutions and populations; and practical barriers in workflow, regulation, and trust. Opportunities ahead include foundation models pre‑trained on diverse data, uncertainty‑aware ""decision referral,"" federated learning, larger representative datasets, and prospective trials that track interval cancers, stage shift, and cost‑effectiveness. The overarching conclusion is cautious optimism: when validated and invisibly integrated, AI augments physicians, expands access, and improves efficiency; realizing durable public‑health benefits will depend on equity‑focused design, rigorous evaluation, and sustained human oversight."
"Research Code Sharing in Support of Gold Standard Science.","https://scispace.com/paper/41532590","2026","Journal Article","Journal of diabetes science and technology","Klonoff
Espinoza
Mader
Heinemann
Cobelli
Kerr
Kovatchev
Najafi
Prahalad
Zheng
Shao
Scheideman
DuNova
Kohn
Umpierrez
Wong
Abdel Malek
Agus
Ahn
AlSaad
Al-Sofiani
Armstrong
Arnold
Bee
Bequette
Bellazzi
Cengiz
Chase
Chen
Chen
Cichosz
Cinar
Clements
Close
Cuadros
Contreras
Datta
Dhatariya
Doyle
Drincic
Facchinetti
Fleming
Foreman
Gabbay
Gutierrez-Osuna
Healey
Hoang
Jacobs
Kulzer
La Belle
Lee
Lee
Lee
Liepmann
Maahs
Mathioudakis
Meo
Metwally
Misra
Mohan
Moon
Raeder
Rhee
Rhee
Scheinker
Shah
Sheng
Snyder
Sode
Spanakis
Svensson
Vaswani
Vareth
Vehi
Wallia
Waki
Wang
Williams
Wolf
Wong
Yeshiwas
Zilbermint
Shah","10.1177/19322968251391819","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12804059/pdf","Sharing research code in an open access version-controlled repository offers significant benefits for both science as a whole and for individual researchers. In this article, we focus on this practice, which is fully aligned with the NIH's Gold Standard Science (GSS) program as well as FAIR (findable, accessible, interoperable, reusable) and TRUST (transparency, responsibility, user focus, sustainability, technology) principles. Gold Standard Science supports open science by emphasizing transparency, reproducibility, and the use of best practices that enable others to verify and extend research. Pairing a research article's cited data snapshot with a versioned, environment-specific code release, deposited in a companion code repository, ensures that, upon submission to a medical journal, readers and reviewers can directly verify results. An executable and updatable companion code repository complements, rather than replaces, established research data repositories. When code underlying medical research results is made openly available, then other scientists can inspect, run, and validate analyses. These activities enhance reproducibility, which is a core aim of GSS. Shared code also facilitates collaborative innovation by allowing researchers to extend the utility of the code to new datasets and applications. For researchers, code sharing can increase visibility, credibility, and citation impact. Demonstrating transparency through shared executable and updatable code builds trust with journal readers, peer reviewers, funders, and peers. Shared code in an open access repository signals adherence to high standards of scientific integrity and attracts opportunities for collaboration. A researcher who shares code receives recognition as a leader in reproducible, trustworthy research consistent with NIH's GSS principles."
"Economic evaluation of AI-assisted technologies in healthcare: A systematic review.","https://scispace.com/paper/41525195","2025","Journal Article","Journal of food and drug analysis","Wu
Chao
Lin
Huang
Hsieh","10.38212/2224-6614.3570","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12795340/pdf","Artificial intelligence (AI) technologies are increasingly integrated into healthcare, yet their economic value remains uncertain. Traditional economic evaluation methods may not adequately capture the unique features of AI, including dynamic model evolution, scalability, and broader societal impacts. This systematic review synthesized existing evidence on the cost-effectiveness of AI-based healthcare interventions and assessed the methodological rigor of published studies. A comprehensive search identified health economic evaluations of AI applications published between September 2019 and March 2025, following PRISMA and SWiM guidelines and registered in PROSPERO (CRD42025641230). Eligible studies were full economic evaluations comparing AI-based interventions with non-AI alternatives, and data were extracted on study characteristics, analytical methods, decision-analytic models, perspectives, outcomes, and AI-specific costs. Methodological quality was evaluated using the CHEERS checklist. A total of 52 studies from 15 countries were included, most published after 2020, focusing on diabetic retinopathy screening, cancer detection, and cardiovascular disease applications. Cost-utility analysis was the predominant method (79%), followed by cost-effectiveness analysis (15%). Nearly all studies (98%) concluded that AI-based strategies were cost-effective, cost-beneficial, or cost-saving. However, reporting of AI-specific costs was inconsistent, while over 90% of studies detailed expenses such as software licensing, per-test charges, or maintenance fees, some omitted cost information entirely, limiting comparability. Overall, AI-based healthcare interventions are generally reported as cost-effective, but methodological heterogeneity, incomplete cost reporting, and potential publication bias constrain the reliability and comparability of current evidence. Standardized economic evaluation frameworks that incorporate comprehensive cost structures and account for the evolving nature of AI are urgently needed."
"Development of an explainable machine learning model for predicting poststroke anxiety: A multicenter study using Shapley Additive Explanations and nomogram visualization.","https://scispace.com/paper/41522451","2026","Journal Article","Digital health","Lyu
Xie
Li
Hölscher
Shen","10.1177/20552076251412575","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12783586/pdf",""
"Integrative Multi-Omics and Machine Learning Reveal Shared Biomarkers in Type 2 Diabetes and Atherosclerosis.","https://scispace.com/paper/41516018","2025","Journal Article","International journal of molecular sciences","Wu
Wang
Fan
Hao
Chen
Wu
Gao","10.3390/ijms27010136","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12786049/pdf","Atherosclerosis (AS) is a leading cause of death and disability in type 2 diabetes mellitus (T2DM). However, the shared molecular mechanisms linking T2DM and atherosclerosis have not been fully elucidated. We analyzed AS- and T2DM-related gene expression profiles from the Gene Expression Omnibus (GEO) database to identify overlapping differentially expressed genes and co-expression signatures. Functional enrichment (Gene Ontology (GO)/Kyoto Encyclopedia of Genes and Genomes (KEGG)) and protein-protein interaction (PPI) network analyses were then used to describe the pathways and interaction modules associated with these shared signatures, We next applied the cytoHubba algorithm together with several machine learning methods to prioritize hub genes and evaluate their diagnostic potential and combined CIBERSORT-based immune cell infiltration analysis with single-cell RNA sequencing data to examine cell types and the expression patterns of the shared genes in specific cell populations. We identified 72 shared feature genes. Functional enrichment analysis of these genes revealed significant enrichment of inflammatory- and metabolism-related pathways. Three genes-IL1B, MMP9, and P2RY13-emerged as shared hub genes and yielded robust ANN-based predictive performance across datasets. Immune deconvolution and single-cell analyses consistently indicated inflammatory amplification and an imbalance of macrophage polarization in both conditions. Biology mapped to the hubs suggests IL1B drives inflammatory signaling, MMP9 reflects extracellular-matrix remodeling, and P2RY13 implicates cholesterol transport. Collectively, these findings indicate that T2DM and AS converge on immune and inflammatory processes with macrophage dysregulation as a central axis; IL1B, MMP9, and P2RY13 represent potential biomarkers and therapeutic targets and may influence disease progression by regulating macrophage states, supporting translational application to diagnosis and treatment of T2DM-related atherosclerosis. These findings are preliminary. Further experimental and clinical studies are needed to confirm their validity, given the limitations of the present study."
