"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Telemedicine and mHealth System for Complex Management in T1DM and T2DM Patients: Results of 6 Months Study","https://scispace.com/paper/telemedicine-and-mhealth-system-for-complex-management-in-ftuc266fkn","2016","Book Chapter","","Fedor Lehocki
Tomáš Bacigál","10.1007/978-3-319-32703-7_221","","Paper focuses on evaluation of clinical outcomes in management of diabetic patients based on proactive care. Patients were empowered toward self-management through integrated telemedicine system. We used two different patient datasets to evaluate clinical outcomes - dataset A with 95 T1DM (Type 1 diabetes mellitus) and 121 T2DM (Type 2 diabetes) patients and dataset B with 148 T1DM and 218 T2DM patients. The results show significant improvements for both datasets in HbA1c (glycosylated hemoglobin) for T1DM and T2DM patients in 6 month period. Baseline for HbA1c in Dataset A for T1DM patients: 7.55±1.68% versus 7.21±1.59% after six months using telemedicine services (p = 0.003). Baseline for HbA1c for T2DM patients: 6.98±1.55% versus 6.56±1.42% (p = 0). Baseline for HbA1c in Dataset B for T1DM patients: 7.73±1.62% versus 7.38±1.57% after six months using telemedicine services (p = 0). Baseline for HbA1c for T2DM patients: 7.1±1.54% versus 6.77±1.45% (p = 0).","Evaluation of clinical outcomes in management of diabetic patients based on proactive care showed significant improvements for both datasets in HbA1c (glycosylated hemoglobin) for T1DM and T2DM patients in 6 month period."
"Hypoglycemia Prediction Using Machine Learning Models for Patients With Type 2 Diabetes","https://scispace.com/paper/hypoglycemia-prediction-using-machine-learning-models-for-v3fo85q1z3","2015","Journal Article","Journal of diabetes science and technology","Bharath Sudharsan
Malinda Peeples
Mansur Shomali","10.1177/1932296814554260","","Background:Minimizing the occurrence of hypoglycemia in patients with type 2 diabetes is a challenging task since these patients typically check only 1 to 2 self-monitored blood glucose (SMBG) readings per day.Method:We trained a probabilistic model using machine learning algorithms and SMBG values from real patients. Hypoglycemia was defined as a SMBG value < 70 mg/dL. We validated our model using multiple data sets. In addition, we trained a second model, which used patient SMBG values and information about patient medication administration.Results:The optimal number of SMBG values needed by the model was approximately 10 per week. The sensitivity of the model for predicting a hypoglycemia event in the next 24 hours was 92% and the specificity was 70%. In the model that incorporated medication information, the prediction window was for the hour of hypoglycemia, and the specificity improved to 90%.Conclusions:Our machine learning models can predict hypoglycemia events with a high degree of sensitivity an...","This work trained a probabilistic model using machine learning algorithms and SMBG values from real patients to predict hypoglycemia events with a high degree of sensitivity and specificity and validated this model retrospectively and if implemented in real time."
"Computer Vision-Based Carbohydrate Estimation for Type 1 Patients With Diabetes Using Smartphones:","https://scispace.com/paper/computer-vision-based-carbohydrate-estimation-for-type-1-1qd52qf4im","2015","Journal Article","Journal of diabetes science and technology","Marios Anthimopoulos
Joachim Dehais
Sergey Shevchik
Botwey H. Ransford
David L. Duke
Peter Diem
Stavroula Mougiakakou","10.1177/1932296815580159","","Background: Individuals with type 1 diabetes (T1D) have to count the carbohydrates (CHOs) of their meal to estimate the prandial insulin dose needed to compensate for the meal’s effect on blood glucose levels. CHO counting is very challenging but also crucial, since an error of 20 grams can substantially impair postprandial control. Method: The GoCARB system is a smartphone application designed to support T1D patients with CHO counting of nonpacked foods. In a typical scenario, the user places a reference card next to the dish and acquires 2 images with his/her smartphone. From these images, the plate is detected and the different food items on the plate are automatically segmented and recognized, while their 3D shape is reconstructed. Finally, the food volumes are calculated and the CHO content is estimated by combining the previous results and using the USDA nutritional database. Results: To evaluate the proposed system, a set of 24 multi-food dishes was used. For each dish, 3 pairs of images were taken and for each pair, the system was applied 4 times. The mean absolute percentage error in CHO estimation was 10 ± 12%, which led to a mean absolute error of 6 ± 8 CHO grams for normal-sized dishes. Conclusion: The laboratory experiments demonstrated the feasibility of the GoCARB prototype system since the error was below the initial goal of 20 grams. However, further improvements and evaluation are needed prior launching a system able to meet the inter- and intracultural eating habits.","The laboratory experiments demonstrated the feasibility of the GoCARB prototype system since the error was below the initial goal of 20 grams, however, further improvements and evaluation are needed prior launching a system able to meet the inter- and intracultural eating habits."
"The use of reinforcement learning algorithms to meet the challenges of an artificial pancreas.","https://scispace.com/paper/the-use-of-reinforcement-learning-algorithms-to-meet-the-3uw59rqnva","2013","Journal Article","Expert Review of Medical Devices","Melanie K. Bothe
Luke Dickens
Katrin Reichel
Arn Tellmann
Björn Ellger
Martin Westphal
A. Aldo Faisal","10.1586/17434440.2013.827515","","Blood glucose control, for example, in diabetes mellitus or severe illness, requires strict adherence to a protocol of food, insulin administration and exercise personalized to each patient. An artificial pancreas for automated treatment could boost quality of glucose control and patients' independence. The components required for an artificial pancreas are: i) continuous glucose monitoring (CGM), ii) smart controllers and iii) insulin pumps delivering the optimal amount of insulin. In recent years, medical devices for CGM and insulin administration have undergone rapid progression and are now commercially available. Yet, clinically available devices still require regular patients' or caregivers' attention as they operate in open-loop control with frequent user intervention. Dosage-calculating algorithms are currently being studied in intensive care patients [1] , for short overnight control to supplement conventional insulin delivery [2] , and for short periods where patients rest and follow a prescribed food regime [3] . Fully automated algorithms that can respond to the varying activity levels seen in outpatients, with unpredictable and unreported food intake, and which provide the necessary personalized control for individuals is currently beyond the state-of-the-art. Here, we review and discuss reinforcement learning algorithms, controlling insulin in a closed-loop to provide individual insulin dosing regimens that are reactive to the immediate needs of the patient.","Reinforcement learning algorithms are reviewed and discussed, controlling insulin in a closed-loop to provide individual insulin dosing regimens that are reactive to the immediate needs of the patient."
"A discrete-time recurrent neurofuzzy network for black-box modeling of insulin dynamics in diabetic type-1 patients.","https://scispace.com/paper/a-discrete-time-recurrent-neurofuzzy-network-for-black-box-2tx797kzyr","2010","Book Chapter","International Journal of Neural Systems","Marcos A. Gonzalez-Olvera
Ana Gabriela Gallardo-Hernández
Yu Tang
Maria Cristina Revilla-Monsalve
Sergio Islas-Andrade","10.1142/S0129065710002322","","Diabetic Type-1 patients have no pancreatic insulin secretion, and an insulin therapy is prescribed for them to regulate glucose absorption. There are several self monitoring devices for glucose, but not for insulin, which must be known and kept within certain limits to avoid damages to the body. Currently, it is possible to obtain real-time glucose measurements, so control schemes can be designed to control the glucose level using the insulin rate injected to the patient. In this work we present a black-box modeling of the insulin dynamics in different in silico patients using a recurrent neural network that could be used for on-line monitoring of the insulin concentration for a better treatment. The inputs for the identification is the rate of insulin (μU/dl/min) applied to the patient, and blood glucose concentration. The output is insulin concentration (μU/ml) present in the blood stream. The model is validated through numerical simulations.","This work presents a black-box modeling of the insulin dynamics in different in silico patients using a recurrent neural network that could be used for on-line monitoring of the diabetes patients' insulin concentration for a better treatment."
"Neuro-fuzzy based glucose prediction model for patients with Type 1 diabetes mellitus","https://scispace.com/paper/neuro-fuzzy-based-glucose-prediction-model-for-patients-with-4efg9mbd8z","2014","Proceedings Article","Biomedical and Health Informatics","Konstantia Zarkogianni
Konstantinos Mitsis
Maria Teresa Arredondo
Giuseppe Fico
Alessio Fioravanti
Konstantina S. Nikita","10.1109/BHI.2014.6864351","","This paper presents the design, the development and the evaluation of a personalized glucose prediction model for patients with Type 1 Diabetes Mellitus (T1DM). The personalized model is based on neuro-fuzzy techniques in order to capture the metabolic behavior of a patient with T1DM. Moreover, wavelets are applied as activation functions in order to enhance the prediction performance and avoid local minimum during training stage. The model receives as input, data from sensors which record in real time glucose levels and physical activity, and provides with future glucose levels. The proposed model is evaluated using data from the medical records of 6 patients with T1DM for the time being on CGMSs and physical activity sensors. The obtained results demonstrate the ability of the proposed model to capture the metabolic behavior of a patient with T1DM and to handle intra- and inter-patient variability.","The obtained results demonstrate the ability of the proposed model to capture the metabolic behavior of a patient with T1DM and to handle intra- and inter-patient variability."
"A Neural-Network-Based Approach to Personalize Insulin Bolus Calculation Using Continuous Glucose Monitoring.","https://scispace.com/paper/a-neural-network-based-approach-to-personalize-insulin-bolus-8l3bnfju5s","2018","Journal Article","Journal of diabetes science and technology","Giacomo Cappon
Martina Vettoretti
Francesca Marturano
Andrea Facchinetti
Giovanni Sparacino","10.1177/1932296818759558","","Background:In type 1 diabetes (T1D) therapy, the calculation of the meal insulin bolus is performed according to a standard formula (SF) exploiting carbohydrate intake, carbohydrate-to-insulin ratio, correction factor, insulin on board, and target glucose. Recently, some approaches were proposed to account for preprandial glucose rate of change (ROC) in the SF, including those by Scheiner and by Pettus and Edelman. Here, the aim is to develop a new approach, based on neural networks (NN), to optimize and personalize the bolus calculation using continuous glucose monitoring information and some easily accessible patient parameters.Method:The UVa/Padova T1D Simulator was used to simulate data of 100 virtual adults in a single-meal noise-free scenario with different conditions in terms of meal amount and preprandial blood glucose and ROC values. An NN was trained to learn the optimal insulin dose using the SF parameters, ROC, body weight, insulin pump basal infusion rate and insulin sensitivity as features. ...","This preliminary study showed the potentiality of using NNs for the personalization and optimization of the meal insulin bolus calculation using continuous glucose monitoring information and some easily accessible patient parameters."
"Non-linear dynamic modeling of glucose in type 1 diabetes with kernel adaptive filters","https://scispace.com/paper/non-linear-dynamic-modeling-of-glucose-in-type-1-diabetes-4t9t0lc4qx","2016","Proceedings Article","International Conference of the IEEE Engineering in Medicine and Biology Society","Eleni I. Georga
Jose C. Principe
Demosthenes Polyzos
Dimitrios I. Fotiadis","10.1109/EMBC.2016.7592070","","We propose a non-linear recursive solution to the problem of short-term prediction of glucose in type 1 diabetes. The Fixed Budget Quantized Kernel Least Mean Square (QKLMS-FB) algorithm is employed to construct a univariate model of subcutaneous glucose concentration, which: (i) handles nonlinearities by transforming the input space into a high-dimensional Reproducing Kernel Hilbert Space and, (ii) finds a sparse solution by retaining a representative subset of the training input vectors. The dataset comes from the continuous multi-day recordings of 15 type 1 patients in free-living conditions. QKLMS-FB produces an average root mean squared error of 18.66±3.19 mg/dl for a prediction horizon of 30 min with 82.04% of hypoglycemic readings and 93.30% of hyperglycemic ones being classified as clinically accurate or with benign errors. The effect of the prediction horizon is more evident in the hypoglycemic range.","The Fixed Budget Quantized Kernel Least Mean Square (QKLMS-FB) algorithm is employed to construct a univariate model of subcutaneous glucose concentration, which handles nonlinearities by transforming the input space into a high-dimensional Reproducing Kernel Hilbert Space and finds a sparse solution by retaining a representative subset of the training input vectors."
"An interpretable rule-based diagnostic classification of diabetic nephropathy among type 2 diabetes patients","https://scispace.com/paper/an-interpretable-rule-based-diagnostic-classification-of-2egokj50mp","2015","Journal Article","BMC Bioinformatics","Guan-Mau Huang
Kai-Yao Huang
Tzong-Yi Lee
Julia Tzu-Ya Weng","10.1186/1471-2105-16-S1-S5","","The prevalence of type 2 diabetes is increasing at an alarming rate. Various complications are associated with type 2 diabetes, with diabetic nephropathy being the leading cause of renal failure among diabetics. Often, when patients are diagnosed with diabetic nephropathy, their renal functions have already been significantly damaged. Therefore, a risk prediction tool may be beneficial for the implementation of early treatment and prevention. In the present study, we developed a decision tree-based model integrating genetic and clinical features in a gender-specific classification for the identification of diabetic nephropathy among type 2 diabetic patients. Clinical and genotyping data were obtained from a previous genetic association study involving 345 type 2 diabetic patients (185 with diabetic nephropathy and 160 without diabetic nephropathy). Using a five-fold cross-validation approach, the performance of using clinical or genetic features alone in various classifiers (decision tree, random forest, Naive Bayes, and support vector machine) was compared with that of utilizing a combination of attributes. The inclusion of genetic features and the implementation of an additional gender-based rule yielded better classification results. The current model supports the notion that genes and gender are contributing factors of diabetic nephropathy. Further refinement of the proposed approach has the potential to facilitate the early identification of diabetic nephropathy and the development of more efficient treatment in a clinical setting.","A decision tree-based model integrating genetic and clinical features in a gender-specific classification for the identification of diabetic nephropathy among type 2 diabetic patients supports the notion that genes and gender are contributing factors of diabetic neutropathy."
"Realization of a service for the long-term risk assessment of diabetes-related complications","https://scispace.com/paper/realization-of-a-service-for-the-long-term-risk-assessment-4mnzwu8cox","2015","Journal Article","Journal of Diabetes and Its Complications","Vincenzo Lagani
Franco Chiarugi
Dimitris Manousos
Vivek Verma
Joanna Fursse
Kostas Marias
Ioannis Tsamardinos
Ioannis Tsamardinos","10.1016/J.JDIACOMP.2015.03.011","","Aim We present a computerized system for the assessment of the long-term risk of developing diabetes-related complications. Methods The core of the system consists of a set of predictive models, developed through a data-mining/machine-learning approach, which are able to evaluate individual patient profiles and provide personalized risk assessments. Missing data is a common issue in (electronic) patient records, thus the models are paired with a module for the intelligent management of missing information. Results The system has been deployed and made publicly available as Web service, and it has been fully integrated within the diabetes-management platform developed by the European project REACTION. Preliminary usability tests showed that the clinicians judged the models useful for risk assessment and for communicating the risk to the patient. Furthermore, the system performs as well as the United Kingdom Prospective Diabetes Study (UKPDS) Risk Engine when both systems are tested on an independent cohort of UK diabetes patients. Conclusions Our work provides a working example of risk-stratification tool that is (a) specific for diabetes patients, (b) able to handle several different diabetes related complications, (c) performing as well as the widely known UKPDS Risk Engine on an external validation cohort.","This work provides a working example of risk-stratification tool that is specific for diabetes patients, able to handle several different diabetes related complications, and performing as well as the widely known UKPDS Risk Engine on an external validation cohort."
"A hybrid Decision Support System for the risk assessment of retinopathy development as a long term complication of Type 1 Diabetes Mellitus","https://scispace.com/paper/a-hybrid-decision-support-system-for-the-risk-assessment-of-4mlvv9f6y9","2010","Proceedings Article","International Conference of the IEEE Engineering in Medicine and Biology Society","Marios Skevofilakas
Konstantia Zarkogianni
Basil G. Karamanos
Konstantina S. Nikita","10.1109/IEMBS.2010.5626245","","The aim of the present study is to design and develop a Decision Support System (DSS) closely coupled with an Electronic Medical Record (EMR), able to predict the risk of a Type 1 Diabetes Mellitus (T1DM) patient to develop retinopathy. The proposed system is able to store a wealth of information regarding the clinical state of the T1DM patient and continuously provide the health experts with predictions regarding the possible future complications that he may present. The DSS is a hybrid infrastructure combining a Feedforward Neural Network (FNN), a Classification and Regression Tree (CART) and a Rule Induction C5.0 classifier, with an improved Hybrid Wavelet Neural Network (iHWNN). A voting mechanism is utilized to merge the results from the four classification models. The proposed DSS has been trained and evaluated using data from 55 T1DM patients, acquired by the Athens Hippokration Hospital in close collaboration with the EURODIAB research team. The DSS has shown an excellent performance resulting in an accuracy of 98%. Care has been taken to design and implement a consistent and continuously evolving Information Technology (IT) system by utilizing technologies such as smart agents periodically triggered to retrain the DSS with new cases added in the data repository.","Care has been taken to design and implement a consistent and continuously evolving Information Technology (IT) system by utilizing technologies such as smart agents periodically triggered to retrain the DSS with new cases added in the data repository."
"Automatic messaging for improving patients engagement in diabetes management: an exploratory study","https://scispace.com/paper/automatic-messaging-for-improving-patients-engagement-in-171rg2izt6","2015","Journal Article","Medical & Biological Engineering & Computing","Alessio Fioravanti
Giuseppe Fico
Dario Salvi
Rebeca I. García-Betances
Maria Teresa Arredondo","10.1007/S11517-014-1237-8","","Mobile health systems aiming to promote adherence may cost-effectively improve the self-management of chronic diseases like diabetes, enhancing the compliance to the medical prescription, encouraging and stimulating patients to adopt healthy life styles and promoting empowerment. This paper presents a strategy for m-health applications in diabetes self-management that is based on automatic generation of feedback messages. A feedback assistant, representing the core of architecture, delivers dynamic and automatically updated text messages set up on clinical guideline and patient’s lifestyle. Based on this strategy, an m-health adherence system was designed, developed and tested in a small-scale exploratory study with T1DM and T2DM patients. The results indicate that the system could be feasible and well accepted and that its usage increased along with adherence to prescriptions during the 4 weeks of the study. A more extensive research is pending to corroborate these outcomes and to establish a clear benefit of the proposed solution.","A strategy for m-health applications in diabetes self-management that is based on automatic generation of feedback messages, designed, developed and tested and indicates that the system could be feasible and well accepted and that its usage increased along with adherence to prescriptions during the 4 weeks of the study."
"Enhancing automatic closed-loop glucose control in type 1 diabetes with an adaptive meal bolus calculator - in silico evaluation under intra-day variability.","https://scispace.com/paper/enhancing-automatic-closed-loop-glucose-control-in-type-1-2kqpx3g7x3","2017","Journal Article","Computer Methods and Programs in Biomedicine","Pau Herrero
Jorge Bondia
Oloruntoba Adewuyi
Peter Pesl
Mohamed El-Sharkawy
Monika Reddy
Chris Toumazou
Nick Oliver
Pantelis Georgiou","10.1016/J.CMPB.2017.05.010","","","Using an adaptive meal bolus calculator within a closed-loop control system has the potential to improve glycemic control in type 1 diabetes when compared to its non-adaptive counterpart."
