"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract"
"AI in the Shadows: Unveiling the Strengths and Blind Spots of Medios AI Retinal Screening in Cancer Care.","https://scispace.com/paper/41531643","2025","Journal Article","Cureus","Das
Chawla
Lomi
Grover
Narayan","10.7759/cureus.99002","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12791174/pdf","Introduction Artificial intelligence (AI) is increasingly being integrated into ophthalmic diagnostics, offering potential for efficient screening of common retinal diseases. The Medios AI system by Remidio (Singapore, Singapore), designed for use with a smartphone-based fundus camera, claims to detect diabetic retinopathy (DR), age-related macular degeneration (ARMD), and glaucoma. However, its performance in complex clinical settings such as ocular oncology remains underexplored. This study aims to evaluate both the diagnostic capabilities and limitations of the Medios AI system when applied to a diverse cohort of oncology patients. Materials and methods An observational study was conducted over three months in an ocular oncology clinic. Ninety-eight cancer patients (196 eyes) underwent fundus photography using the Remidio smartphone-based fundus imaging system. The images were analyzed using the Medios AI algorithm. AI-generated findings were compared with clinical evaluations by an experienced ophthalmologist to identify diagnostic concordance and discrepancies. Additional attention was paid to the system's imaging capabilities, including its ability to capture wide-field or montage images. Result The AI system accurately identified glaucomatous cupping in three patients, flagged two cases of DR, and detected signs of ARMD in two patients-all consistent with clinical examination. However, eight patients with leukemic retinopathy were incorrectly flagged as having DR, revealing a lack of specificity in distinguishing vascular retinal pathologies. The system also failed to detect optic atrophy, a critical neuro-ophthalmic finding in oncology patients. A technical limitation was also noted: the inability of the Remidio system to generate montage or wide-field images, restricting visualization of the peripheral retina. Conclusion While the Medios AI system demonstrates promise in identifying common retinal pathologies such as DR, ARMD, and glaucoma, its limitations are significant in the oncology context. The inability to distinguish similar hemorrhagic retinopathies, failure to detect optic nerve atrophy, and lack of wide-field imaging capabilities underscore the need for cautious implementation. Integration of AI tools must be accompanied by expert clinical oversight, especially in specialized settings where retinal presentations are complex and atypical."
"Automated method for quantitative analysis of iris fluorescein angiography based on machine learning.","https://scispace.com/paper/41522026","2026","Journal Article","Quantitative imaging in medicine and surgery","Zhu
Sun
Han
Chen
Western
Zhang","10.21037/qims-2025-480","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12780619/pdf","Diabetic retinopathy is a leading cause of vision impairment, often progressing to neovascular glaucoma. Early detection of neovascularisation of the iris (NVI) is crucial for timely intervention. Traditional diagnostic methods, such as slit-lamp examination, have limitations in identifying early-stage NVI. This study presents a deep learning-based automated approach for analysing iris fluorescein angiography (IFA) images to detect and quantify peripupillary leakage, a key indicator of NVI."
"Quantitative evaluation of retinal vascular morphology based on the human visual bionic mechanism for the evaluation of diabetic retinopathy onset.","https://scispace.com/paper/41506538","2026","Journal Article","Microvascular research","Xu
Wu
Ling
Dong
Ke
Lu
Ye
Song
Zou","10.1016/j.mvr.2026.104901","","A limited amount of diabetic retinopathy (DR) development can be explained by traditional risk factors. This study aimed to determine the association of artificial intelligence (AI)-assisted retinal vasculature measurement parameters with DR onset in adults with type 2 diabetes."
"Emerging Oculomic Signatures: Linking Thickness of Entire Retinal Layers with Plasma Biomarkers in Preclinical Alzheimer's Disease.","https://scispace.com/paper/41517524","2025","Journal Article","Journal of clinical medicine","Abboud
Xu
Xu
Alhasany
Wang
Wu
Astraea
Jiang
Hu
Chan","10.3390/jcm15010275","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12786561/pdf",""
"Automated retinal disease classification using deep learning and AlexNet with statistical models analysis.","https://scispace.com/paper/41494023","2026","Journal Article","PloS one","Elkenawy
Khodadadi
Gaber
Khodadadi
Alhussan
Khafaga
Eid","10.1371/journal.pone.0338415","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12774357/pdf","Diabetic Retinopathy, Cataract, and Glaucoma are major retinal diseases that require early detection to prevent irreversible vision loss. This study proposes a deep learning-based framework for the automated classification of retinal images into four categories: Normal, Diabetic Retinopathy, Cataract, and Glaucoma. The dataset was compiled from publicly available retinal imaging databases, including IDRiD and HRF. Four convolutional neural network architectures-EfficientNet-B0, EfficientNet-B7, a build-from-scratch model, and AlexNet-were evaluated using multiple performance metrics. Among these, AlexNet achieved the highest overall performance, attaining an accuracy of 93.65%, sensitivity of 94.39%, specificity of 98.05%, PPV of 93.65%, NPV of 97.95%, and an F1-score of 93.74%. EfficientNet-B7 followed with an accuracy of 92.82%, confirming the strength of transfer learning in retinal feature extraction. A five-fold cross-validation further validated AlexNet's robustness, yielding a mean R2 of 0.8891 with low variance, indicating consistent generalization across folds. Computational efficiency analysis showed that AlexNet achieved high diagnostic accuracy with a moderate processing time of approximately 14 minutes. Model interpretability using SHapley Additive exPlanations (SHAP) revealed that AlexNet highlighted clinically relevant retinal regions, such as the optic disc and macula, thereby enhancing transparency and clinical trust. In summary, the proposed framework demonstrates that interpretable deep learning models can deliver accurate, consistent, and explainable retinal disease classification, offering a foundation for real-time, AI-assisted ophthalmic screening systems."
"Applicability study of AI attribution methods for ophthalmic image classification.","https://scispace.com/paper/41491079","2026","Journal Article","Scientific reports","Yavari
Schmoll
Leitgeb
Huber
Stino
Pollreisz
Drexler
Schlegl","10.1038/s41598-025-33120-5","","Optical coherence tomography (OCT) enables early detection of vision-threatening diabetic retinopathy (DR) and retinal fluid accumulation, both major complications of diabetes. Despite high classification performance, deep learning models face limited clinical adoption due to poor interpretability. While attribution methods are effective for explaining predictions in the natural image domain, their applicability to medical imaging remains underexplored. To bridge this gap, our work explores how well these strong results transfer to the medical imaging domain. This study evaluates three cutting-edge attribution methods- DeepLIFT, AGI, and AttEXplore -for explaining predictions of a VGG16-based deep learning model in DR classification using widefield OCTA en face images and fluid detection in OCT B-scans. We assess attribution methods' ability to highlight clinically relevant regions using quantitative (insertion and deletion scores) and qualitative (heatmap visual analysis) measures. Although the VGG16 model achieves high classification accuracy (94% for DR and 98% for fluid), attribution methods yield markedly different qualitative results due to variations in underlying assumptions and hyperparameter sensitivity. Additionally, high insertion or low deletion scores do not necessarily correlate with clinically meaningful visual attributions. In particular, insertion- and deletion-based behaviour can be more informative in pathological cases, where localized lesions can drive predictions, but tends to be less informative in normal cases, where confirming the absence of pathology requires global contextual evidence. Comparing the three approaches, we find that AGI and AttEXplore achieve similarly strong quantitative performance, whereas AttEXplore more consistently highlights clinically meaningful structures in pathological cases than AGI and DeepLIFT, making it the preferred option in our DR and fluid detection settings. However, our results also show that in any potential clinical usage, all three methods must be interpreted alongside clinical expertise, and even the result of the best-performing attribution approach cannot serve as an automatic proxy for clinical relevance. This study provides critical insights into challenges of applying attribution methods to medical imaging, using ophthalmic data, laying a foundation for improving transparency and trust in AI-assisted diagnostics."
"Gut microbiome profiles and associated functional pathways are linked to Mediterranean diet adherence and blood glucose control in adults with type 1 diabetes mellitus.","https://scispace.com/paper/41484024","2025","Journal Article","Nutrition, metabolism, and cardiovascular diseases : NMCD","Abuqwider
Pasolli
Scidà
Corrado
Vitale
De Filippis
Ercolini
Annuzzi
Rivellese
Bozzetto","10.1016/j.numecd.2025.104487","","The Mediterranean diet (MD) has been associated with better glycaemic control in children with type 1 diabetes mellitus (T1DM) and favourable microbiome profiles in healthy individuals. However, it remains unclear whether MD adherence is associated with glycaemic control via microbiome. This study examined the relationships among MD adherence, gut microbiome, and glycaemic control in adults with T1DM and assessed the microbiome's ability to predict clinical and dietary outcomes."
"Classification of Choroidal Neovascularization and Diabetic Macular Edema Based on Feature Extraction from Optical Coherence Tomography Images.","https://scispace.com/paper/41479092","2026","Journal Article","Advances in experimental medicine and biology","Bitzanakis
Vrahatis","10.1007/978-3-032-03402-1_30","","Optical coherence tomography (OCT) is a widely used imaging modality for diagnosing and monitoring macular diseases, including diabetic macular edema (DME) and choroidal neovascularization (CNV), both of which can cause severe visual impairment. Clinicians rely on various OCT biomarkers to identify these conditions. An algorithm was developed in Python to extract biomarker-associated features from OCT images and applied to a pre-labeled dataset containing normal, DME, and CNV images. Distribution analysis confirmed that the extracted features aligned with the existing literature. Using these features, LightGBM classified the OCT images, achieving 91% accuracy and 98% area under the receiver operating characteristic curve. Based on these promising results, this algorithm could contribute to the development of more advanced feature extraction methodologies for the diagnosis of macular diseases using traditional machine learning approaches. Such algorithms could potentially be integrated into automated patient screening systems."
"Digital twin paradigm in diabetes prediction and management.","https://scispace.com/paper/41475525","2026","Journal Article","Diabetes research and clinical practice","Olawade
Owhonda
Alabi
Egbon
Ayo Daniel
Bello","10.1016/j.diabres.2025.113075","","Traditional diabetes management employs reactive strategies with therapeutic adjustments after adverse glycaemic events rather than proactive prevention, resulting in suboptimal control and increased complications. Digital twin (DT) technology creates virtual replicas through computational modelling and real time data integration as a transformative approach. However, questions remain regarding clinical validation, implementation feasibility, and generalisability. This review examines current applications, challenges, and future potential of digital twin technology in diabetes prediction and management. PubMed, Scopus, Web of Science, and IEEE Xplore databases were searched for peer reviewed articles (2015-2024) on DT applications in diabetes care, predictive modelling, and therapeutic optimisation. Critical synthesis compared methodological approaches, performance metrics, and implementation challenges. DT demonstrate variable but promising potential through glucose prediction, personalised insulin dosing, dietary optimisation, and complication risk assessment, integrating continuous glucose monitoring, wearable sensors, and machine learning algorithms. Evidence quality varies substantially, with most studies representing proof-of-concept or pilot implementations. Implementation faces data privacy concerns, validation requirements, and integration complexities. Critical gaps exist in long-term effectiveness, algorithmic bias mitigation, and generalisability to underserved populations. DT technology represents an evolving paradigm towards precision diabetes care. However, rigorous clinical validation, addressing equity concerns, and establishing sustainable implementation frameworks remain essential for widespread adoption."
"Hyperglycemia in Critically Ill Patients: Current Approaches and Management Strategies.","https://scispace.com/paper/41482394","2026","Journal Article","In vivo (Athens, Greece)","Daina
Vesa
Ghitea
Iova
Bonțea
László
Daina","10.21873/invivo.14223","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12764272/pdf","Hyperglycemia is frequently encountered in critically ill patients and is associated with adverse outcomes, including increased morbidity and mortality. It may be pre-existing due to diabetes mellitus or develop during hospitalization as stress hyperglycemia. This review aims to raise awareness among medical staff regarding the implications of hyperglycemia in critically ill patients, its pathophysiology, monitoring techniques, and current treatment protocols. Therefore, evidence from the international literature is analyzed, with specialized journals serving as reference points, focusing on the impact of glycemic variability, individualized patient management, and emerging technologies such as artificial intelligence-driven biosensors for glucose monitoring. Hyperglycemia is defined as a blood glucose level exceeding 7.0 mmol/l (125 mg/dl) before admission or surpassing 10.0 mmol/l (180 mg/dl) two hours postprandial. Monitoring can be conducted using arterial or capillary blood, continuous glucose monitoring systems, or artificial intelligence-enhanced biosensors. Regardless of their diabetic status, patients present unique clinical features. Those with pre-existing diabetes may experience hypoglycemia, diabetic ketoacidosis, hyperosmolar hyperglycemic state, electrolyte imbalances, and dehydration, necessitating meticulous monitoring and intervention. Special attention must be given to glycemic variability, maintaining levels between 3.8 and 10.0 mmol/l (70-180 mg/dl), and timely interventions to prevent complications. Current treatment protocols prioritize intravenous insulin infusion based on multiple clinical studies on hyperglycemic intensive care unit (ICU) patients. To minimize complications, maintaining glucose levels between 6.1 and 10.0 mmol/l (110-180 mg/dl) is recommended, balancing the risk of hypoglycemia. Hyperglycemia negatively impacts mortality due to systemic damage and the delayed detection of glucose dysregulation. This review underscores the necessity of personalized glycemic control strategies to improve patient outcomes in ICUs."
