"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"Application of artificial intelligence for classification, segmentation, early detection, early diagnosis, and grading of diabetic retinopathy from fundus retinal images: a …","https://scispace.com/paper/WqdzNm_ADdEJ","","","","G Rajarajeshwari
GC Selvi","","https://ieeexplore.ieee.org/iel8/6287639/6514899/10749807.pdf","… This review paper aims to perform the comprehensive analysis regarding the present status of research and developments in the field of DR using AI … This review article presents how AI …",""
"Artificial intelligence screening for diabetic retinopathy: the real-world emerging application","https://scispace.com/paper/artificial-intelligence-screening-for-diabetic-retinopathy-392i1qfnce","2019","Journal Article","Current Diabetes Reports","Valentina Bellemo
Gilbert Lim
Tyler Hyungtaek Rim
Gavin Tan
Carol Y. Cheung
Srinivas R. Sadda
Mingguang He
Adnan Tufail
Mong Li Lee
Wynne Hsu
Daniel Shu Wei Ting","10.1007/S11892-019-1189-3","https://www.academia.edu/download/86482077/s11892-019-1189-320220526-1-8cwmge.pdf","… of Review This paper systematically reviews the recent progress in diabetic retinopathy … knowledge of emerging techniques using artificial intelligence integration in national screening …","This paper systematically reviews the recent progress in diabetic retinopathy screening. It provides an integrated overview of the current state of knowledge of emerging techniques using artificial intelligence integration in national screening programs around the world. Existing methodological approaches and research insights are evaluated. An understanding of existing gaps and future directions is created. Over the past decades, artificial intelligence has emerged into the scientific consciousness with breakthroughs that are sparking increasing interest among computer science and medical communities. Specifically, machine learning and deep learning (a subtype of machine learning) applications of artificial intelligence are spreading into areas that previously were thought to be only the purview of humans, and a number of applications in ophthalmology field have been explored. Multiple studies all around the world have demonstrated that such systems can behave on par with clinical experts with robust diagnostic performance in diabetic retinopathy diagnosis. However, only few tools have been evaluated in clinical prospective studies. Given the rapid and impressive progress of artificial intelligence technologies, the implementation of deep learning systems into routinely practiced diabetic retinopathy screening could represent a cost-effective alternative to help reduce the incidence of preventable blindness around the world."
"Artificial intelligence in personalized medicine for diabetes mellitus: a narrative review","https://scispace.com/paper/artificial-intelligence-in-personalized-medicine-for-sm5rdfu2787p","2025","Journal Article","Cureus","Kaushik Ghosh
Swarniv Chandra
Sonali Ghosh
Uday Sankar Ghosh","10.7759/cureus.91520","https://www.cureus.com/articles/384985-artificial-intelligence-in-personalized-medicine-for-diabetes-mellitus-a-narrative-review.pdf","… the role of artificial intelligence (AI)initiated precision medicine in optimizing type 2 diabetes mellitus management in the Indian population. An exhaustive review of AI-based platforms …",""
"Artificial intelligence: the future for diabetes care","https://scispace.com/paper/artificial-intelligence-the-future-for-diabetes-care-4g9n6o2roa","2020","Journal Article","The American Journal of Medicine","Samer Ellahham","10.1016/J.AMJMED.2020.03.033","https://www.binasss.sa.cr/medint/ART07.pdf","… this review is to provide an overview of the scope and utility of AI in … AI-assisted care for the effective management of diabetes. AI can influence and improve 3 main domains of diabetes …",""
"Artificial intelligence in diabetic retinopathy: A natural step to the future","https://scispace.com/paper/artificial-intelligence-in-diabetic-retinopathy-a-natural-1532urvlet","2019","Journal Article","Indian Journal of Ophthalmology","Srikanta Kumar Padhy
Brijesh Takkar
Rohan Chawla
Atul Kumar","10.4103/IJO.IJO_1989_18","https://journals.lww.com/ijo/_layouts/15/oaks.journals/downloadpdf.aspx?an=02223307-201967070-00006","… In this review we discuss the current status of use of artificial intelligence in diabetic retinopathy … Healthcare affordability, quality, and accessibility can be amplified using this technology. …","Use of artificial intelligence in medicine in an evolving technology which holds promise for mass screening and perhaps may even help in establishing an accurate diagnosis. The ability of complex computing is to perform pattern recognition by creating complex relationships based on input data and then comparing it with performance standards is a big step. Diabetic retinopathy is an ever-increasing problem. Early screening and timely treatment of the same can reduce the burden of sight threatening retinopathy. Any tool which can aid in quick screening of this disorder and minimize requirement of trained human resource for the same would probably be a boon for patients and ophthalmologists. In this review we discuss the current status of use of artificial intelligence in diabetic retinopathy and few other common retinal disorders."
"Pivotal evaluation of an artificial intelligence system for autonomous detection of referrable and vision-threatening diabetic retinopathy","https://scispace.com/paper/pivotal-evaluation-of-an-artificial-intelligence-system-for-221artnqc7","2021","","","Eli Ipp
David R. Liljenquist
Bruce W. Bode
Viral N. Shah
Steven Silverstein
Carl D. Regillo
Jennifer I. Lim
Srinivas R. Sadda
Amitha Domalpally
Gerry Gray
Malavika Bhaskaranand
Chaithanya Ramachandra
Kaushal Solanki","10.1001/JAMANETWORKOPEN.2021.34254","https://jamanetwork.com/journals/jamanetworkopen/articlepdf/2786132/ipp_2021_oi_210963_1640018942.63678.pdf","… review or a prescreening questionnaire including diagnosis of diabetes for 10 or more years, type 2 diabetes … for 3 or more years, diagnosis of diabetes for 5 or more years with no prior …","Importance Diabetic retinopathy (DR) is a leading cause of blindness in adults worldwide. Early detection and intervention can prevent blindness; however, many patients do not receive their recommended annual diabetic eye examinations, primarily owing to limited access. Objective To evaluate the safety and accuracy of an artificial intelligence (AI) system (the EyeArt Automated DR Detection System, version 2.1.0) in detecting both more-than-mild diabetic retinopathy (mtmDR) and vision-threatening diabetic retinopathy (vtDR). Design, Setting, and Participants A prospective multicenter cross-sectional diagnostic study was preregistered (NCT03112005) and conducted from April 17, 2017, to May 30, 2018. A total of 942 individuals aged 18 years or older who had diabetes gave consent to participate at 15 primary care and eye care facilities. Data analysis was performed from February 14 to July 10, 2019. Interventions Retinal imaging for the autonomous AI system and Early Treatment Diabetic Retinopathy Study (ETDRS) reference standard determination. Main Outcomes and Measures Primary outcome measures included the sensitivity and specificity of the AI system in identifying participants’ eyes with mtmDR and/or vtDR by 2-field undilated fundus photography vs a rigorous clinical reference standard comprising reading center grading of 4 wide-field dilated images using the ETDRS severity scale. Secondary outcome measures included the evaluation of imageability, dilated-if-needed analysis, enrichment correction analysis, worst-case imputation, and safety outcomes. Results Of 942 consenting individuals, 893 patients (1786 eyes) met the inclusion criteria and completed the study protocol. The population included 449 men (50.3%). Mean (SD) participant age was 53.9 (15.2) years (median, 56; range, 18-88 years), 655 were White (73.3%), and 206 had type 1 diabetes (23.1%). Sensitivity and specificity of the AI system were high in detecting mtmDR (sensitivity: 95.5%; 95% CI, 92.4%-98.5% and specificity: 85.0%; 95% CI, 82.6%-87.4%) and vtDR (sensitivity: 95.1%; 95% CI, 90.1%-100% and specificity: 89.0%; 95% CI, 87.0%-91.1%) without dilation. Imageability was high without dilation, with the AI system able to grade 87.4% (95% CI, 85.2%-89.6%) of the eyes with reading center grades. When eyes with ungradable results were dilated per the protocol, the imageability improved to 97.4% (95% CI, 96.4%-98.5%), with the sensitivity and specificity being similar. After correcting for enrichment, the mtmDR specificity increased to 87.8% (95% CI, 86.3%-89.5%) and the sensitivity remained similar; for vtDR, both sensitivity (97.0%; 95% CI, 91.2%-100%) and specificity (90.1%; 95% CI, 89.4%-91.5%) improved. Conclusions and Relevance This prospective multicenter cross-sectional diagnostic study noted safety and accuracy with use of the EyeArt Automated DR Detection System in detecting both mtmDR and, for the first time, vtDR, without physician assistance. These findings suggest that improved access to accurate, reliable diabetic eye examinations may increase adherence to recommended annual screenings and allow for accelerated referral of patients identified as having vtDR."
"Diabetic retinopathy: Looking forward to 2030","https://scispace.com/paper/diabetic-retinopathy-looking-forward-to-2030-2c6067uk","2023","Journal Article","Frontiers in Endocrinology","Tien-En Tan
Tien Yin Wong","10.3389/fendo.2022.1077669","https://www.frontiersin.org/journals/endocrinology/articles/10.3389/fendo.2022.1077669/pdf","… For example, the accessibility of imaging with optical … In this article, we review some of the recent progress that has … It is likely that by 2030, we will see AI algorithms routinely deployed in …","Diabetic retinopathy (DR) is the major ocular complication of diabetes mellitus, and is a problem with significant global health impact. Major advances in diagnostics, technology and treatment have already revolutionized how we manage DR in the early part of the 21st century. For example, the accessibility of imaging with optical coherence tomography, and the development of anti-vascular endothelial growth factor (VEGF) treatment are just some of the landmark developments that have shaped the DR landscape over the last few decades. Yet, there are still more exciting advances being made. Looking forward to 2030, many of these ongoing developments are likely to further transform the field. First, epidemiologic projections show that the global burden of DR is not only increasing, but also shifting from high-income countries towards middle- and low-income areas. Second, better understanding of disease pathophysiology is placing greater emphasis on retinal neural dysfunction and non-vascular aspects of diabetic retinal disease. Third, a wealth of information is becoming available from newer imaging modalities such as widefield imaging systems and optical coherence tomography angiography. Fourth, artificial intelligence for screening, diagnosis and prognostication of DR will become increasingly accessible and important. Fifth, new pharmacologic agents targeting other non-VEGF-driven pathways, and novel therapeutic strategies such as gene therapy are being developed for DR. Finally, the classification system for diabetic retinal disease will need to be continually updated to keep pace with new developments. In this article, we discuss these major trends in DR that we expect to see in 2030 and beyond."
"Artificial intelligence for teleophthalmology-based diabetic retinopathy screening in a national programme: an economic analysis modelling study","https://scispace.com/paper/artificial-intelligence-for-teleophthalmology-based-diabetic-1dk4nhvbz2","2020","Journal Article","","Yuchen Xie
Quang Duc Nguyen
Haslina Hamzah
Gilbert Lim
Valentina Bellemo
Dinesh Visva Gunasekeran
Michelle Y.T. Yip
Xin Qi Lee
Wynne Hsu
Mong Li Lee
Colin S. Tan
Hon Tym Wong
Ecosse L Lamoureux
Gavin Sw Tan
Tien Yin Wong
Eric A. Finkelstein
Daniel Shu Wei Ting
Daniel Shu Wei Ting","10.1016/S2589-7500(20)30060-1","https://www.thelancet.com/pdfs/journals/landig/PIIS2589-7500(20)30060-1.pdf","… patients with diabetes in a national diabetic retinopathy screening … diabetic retinopathy prevalence rates, diabetic retinopathy … All authors contributed to the critical review and final …","Summary Background Deep learning is a novel machine learning technique that has been shown to be as effective as human graders in detecting diabetic retinopathy from fundus photographs. We used a cost-minimisation analysis to evaluate the potential savings of two deep learning approaches as compared with the current human assessment: a semi-automated deep learning model as a triage filter before secondary human assessment; and a fully automated deep learning model without human assessment. Methods In this economic analysis modelling study, using 39 006 consecutive patients with diabetes in a national diabetic retinopathy screening programme in Singapore in 2015, we used a decision tree model and TreeAge Pro to compare the actual cost of screening this cohort with human graders against the simulated cost for semi-automated and fully automated screening models. Model parameters included diabetic retinopathy prevalence rates, diabetic retinopathy screening costs under each screening model, cost of medical consultation, and diagnostic performance (ie, sensitivity and specificity). The primary outcome was total cost for each screening model. Deterministic sensitivity analyses were done to gauge the sensitivity of the results to key model assumptions. Findings From the health system perspective, the semi-automated screening model was the least expensive of the three models, at US$62 per patient per year. The fully automated model was $66 per patient per year, and the human assessment model was $77 per patient per year. The savings to the Singapore health system associated with switching to the semi-automated model are estimated to be $489 000, which is roughly 20% of the current annual screening cost. By 2050, Singapore is projected to have 1 million people with diabetes; at this time, the estimated annual savings would be $15 million. Interpretation This study provides a strong economic rationale for using deep learning systems as an assistive tool to screen for diabetic retinopathy. Funding Ministry of Health, Singapore."
"Feasibility and patient acceptability of a novel artificial intelligence-based screening model for diabetic retinopathy at endocrinology outpatient services: a pilot study","https://scispace.com/paper/feasibility-and-patient-acceptability-of-a-novel-artificial-1dvz3eizhf","2018","Journal Article","Scientific Reports","Stuart Keel
Pei Ying Lee
Jane Scheetz
Zhixi Li
Mark A. Kotowicz
Mark A. Kotowicz
Mark A. Kotowicz
Richard J MacIsaac
Richard J MacIsaac
Mingguang He","10.1038/S41598-018-22612-2","https://www.nature.com/articles/s41598-018-22612-2.pdf","… The recent emergence of deep learning-based artificial intelligence grading of DR … , combining an AI-based automatic grading algorithm for the detection of DR with the accessibility of …","The purpose of this study is to evaluate the feasibility and patient acceptability of a novel artificial intelligence (AI)-based diabetic retinopathy (DR) screening model within endocrinology outpatient settings. Adults with diabetes were recruited from two urban endocrinology outpatient clinics and single-field, non-mydriatic fundus photographs were taken and graded for referable DR ( ≥ pre-proliferative DR). Each participant underwent; (1) automated screening model; where a deep learning algorithm (DLA) provided real-time reporting of results; and (2) manual model where retinal images were transferred to a retinal grading centre and manual grading outcomes were distributed to the patient within 2 weeks of assessment. Participants completed a questionnaire on the day of examination and 1-month following assessment to determine overall satisfaction and the preferred model of care. In total, 96 participants were screened for DR and the mean assessment time for automated screening was 6.9 minutes. Ninety-six percent of participants reported that they were either satisfied or very satisfied with the automated screening model and 78% reported that they preferred the automated model over manual. The sensitivity and specificity of the DLA for correct referral was 92.3% and 93.7%, respectively. AI-based DR screening in endocrinology outpatient settings appears to be feasible and well accepted by patients."
"Artificial Intelligence for the Diagnosis of De Novo Diabetic Retinopathy: A Scoping Review of Global Evidence","https://scispace.com/paper/pYGbuS4Js_QJ","","","","MPT López
MAC González
AVG López
EHH Rincón","","https://www.researchsquare.com/article/rs-8071096/latest.pdf","… AI for the de novo diagnosis of DR has expanded widely. Most of the studies included in this review … community screening given its accessibility and usefulness in low-resource settings. …",""
