"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract"
"Systematic Review on Deep Learning Algorithms for Blood Glucose Forecasting in Type 1 Diabetes.","https://scispace.com/paper/41533628","2026","Journal Article","IEEE journal of biomedical and health informatics","Calzavara
Prendin
Cappon
Del Favero
Facchinetti","10.1109/JBHI.2025.3630214","","Type 1 Diabetes (T1D) is a chronic metabolic disease characterized by elevated blood glucose (BG) concentrations, resulting from the immune-mediated destruction of insulin-producing $\beta$-cells in the pancreas. Effective management of T1D greatly benefits from constant monitoring of BG levels, achievable in real-time using minimally invasive continuous glucose monitoring (CGM) devices. These devices provide data streams that can be leveraged by forecasting algorithms to predict BG levels minutes in advance, enabling timely therapeutic interventions to prevent adverse events, such as hypo/hyperglycemia. With the increasing availability of data, deep learning (DL) algorithms have emerged as the state-of-the-art for BG forecasting, owing to their ability to autonomously learn complex nonlinear relationships, such as those underlying the glucoregulatory system. Despite a growing body of research, a comprehensive review specifically focusing on DL applications for BG prediction is still lacking. To address this gap, a systematic review was conducted following the PRISMA guidelines, involving extensive searches across PubMed, Scopus, and Web of Science databases. A total of 26 studies satisfied the inclusion criteria and were evaluated based on dataset characteristics, model inputs, training paradigm, prediction horizon, model architecture, evaluation metrics, performance, and baseline comparators. While DL models show great promise, several challenges persist-particularly in ensuring physiological fidelity and interpretability, both essential for clinical adoption. To overcome these barriers, future research should prioritize the integration of explainable AI (XAI) techniques to improve model reliability and safety, ultimately supporting the effective deployment of DL models in real-time T1D management."
"Research Code Sharing in Support of Gold Standard Science.","https://scispace.com/paper/41532590","2026","Journal Article","Journal of diabetes science and technology","Klonoff
Espinoza
Mader
Heinemann
Cobelli
Kerr
Kovatchev
Najafi
Prahalad
Zheng
Shao
Scheideman
DuNova
Kohn
Umpierrez
Wong
Abdel Malek
Agus
Ahn
AlSaad
Al-Sofiani
Armstrong
Arnold
Bee
Bequette
Bellazzi
Cengiz
Chase
Chen
Chen
Cichosz
Cinar
Clements
Close
Cuadros
Contreras
Datta
Dhatariya
Doyle
Drincic
Facchinetti
Fleming
Foreman
Gabbay
Gutierrez-Osuna
Healey
Hoang
Jacobs
Kulzer
La Belle
Lee
Lee
Lee
Liepmann
Maahs
Mathioudakis
Meo
Metwally
Misra
Mohan
Moon
Raeder
Rhee
Rhee
Scheinker
Shah
Sheng
Snyder
Sode
Spanakis
Svensson
Vaswani
Vareth
Vehi
Wallia
Waki
Wang
Williams
Wolf
Wong
Yeshiwas
Zilbermint
Shah","10.1177/19322968251391819","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12804059/pdf","Sharing research code in an open access version-controlled repository offers significant benefits for both science as a whole and for individual researchers. In this article, we focus on this practice, which is fully aligned with the NIH's Gold Standard Science (GSS) program as well as FAIR (findable, accessible, interoperable, reusable) and TRUST (transparency, responsibility, user focus, sustainability, technology) principles. Gold Standard Science supports open science by emphasizing transparency, reproducibility, and the use of best practices that enable others to verify and extend research. Pairing a research article's cited data snapshot with a versioned, environment-specific code release, deposited in a companion code repository, ensures that, upon submission to a medical journal, readers and reviewers can directly verify results. An executable and updatable companion code repository complements, rather than replaces, established research data repositories. When code underlying medical research results is made openly available, then other scientists can inspect, run, and validate analyses. These activities enhance reproducibility, which is a core aim of GSS. Shared code also facilitates collaborative innovation by allowing researchers to extend the utility of the code to new datasets and applications. For researchers, code sharing can increase visibility, credibility, and citation impact. Demonstrating transparency through shared executable and updatable code builds trust with journal readers, peer reviewers, funders, and peers. Shared code in an open access repository signals adherence to high standards of scientific integrity and attracts opportunities for collaboration. A researcher who shares code receives recognition as a leader in reproducible, trustworthy research consistent with NIH's GSS principles."
"Assessing Time Below Range as a Predictor of Severe Hypoglycemia: Insights From Six Clinical Trials.","https://scispace.com/paper/41529164","2026","Journal Article","Diabetes care","Montaser
Williams
Shah","10.2337/dc25-2353","","To evaluate whether baseline continuous glucose monitoring (CGM)-derived time below range (TBR) metrics-TBR level 1 (TBR1) (<70 mg/dL) and TBR level 2 (TBR2) (<54 mg/dL)-predicts severe hypoglycemia (SH) during follow-up of individuals with type 1 diabetes."
"A Wearable, Dual Closed-loop Insulin Delivery System for Precision Diabetes Management.","https://scispace.com/paper/41524605","2026","Journal Article","Advanced materials (Deerfield Beach, Fla.)","He
Huang
Lin
Cui
Tian
Bai
Liu
Pang
Huang
Lin
Zhu
Wang
Zhang","10.1002/adma.202514945","","Effective blood glucose management is an increasing demand worldwide. Traditional solutions separate glucose detection and insulin delivery, which is less efficient compared to emerging closed-loop wearable systems controlled by continuous glucose monitors (CGMs). However, CGM-controlled systems raise new safety risks, as false CGMs readings can cause insulin overdose, which results in hypoglycemia and fatal consequences. This work proposes a concept of a dual closed-loop insulin delivery system (DuoLoop) to mitigate the risk issue of CGM-controlled systems. The first closed-loop is automated insulin delivery controlled by CGM. The second closed-loop is the controlled release of glucose-responsive insulin (GRI), whose release rate depends on actual glucose levels. A customized algorithm is trained and embedded into the wearable CGMs for edge computing. The DuoLoop system shows improved safety in preliminary in vivo test (longer normoglycemia durations, 98.82% vs 92.10%), encouraging its deployment toward precision diabetes care."
"Impact of Age ≥75 Years on Glycemic Outcomes after isCGM Initiation in Type 2 Diabetes: Evidence against Ageism in a Universal-Coverage System.","https://scispace.com/paper/41513087","2026","Journal Article","Endocrine practice : official journal of the American College of Endocrinology and the American Association of Clinical Endocrinologists","Hernando-Alday
Jimenez-Diaz
Sager-La Ganga
Hierro
Enriquez
Barrena
Gamazo
Lander-Lobariñas
Tapia-Sanchiz
Carrera
Martínez-Alfonso
Arranz-Martín
Navas-Moreno
Martinez-Icaya
Marazuela
Sebastian-Valles","10.1016/j.eprac.2025.12.023","","To assess whether adults aged ≥75 years with type 2 diabetes (T2D) treated with multiple daily insulin injections (MDI) achieve glycemic improvements comparable to younger adults after initiation of intermittently scanned continuous glucose monitoring (isCGM) within a universal-coverage health system."
"Association between continuous glucose monitoring-derived metrics and coronary plaque vulnerability: A retrospective exploratory analysis.","https://scispace.com/paper/41537426","2026","Journal Article","eLife","Sugimoto
Hironaka
Yamada
Otowa-Suematsu
Hirota
Otake
Hirata
Sakaguchi
Ogawa
Kuroda","10.7554/eLife.102860","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12807456/pdf","Impaired glucose homeostasis leads to numerous complications, with coronary artery disease (CAD) being a major contributor to healthcare costs worldwide. Because continuous glucose monitoring (CGM) captures multidimensional features of glucose regulation beyond average glycemia, we evaluated whether CGM-derived indices better predict coronary plaque vulnerability than conventional measures."
"[Associations of metabolic memory burden with chronic complication in type 1 diabetes: a baseline study of the PS-LT1D cohort].","https://scispace.com/paper/41506736","2026","Journal Article","Zhonghua nei ke za zhi","Tang
Zhang
Shi
Ji
Fan
Li","10.3760/cma.j.cn112138-20250922-00566","",""
"Assessment of Blood Glucose Measurement Using New Noninvasive Technology: Protocol and Methodology.","https://scispace.com/paper/41505712","2026","Journal Article","JMIR research protocols","Suradji
Dhaliwal
Li-Feng
Zhou
Lim
Wong
Du
Fredicia
Dianky
Pasaribu
Masayoshi Takashi
Tan
Santoso
Ang","10.2196/76558","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12782458/pdf","Diabetes mellitus (DM) is a major noncommunicable disease with a significant increase in prevalence, especially in low- and middle-income countries. The latest International Diabetes Federation Diabetes Atlas (2025) reports that 11.1% of the adult population (20 to 79 years old) is living with diabetes, with over 4 in 10 unaware of their condition. Early diagnosis and treatment of diabetes reduce the risk and slow the progression of debilitating complications, such as amputation, vision loss, renal failure, cardiovascular disease, dementia, some cancers, and infections like tuberculosis and severe COVID-19. Current screening methods for diabetes are invasive and costly. This has limited their utilization, especially in high-density populations and low- and middle-income countries such as Indonesia. Blood Glucose Evaluation and Monitoring (BGEM) is a machine learning algorithm developed by Actxa to analyze photoplethysmography data from wearable devices for diabetic risk assessment. Its noninvasive and user-friendly nature makes it a strong candidate for fulfilling the need for a diabetes screening or monitoring tool."
"Integrated biomarker analysis and next-generation AI for precision diabetes prediction.","https://scispace.com/paper/41503444","2026","Journal Article","Toxicological research","Sim
Ha
Kim","10.1007/s43188-025-00312-0","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12770190/pdf","This study explored the integration of advanced deep learning with key pharmaceutical biomarkers to enhance early diabetes prediction. We developed a multimodal ensemble approach that leverages transformer architectures to capture complex dependencies in heterogeneous healthcare data and Diffusion Models to address class imbalances by generating synthetic samples. Our research utilized diverse data sources, including electronic health records, medical imaging, and wearable device time-series data, supplemented with synthetic samples to better represent minority populations such as patients with type 1 and gestational diabetes. Critical biomarkers, including C-peptide, insulin, and hemoglobin A1c, were incorporated to improve model interpretability. The methodology involved extensive evaluation using accuracy, area under the receiver operating characteristic (ROC) curve (AUC), precision, recall, and F1-score, with cross-validation to mitigate overfitting. We also implemented interpretability features to provide clinicians with insight into the significance of biomarkers. Results showed a 6.2% improvement in minority class recall when pharmaceutical biomarkers were combined with diffusion-based augmentation. The model demonstrated enhanced classification stability and provided clear insights into clinical decision-making, highlighting the influence of biomarkers on disease progression and treatment outcomes. Future work will focus on multicenter validation, integration of additional omics data, and specialized validation across diverse populations. These findings underscore the potential of AI-driven biomarker analysis for advancing early diagnosis and personalized diabetes management, with broader implications for chronic disease prediction."
"Functional and morphological characterization of coronary atherosclerosis.","https://scispace.com/paper/41500086","2025","Journal Article","Atherosclerosis","Sakai
Shinke
Ali
Mizukami
Matsuo
Ando
Amano
Engstrøm
Sonck
Wilgenhof
Perera
Nakayama
Fearon
Ko
Escaned
Munhoz
Bouisset
Ikeda
Arai
Korngold
Christiansen
Berry
De Bruyne
Johnson
Collet","10.1016/j.atherosclerosis.2025.120632","","The interplay between coronary artery hemodynamics and atherosclerotic plaque is not fully understood. The Pullback Pressure Gradient (PPG), a novel physiological metric, categorizes coronary artery disease (CAD) into focal or diffuse patterns based on coronary physiology."
