"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"MLHOps: Machine learning health operations","https://scispace.com/paper/mlhops-machine-learning-health-operations-4r3sahfl5ead","2024","Journal Article","IEEE Access","Faiza Khan Khattak
Vallijah Subasri
Amrit Krishnan
Chloé Pou-Prom
Sedef Akinli-Kocak
Elham Dolatabadi
Deval Pandya
Laleh Seyyed-Kalantari
Frank Rudzicz","10.1109/access.2024.3521279","https://ieeexplore.ieee.org/iel8/6287639/6514899/10811924.pdf","… ethical deployment and maintenance of machine learning … clinicians to deploy and maintain their own models in clinical … considerations, do not exacerbate biases, and adhere to privacy …",""
"The application of AutoML techniques in diabetes diagnosis: current approaches, performance, and future directions","https://scispace.com/paper/the-application-of-automl-techniques-in-diabetes-diagnosis-37i0nfcwhv","2023","Journal Article","Sustainability","Lily Popova Zhuhadar
Miltiadis D. Lytras","10.3390/su151813484","","… in AI and deep learning for predictive modeling in diabetes … , algorithmic bias, and the interpretability of AI models need … effective deployment of these technologies in clinical settings […","Artificial Intelligence (AI) has experienced rapid advancements in recent years, facilitating the creation of innovative, sustainable tools and technologies across various sectors. Among these applications, the use of AI in healthcare, particularly in the diagnosis and management of chronic diseases like diabetes, has shown significant promise. Automated Machine Learning (AutoML), with its minimally invasive and resource-efficient approach, promotes sustainability in healthcare by streamlining the process of predictive model creation. This research paper delves into advancements in AutoML for predictive modeling in diabetes diagnosis. It illuminates their effectiveness in identifying risk factors, optimizing treatment strategies, and ultimately improving patient outcomes while reducing environmental footprint and conserving resources. The primary objective of this scholarly inquiry is to meticulously identify the multitude of factors contributing to the development of diabetes and refine the prediction model to incorporate these insights. This process fosters a comprehensive understanding of the disease in a manner that supports the principles of sustainable healthcare. By analyzing the provided dataset, AutoML was able to select the most fitting model, emphasizing the paramount importance of variables such as Glucose, BMI, DiabetesPedigreeFunction, and BloodPressure in determining an individual’s diabetic status. The sustainability of this process lies in its potential to expedite treatment, reduce unnecessary testing and procedures, and ultimately foster healthier lives. Recognizing the importance of accuracy in this critical domain, we propose that supplementary factors and data be rigorously evaluated and incorporated into the assessment. This approach aims to devise a model with enhanced accuracy, further contributing to the efficiency and sustainability of healthcare practices."
"Evaluation and mitigation of racial bias in clinical machine learning models: scoping review","https://scispace.com/paper/evaluation-and-mitigation-of-racial-bias-in-clinical-machine-85nw89ye","2022","Journal Article","JMIR medical informatics","Jonathan S Huang
Galal Galal
Mozziyar Etemadi
Mahesh Vaidyanathan","10.2196/36388","https://jmir.org/api/download?alt_name=medinform_v10i5e36388_app1.pdf&filename=913eebeab355f3bafc031318200c7560.pdf","… deployment across health care systems demand an increased emphasis on evaluation and mitigation of racial bias in clinical … burn identification and diabetic retinopathy identification in …","Background Racial bias is a key concern regarding the development, validation, and implementation of machine learning (ML) models in clinical settings. Despite the potential of bias to propagate health disparities, racial bias in clinical ML has yet to be thoroughly examined and best practices for bias mitigation remain unclear. Objective Our objective was to perform a scoping review to characterize the methods by which the racial bias of ML has been assessed and describe strategies that may be used to enhance algorithmic fairness in clinical ML. Methods A scoping review was conducted in accordance with the Preferred Reporting Items for Systematic Reviews and Meta-analyses (PRISMA) Extension for Scoping Reviews. A literature search using PubMed, Scopus, and Embase databases, as well as Google Scholar, identified 635 records, of which 12 studies were included. Results Applications of ML were varied and involved diagnosis, outcome prediction, and clinical score prediction performed on data sets including images, diagnostic studies, clinical text, and clinical variables. Of the 12 studies, 1 (8%) described a model in routine clinical use, 2 (17%) examined prospectively validated clinical models, and the remaining 9 (75%) described internally validated models. In addition, 8 (67%) studies concluded that racial bias was present, 2 (17%) concluded that it was not, and 2 (17%) assessed the implementation of bias mitigation strategies without comparison to a baseline model. Fairness metrics used to assess algorithmic racial bias were inconsistent. The most commonly observed metrics were equal opportunity difference (5/12, 42%), accuracy (4/12, 25%), and disparate impact (2/12, 17%). All 8 (67%) studies that implemented methods for mitigation of racial bias successfully increased fairness, as measured by the authors’ chosen metrics. Preprocessing methods of bias mitigation were most commonly used across all studies that implemented them. Conclusions The broad scope of medical ML applications and potential patient harms demand an increased emphasis on evaluation and mitigation of racial bias in clinical ML. However, the adoption of algorithmic fairness principles in medicine remains inconsistent and is limited by poor data availability and ML model reporting. We recommend that researchers and journal editors emphasize standardized reporting and data availability in medical ML studies to improve transparency and facilitate evaluation for racial bias."
"Exploring the transfer learning capabilities of clip in domain generalization for diabetic retinopathy","https://scispace.com/paper/exploring-the-transfer-learning-capabilities-of-clip-in-47i77tzev9","2023","Journal Article","","Sanoojan Baliah
Fadillah A. Maani
Santosh Sanjeev
Muhammad Haris Khan","10.48550/arxiv.2308.14212","https://arxiv.org/pdf/2308.14212","… DG, a challenging problem in the medical domain, is complicated by the difficulty of … CLIP’s transfer learning capabilities and its potential for cross-domain generalization in diabetic …","Diabetic Retinopathy (DR), a leading cause of vision impairment, requires early detection and treatment. Developing robust AI models for DR classification holds substantial potential, but a key challenge is ensuring their generalization in unfamiliar domains with varying data distributions. To address this, our paper investigates cross-domain generalization, also known as domain generalization (DG), within the context of DR classification. DG, a challenging problem in the medical domain, is complicated by the difficulty of gathering labeled data across different domains, such as patient demographics and disease stages. Some recent studies have shown the effectiveness of using CLIP to handle the DG problem in natural images. In this study, we investigate CLIP's transfer learning capabilities and its potential for cross-domain generalization in diabetic retinopathy (DR) classification. We carry out comprehensive experiments to assess the efficacy and potential of CLIP in addressing DG for DR classification. Further, we introduce a multi-modal fine-tuning strategy named Context Optimization with Learnable Visual Tokens (CoOpLVT), which enhances context optimization by conditioning on visual features. Our findings demonstrate that the proposed method increases the F1-score by 1.8% over the baseline, thus underlining its promise for effective DG in DR classification. Our code is publicly available at https://github.com/Sanoojan/CLIP-DRDG. "
"An insight on the timely diagnosis of diabetic retinopathy using traditional and AI-driven approaches","https://scispace.com/paper/an-insight-on-the-timely-diagnosis-of-diabetic-retinopathy-d6sb3pz4yz89","","Journal Article","IEEE Access","Malaika Asif
Fasih Ur Rehman
Zoya Rashid
Altaf Hussain
Alina Mirza
W. S. Qureshi","10.1109/access.2025.3583647","https://ieeexplore.ieee.org/iel8/6287639/10820123/11053490.pdf","… focus on Explainable AI helps address the ‘‘non-explainable’’ nature of deep learning models by … Additionally, rank the deployment of AI-based screening machines in resource-limited …",""
"Deep transfer learning models for medical diabetic retinopathy detection","https://scispace.com/paper/deep-transfer-learning-models-for-medical-diabetic-2ifexwozun","2019","Journal Article","Acta informatica medica : AIM : journal of the Society for Medical Informatics of Bosnia & Herzegovina : časopis Društva za medicinsku informatiku BiH","Nour Eldeen Khalifa
Mohamed Loey
Mohamed Hamed N. Taha
Hamed Nasr Eldin T. Mohamed","10.5455/AIM.2019.27.327-332","https://pmc.ncbi.nlm.nih.gov/articles/PMC7085308/pdf/AIM-27-327.pdf","… models more robust and to overcome the overfitting problem. … in image analysis and machine learning for microscopic malaria … in sections devoted to deep learning and smartphone …","Introduction Diabetic retinopathy (DR) is the most common diabetic eye disease worldwide and a leading cause of blindness. The number of diabetic patients will increase to 552 million by 2034, as per the International Diabetes Federation (IDF). Aim With advances in computer science techniques, such as artificial intelligence (AI) and deep learning (DL), opportunities for the detection of DR at the early stages have increased. This increase means that the chances of recovery will increase and the possibility of vision loss in patients will be reduced in the future. Methods In this paper, deep transfer learning models for medical DR detection were investigated. The DL models were trained and tested over the Asia Pacific Tele-Ophthalmology Society (APTOS) 2019 dataset. According to literature surveys, this research is considered one the first studies to use of the APTOS 2019 dataset, as it was freshly published in the second quarter of 2019. The selected deep transfer models in this research were AlexNet, Res-Net18, SqueezeNet, GoogleNet, VGG16, and VGG19. These models were selected, as they consist of a small number of layers when compared to larger models, such as DenseNet and InceptionResNet. Data augmentation techniques were used to render the models more robust and to overcome the overfitting problem. Results The testing accuracy and performance metrics, such as the precision, recall, and F1 score, were calculated to prove the robustness of the selected models. The AlexNet model achieved the highest testing accuracy at 97.9%. In addition, the achieved performance metrics strengthened our achieved results. Moreover, AlexNet has a minimum number of layers, which decreases the training time and the computational complexity."
"MLHOps: machine learning for healthcare operations","https://scispace.com/paper/mlhops-machine-learning-for-healthcare-operations-gjzaliaj","2023","Journal Article","arXiv.org","Faiza Khan Khattak
V. Subasri
A. Krishnan
Elham Dolatabadi
Deval Pandya
Laleh Seyyed-Kalantari
Frank Rudzicz","10.48550/arXiv.2305.02474","https://arxiv.org/pdf/2305.02474","… , and ethical deployment and maintenance of machine learning … medical images, including chest X-rays [211] [289], diabetic … [179] performed interpretability of deep learning mortality pre…","Machine Learning Health Operations (MLHOps) is the combination of processes for reliable, efficient, usable, and ethical deployment and maintenance of machine learning models in healthcare settings. This paper provides both a survey of work in this area and guidelines for developers and clinicians to deploy and maintain their own models in clinical practice. We cover the foundational concepts of general machine learning operations, describe the initial setup of MLHOps pipelines (including data sources, preparation, engineering, and tools). We then describe long-term monitoring and updating (including data distribution shifts and model updating) and ethical considerations (including bias, fairness, interpretability, and privacy). This work therefore provides guidance across the full pipeline of MLHOps from conception to initial and ongoing deployment."
"Artificial intelligence and deep learning in ophthalmology","https://scispace.com/paper/artificial-intelligence-and-deep-learning-in-ophthalmology-2xyftxmxxk","2019","Journal Article","British Journal of Ophthalmology","Daniel Shu Wei Ting
Louis R. Pasquale
Lily Peng
John P. Campbell
Aaron Y. Lee
Rajiv Raman
Gavin Tan
Leopold Schmetterer
Pearse A. Keane
Tien Yin Wong","10.1136/BJOPHTHALMOL-2018-313173","https://bjo.bmj.com/content/bjophthalmol/103/2/167.full.pdf","… robust classification performance in the detection of diabetic … , including clinical and technical challenges, explainability of the … in clinical deployment and potential paths forward. …","Artificial intelligence (AI) based on deep learning (DL) has sparked tremendous global interest in recent years. DL has been widely adopted in image recognition, speech recognition and natural language processing, but is only beginning to impact on healthcare. In ophthalmology, DL has been applied to fundus photographs, optical coherence tomography and visual fields, achieving robust classification performance in the detection of diabetic retinopathy and retinopathy of prematurity, the glaucoma-like disc, macular oedema and age-related macular degeneration. DL in ocular imaging may be used in conjunction with telemedicine as a possible solution to screen, diagnose and monitor major eye diseases for patients in primary care and community settings. Nonetheless, there are also potential challenges with DL application in ophthalmology, including clinical and technical challenges, explainability of the algorithm results, medicolegal issues, and physician and patient acceptance of the AI ‘black-box’ algorithms. DL could potentially revolutionise how ophthalmology is practised in the future. This review provides a summary of the state-of-the-art DL systems described for ophthalmic applications, potential challenges in clinical deployment and the path forward."
"Deep learning innovations in diagnosing diabetic retinopathy: The potential of transfer learning and the DiaCNN model","https://scispace.com/paper/deep-learning-innovations-in-diagnosing-diabetic-retinopathy-46f7gpxzoo","2023","Journal Article","Computers in Biology and Medicine","Mohamed R. Shoaib
Heba M. Emara
Jun Zhao
Walid El-Shafai
Naglaa F. Soliman
Ahmed S. A. Mubarak
Osama A. Omer
Fathi E. Abd El-Samie
Hamada Esmaiel","10.1016/j.compbiomed.2023.107834","https://arxiv.org/pdf/2401.13990","… Traditional diagnostic methods, relying on human interpretation of medical images, face … advanced deep learning techniques. Central to this approach is the concept of transfer learning. …","Diabetic retinopathy (DR) is a significant cause of vision impairment, emphasizing the critical need for early detection and timely intervention to avert visual deterioration. Diagnosing DR is inherently complex, as it necessitates the meticulous examination of intricate retinal images by experienced specialists. This makes the early diagnosis of DR essential for effective treatment and prevention of eventual blindness. Traditional diagnostic methods, relying on human interpretation of medical images, face challenges in terms of accuracy and efficiency. In the present research, we introduce a novel method that offers superior precision in DR diagnosis, compared to traditional methods, by employing advanced deep learning techniques. Central to this approach is the concept of transfer learning. This entails the utilization of pre-existing, well-established models, specifically InceptionResNetv2 and Inceptionv3, to extract features and fine-tune selected layers to cater to the unique requirements of this specific diagnostic task. Concurrently, we also present a newly devised model, DiaCNN, which is tailored for the classification of eye diseases. To prove the efficacy of the proposed methodology, we leveraged the Ocular Disease Intelligent Recognition (ODIR) dataset, which comprises eight different eye disease categories. The results are promising. The InceptionResNetv2 model, incorporating transfer learning, registered an impressive 97.5% accuracy in both the training and testing phases. Its counterpart, the Inceptionv3 model, achieved an even more commendable 99.7% accuracy during training, and 97.5% during testing. Remarkably, the DiaCNN model showcased unparalleled precision, achieving 100% accuracy in training and 98.3% in testing. These figures represent a significant leap in classification accuracy when juxtaposed with existing state-of-the-art diagnostic methods. Such advancements hold immense promise for the future, emphasizing the potential of our proposed technique to revolutionize the accuracy of DR and other eye disease diagnoses. By facilitating earlier detection and more timely interventions, this approach stands poised to significantly reduce the incidence of blindness associated with DR, thus heralding a new era of improved patient outcomes. Therefore, this work, through its novel approach and stellar results, not only pushes the boundaries of DR diagnostic accuracy but also promises a transformative impact in early detection and intervention, aiming to substantially diminish DR-induced blindness and champion enhanced patient care. "
"The role of machine learning in advancing diabetic foot: a review","https://scispace.com/paper/the-role-of-machine-learning-in-advancing-diabetic-foot-a-11talic4r5","2024","","Frontiers in Endocrinology","Huifang Guan
Ying Wang
Ping Niu
Yuxin Zhang
Yanjiao Zhang
Runyu Miao
Xin-Yi Fang
Ruiyang Yin
Shuang Zhao
Jun Liu
Jiaxing Tian","10.3389/fendo.2024.1325434","https://www.frontiersin.org/journals/endocrinology/articles/10.3389/fendo.2024.1325434/pdf","… The clinical importance of comparing machine learning research models in the context of … , especially in the realms of transfer learning and federated learning, offer a robust framework …","Background Diabetic foot complications impose a significant strain on healthcare systems worldwide, acting as a principal cause of morbidity and mortality in individuals with diabetes mellitus. While traditional methods in diagnosing and treating these conditions have faced limitations, the emergence of Machine Learning (ML) technologies heralds a new era, offering the promise of revolutionizing diabetic foot care through enhanced precision and tailored treatment strategies. Objective This review aims to explore the transformative impact of ML on managing diabetic foot complications, highlighting its potential to advance diagnostic accuracy and therapeutic approaches by leveraging developments in medical imaging, biomarker detection, and clinical biomechanics. Methods A meticulous literature search was executed across PubMed, Scopus, and Google Scholar databases to identify pertinent articles published up to March 2024. The search strategy was carefully crafted, employing a combination of keywords such as “Machine Learning,” “Diabetic Foot,” “Diabetic Foot Ulcers,” “Diabetic Foot Care,” “Artificial Intelligence,” and “Predictive Modeling.” This review offers an in-depth analysis of the foundational principles and algorithms that constitute ML, placing a special emphasis on their relevance to the medical sciences, particularly within the specialized domain of diabetic foot pathology. Through the incorporation of illustrative case studies and schematic diagrams, the review endeavors to elucidate the intricate computational methodologies involved. Results ML has proven to be invaluable in deriving critical insights from complex datasets, enhancing both the diagnostic precision and therapeutic planning for diabetic foot management. This review highlights the efficacy of ML in clinical decision-making, underscored by comparative analyses of ML algorithms in prognostic assessments and diagnostic applications within diabetic foot care. Conclusion The review culminates in a prospective assessment of the trajectory of ML applications in the realm of diabetic foot care. We believe that despite challenges such as computational limitations and ethical considerations, ML remains at the forefront of revolutionizing treatment paradigms for the management of diabetic foot complications that are globally applicable and precision-oriented. This technological evolution heralds unprecedented possibilities for treatment and opportunities for enhancing patient care."
