"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"F-DARTS: Foveated Differentiable Architecture Search Based Multimodal Medical Image Fusion","https://scispace.com/paper/f-darts-foveated-differentiable-architecture-search-based-1bku4b62","2023","Journal Article","IEEE Transactions on Medical Imaging","","10.1109/tmi.2023.3283517","","Multimodal medical image fusion (MMIF) is highly significant in such fields as disease diagnosis and treatment. The traditional MMIF methods are difficult to provide satisfactory fusion accuracy and robustness due to the influence of such possible human-crafted components as image transform and fusion strategies. Existing deep learning based fusion methods are generally difficult to ensure image fusion effect due to the adoption of a human-designed network structure and a relatively simple loss function and the ignorance of human visual characteristics during weight learning. To address these issues, we have presented the foveated differentiable architecture search (F-DARTS) based unsupervised MMIF method. In this method, the foveation operator is introduced into the weight learning process to fully explore human visual characteristics for the effective image fusion. Meanwhile, a distinctive unsupervised loss function is designed for network training by integrating mutual information, sum of the correlations of differences, structural similarity and edge preservation value. Based on the presented foveation operator and loss function, an end-to-end encoder-decoder network architecture will be searched using the F-DARTS to produce the fused image. Experimental results on three multimodal medical image datasets demonstrate that the F-DARTS performs better than several traditional and deep learning based fusion methods by providing visually superior fused results and better objective evaluation metrics. ","Wang et al. as mentioned in this paper proposed a foveated differentiable architecture search (F-DARTS) based unsupervised multimodal medical image fusion method, where the foveation operator is introduced into the weight learning process to fully explore human visual characteristics for the effective image fusion."
"Deep Learning-Based Glucose Prediction Models: A Guide for Practitioners and a Curated Dataset for Improved Diabetes Management","https://scispace.com/paper/deep-learning-based-glucose-prediction-models-a-guide-for-4gmuw435hu","2024","Journal Article","IEEE open journal of engineering in medicine and biology","Saúl Langarica
Diego Vega
Nawel Cariman
Martín Miranda
David C. Andrade
Felipe Núñez
María Rodríguez-Fernández","10.1109/ojemb.2024.3365290","","Accurate short- and mid-term blood glucose predictions are crucial for patients with diabetes struggling to maintain healthy glucose levels, as well as for individuals at risk of developing the disease. Consequently, numerous efforts from the scientific community have focused on developing predictive models for glucose levels. This study harnesses physiological data collected from wearable sensors to construct a series of data-driven models based on deep learning approaches. We systematically compare these models to offer insights for practitioners and researchers venturing into glucose prediction using deep learning techniques. Key questions addressed in this work encompass the comparison of various deep learning architectures for this task, determining the optimal set of input variables for accurate glucose prediction, comparing population-wide, fine-tuned, and personalized models, and assessing the impact of an individual's data volume on model performance. Additionally, as part of our outcomes, we introduce a meticulously curated dataset inclusive of data from both healthy individuals and those with diabetes, recorded in free-living conditions. This dataset aims to foster research in this domain and facilitate equitable comparisons among researchers. ","Deep learning-based glucose prediction models guide practitioners and introduce a curated dataset for improved diabetes management."
"Explainability meets uncertainty quantification: Insights from feature-based model fusion on multimodal time series","https://scispace.com/paper/explainability-meets-uncertainty-quantification-insights-1tks5gyz0l","2023","Journal Article","Information Fusion","Duarte Folgado
Marília Barandas
Lorenzo Famiglini
Ricardo Bruno Barbeiro dos Santos
Federico Cabitza
Hugo Gamboa","10.1016/j.inffus.2023.101955","","Feature importance evaluation is one of the prevalent approaches to interpreting Machine Learning (ML) models. A drawback of using these methods for high-dimensional datasets is that they often lead to high-dimensional explanation output that hinders human analysis. This is especially true for explaining multimodal ML models, where the problem’s complexity is further exacerbated by the inclusion of multiple data modalities and an increase in the overall number of features. This work proposes a novel approach to lower the complexity of feature-based explanations. The proposed approach is based on uncertainty quantification techniques, allowing for a principled way of reducing the number of modalities required to explain the model’s predictions. We evaluated our method in three multimodal datasets comprising physiological time series. Results show that the proposed method can reduce the complexity of the explanations while maintaining a high level of accuracy in the predictions. This study illustrates an innovative example of the intersection between the disciplines of uncertainty quantification and explainable AI. ","This study proposes a novel approach to simplify feature-based explanations for multimodal ML models using uncertainty quantification, reducing complexity while maintaining high accuracy in predictions on three physiological time series datasets."
"Machine-Learning-Based Diabetes Prediction Using Multisensor Data","https://scispace.com/paper/machine-learning-based-diabetes-prediction-using-multisensor-3kstivpw5s","2023","Journal Article","IEEE Sensors Journal","Aditi Site
Jari Nurmi
Elena Simon Lohan","10.1109/jsen.2023.3319360","","Diabetes is one such chronic disease that, if undetected, can result in several adverse symptoms or diseases. It requires continuous and active monitoring, for example, by using various smartphone sensors, wearable/smart watches, etc. These devices are minimally invasive in nature and can also track various physiological signals, which are important for the prediction of diabetes. Machine-learning algorithms and artificial intelligence are some of the most important tools used for the prediction/detection of diabetes using different types of physiological signals. In this study, we have focused on using multiple sensors such as glucose, electrocardiogram (ECG), accelerometer (ACC), and breathing sensors for classifying patients with diabetes disease. We analyzed whether a single sensor or multiple sensors can predict diabetes well. We identified various time-domain and interval-based features that are used for predicting diabetes and also the optimal window size for the feature calculation. We found that a multisensor combination using glucose, ECG, and ACC sensors gives the highest prediction accuracy of 98.2% with the extreme gradient boosting (XGBoost) algorithm. Moreover, multisensor prediction shows nearly 4%–5% increase in the diabetes prediction rates as compared to single sensors. We observed that breathing-sensor-related data have very little influence on the prediction of diabetes. We also used the score-fit-times curve as one of the metrics for the evaluation of models. From the performance curves, we observed that three-sensor combinations using glucose, ECG, and ACC converge faster as compared to a four-sensor combination while achieving with same accuracy.","This study focused on using multiple sensors such as glucose, electrocardiogram (ECG), accelerometer, and breathing sensors for classifying patients with diabetes disease and found that a multisensor combination using glucose, ECG, and ACC sensors gives the highest prediction accuracy with the extreme gradient boosting (XGBoost) algorithm."
"Multi-Feature Complementary Learning for Diabetes Mellitus Detection Using Pulse Signals","https://scispace.com/paper/multi-feature-complementary-learning-for-diabetes-mellitus-36ftc2v4","2022","Journal Article","IEEE Journal of Biomedical and Health Informatics","","10.1109/jbhi.2022.3198792","","Computational pulse diagnosis is a convenient, non-invasive, and effective Diabetes Mellitus (DM) detection technique. Generally, diverse pulse features are extracted from different views to represent pulse signals and then used for achieving the pulse diagnosis. However, current pulse-based DM detection methods only used one pulse feature for detection, ignoring the fact that diverse pulse features can be combined together to boost the diagnosis performance. To this end, we propose a novel Multi-Feature Complementary Learning (MFCL) model for DM detection. By designing feature-specific projections, multiple features are separately projected into a shared observation space and effectively fused into one vector. Besides, a mapping function is built to correlate the fused vectors to category labels to make the fused vectors suitable for classification. Inspired by the graph Laplacian matrix, which effectively preserves the correlations among samples from different categories, we integrate it in MFCL and design a discriminative prior to make the fused vectors sufficiently discriminative. Finally, an optimization algorithm is proposed to alternatively optimize the projection variables and then generate fused feature vectors. The proposed method reaches an accuracy of 92.85% in DM detection, outperforming state-of-the-art methods. ","Wang et al. as discussed by the authors proposed a multi-feature complementary learning (MFCL) model to combine diverse pulse features to boost the diagnosis performance, which achieved an accuracy of 92.85%."
"Tongue image fusion and analysis of thermal and visible images in diabetes mellitus using machine learning techniques","https://scispace.com/paper/tongue-image-fusion-and-analysis-of-thermal-and-visible-2qpiv4z68p","2024","Journal Article","Dental science reports","Usharani Thirunavukkarasu
U. Snekhalatha
V. Sowmya
Tahani Jaser Alahmadi","10.1038/s41598-024-64150-0","https://scispace.compdf/tongue-image-fusion-and-analysis-of-thermal-and-visible-2qpiv4z68p.pdf","Abstract The study aimed to achieve the following objectives: (1) to perform the fusion of thermal and visible tongue images with various fusion rules of discrete wavelet transform (DWT) to classify diabetes and normal subjects; (2) to obtain the statistical features in the required region of interest from the tongue image before and after fusion; (3) to distinguish the healthy and diabetes using fused tongue images based on deep and machine learning algorithms. The study participants comprised of 80 normal subjects and age- and sex-matched 80 diabetes patients. The biochemical tests such as fasting glucose, postprandial, Hba1c are taken for all the participants. The visible and thermal tongue images are acquired using digital single lens reference camera and thermal infrared cameras, respectively. The digital and thermal tongue images are fused based on the wavelet transform method. Then Gray level co-occurrence matrix features are extracted individually from the visible, thermal, and fused tongue images. The machine learning classifiers and deep learning networks such as VGG16 and ResNet50 was used to classify the normal and diabetes mellitus. Image quality metrics are implemented to compare the classifiers’ performance before and after fusion. Support vector machine outperformed the machine learning classifiers, well after fusion with an accuracy of 88.12% compared to before the fusion process (Thermal-84.37%; Visible-63.1%). VGG16 produced the classification accuracy of 94.37% after fusion and attained 90.62% and 85% before fusion of individual thermal and visible tongue images, respectively. Therefore, this study results indicates that fused tongue images might be used as a non-contact elemental tool for pre-screening type II diabetes mellitus. ","Fusion and analysis of tongue images in diabetes mellitus using machine learning techniques for pre-screening purposes. The study achieved high classification accuracy using fused tongue images and deep learning algorithms."
"Multi-Feature Complementary Learning for Diabetes Mellitus Detection Using Pulse Signals","https://scispace.com/paper/multi-feature-complementary-learning-for-diabetes-mellitus-5aysaxdf","2022","Journal Article","IEEE Journal of Biomedical and Health Informatics","Chaoxun Guo
Zhixing Jiang
David Zhang","10.1109/JBHI.2022.3198792","","Computational pulse diagnosis is a convenient, non-invasive, and effective Diabetes Mellitus (DM) detection technique. Generally, diverse pulse features are extracted from different views to represent pulse signals and then used for achieving the pulse diagnosis. However, current pulse-based DM detection methods only used one pulse feature for detection, ignoring the fact that diverse pulse features can be combined together to boost the diagnosis performance. To this end, we propose a novel Multi-Feature Complementary Learning (MFCL) model for DM detection. By designing feature-specific projections, multiple features are separately projected into a shared observation space and effectively fused into one vector. Besides, a mapping function is built to correlate the fused vectors to category labels to make the fused vectors suitable for classification. Inspired by the graph Laplacian matrix, which effectively preserves the correlations among samples from different categories, we integrate it in MFCL and design a discriminative prior to make the fused vectors sufficiently discriminative. Finally, an optimization algorithm is proposed to alternatively optimize the projection variables and then generate fused feature vectors. The proposed method reaches an accuracy of 92.85% in DM detection, outperforming state-of-the-art methods.","A novel Multi-Feature Complementary Learning (MFCL) model is proposed for DM detection that effectively preserves the correlations among samples from different categories and reaches an accuracy of 92.85% in DM detection, outperforming state-of-the-art methods."
"Leveraging the future of diagnosis and management of diabetes: From old indexes to new technologies","https://scispace.com/paper/leveraging-the-future-of-diagnosis-and-management-of-1asuuet4","2022","Journal Article","European Journal of Clinical Investigation","Maria João Meneses
Rita S. Patarrão
Tomás Pinheiro
Inês Coelho
Nuno Carriço
Ana C. Marques
Artur Romão
João Miguel Casanova Nabais
Elvira Fortunato
João Filipe Raposo
Maria Paula Macedo","10.1111/eci.13934","https://doi.org/10.1111/eci.13934","Diabetes is a heterogeneous and multifactorial disease. However, glycemia and glycated hemoglobin have been the focus of diabetes diagnosis and management for the last decades. As diabetes management goes far beyond glucose control, it has become clear that assessment of other biochemical parameters gives a much wider view of the metabolic state of each individual, enabling a precision medicine approach.","In this article , it has become clear that assessment of other biochemical parameters gives a much wider view of the metabolic state of each individual, enabling a precision medicine approach to diagnose and manage diabetes."
"Glu-ensemble: An ensemble deep learning framework for blood glucose forecasting in type 2 diabetes patients","https://scispace.com/paper/glu-ensemble-an-ensemble-deep-learning-framework-for-blood-56deng01hc","2024","Journal Article","Heliyon","Yechan Han
Dae-Yeon Kim
Jiyoung Woo
Jaeyun Kim","10.1016/j.heliyon.2024.e29030","","<h2>Abstract</h2> Diabetes is a chronic metabolic disorder characterized by elevated blood glucose levels, posing significant health risks such as cardiovascular disease, and nerve, kidney, and eye damage. Effective management of blood glucose is essential for individuals with diabetes to mitigate these risks. This study introduces the Glu-Ensemble, a deep learning framework designed for precise blood glucose forecasting in patients with type 2 diabetes. Unlike other predictive models, Glu-Ensemble addresses challenges related to small sample sizes, data quality issues, reliance on strict statistical assumptions, and the complexity of models. It enhances prediction accuracy and model generalizability by utilizing larger datasets and reduces bias inherent in many predictive models. The framework's unified approach, as opposed to patient-specific models, eliminates the need for initial calibration time, facilitating immediate blood glucose predictions for new patients. The obtained results indicate that Glu-Ensemble surpasses traditional methods in accuracy, as measured by root mean square error, mean absolute error, and error grid analysis. The Glu-Ensemble framework emerges as a promising tool for blood glucose level prediction in type 2 diabetes patients, warranting further investigation in clinical settings for its practical application. ","The Glu-Ensemble framework emerges as a promising tool for blood glucose level prediction in type 2 diabetes patients, warranting further investigation in clinical settings for its practical application."
"F-DARTS: Foveated Differentiable Architecture Search Based Multimodal Medical Image Fusion.","https://scispace.com/paper/f-darts-foveated-differentiable-architecture-search-based-2eppk8zg","2023","Journal Article","IEEE Transactions on Medical Imaging","Shaozhuang Ye
Tuo Wang
Mingyu Ding
Luming Zhang","10.1109/TMI.2023.3283517","","Multimodal medical image fusion (MMIF) is highly significant in such fields as disease diagnosis and treatment. The traditional MMIF methods are difficult to provide satisfactory fusion accuracy and robustness due to the influence of such possible human-crafted components as image transform and fusion strategies. Existing deep learning based fusion methods are generally difficult to ensure image fusion effect due to the adoption of a human-designed network structure and a relatively simple loss function and the ignorance of human visual characteristics during weight learning. To address these issues, we have presented the foveated differentiable architecture search (F-DARTS) based unsupervised MMIF method. In this method, the foveation operator is introduced into the weight learning process to fully explore human visual characteristics for the effective image fusion. Meanwhile, a distinctive unsupervised loss function is designed for network training by integrating mutual information, sum of the correlations of differences, structural similarity and edge preservation value. Based on the presented foveation operator and loss function, an end-to-end encoder-decoder network architecture will be searched using the F-DARTS to produce the fused image. Experimental results on three multimodal medical image datasets demonstrate that the F-DARTS performs better than several traditional and deep learning based fusion methods by providing visually superior fused results and better objective evaluation metrics.","Zhang et al. as discussed by the authors proposed a foveated differentiable architecture search (F-DARTS) based unsupervised multimodal medical image fusion method, where the foveation operator is introduced into the weight learning process to fully explore human visual characteristics for the effective image fusion."
