"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"Addressing fairness in artificial intelligence for medical imaging","https://scispace.com/paper/addressing-fairness-in-artificial-intelligence-for-medical-10drnbjj","2022","Journal Article","Nature Communications","María Agustina Ricci Lara
Rodrigo Echeveste
Enzo Ferrante","10.1038/s41467-022-32186-3","https://www.nature.com/articles/s41467-022-32186-3.pdf","… Here we discuss the meaning of fairness in this area and … started to deploy such tools in clinical practice 1 . These systems … , clinical trials aimed at evaluating medical AI systems have …","A plethora of work has shown that AI systems can systematically and unfairly be biased against certain populations in multiple scenarios. The field of medical imaging, where AI systems are beginning to be increasingly adopted, is no exception. Here we discuss the meaning of fairness in this area and comment on the potential sources of biases, as well as the strategies available to mitigate them. Finally, we analyze the current state of the field, identifying strengths and highlighting areas of vacancy, challenges and opportunities that lie ahead. "
"Equity in essence: a call for operationalising fairness in machine learning for healthcare","https://scispace.com/paper/equity-in-essence-a-call-for-operationalising-fairness-in-3wfp5bozfw","2021","Journal Article","","Judy Wawira Gichoya
Judy Wawira Gichoya
Liam G. McCoy
Leo Anthony Celi
Leo Anthony Celi
Marzyeh Ghassemi","10.1136/BMJHCI-2020-100289","https://pmc.ncbi.nlm.nih.gov/articles/PMC8733939/pdf/bmjhci-2020-100289.pdf","… the inclusion of fairness in recent guidelines for MLHC model reporting, clinical trials and … Checklist for Artificial Intelligence in Medical Imaging 31 Bias discussed, but not clearly in …","Machine learning for healthcare (MLHC) is at the juncture of leaping from the pages of journals and conference proceedings to clinical implementation at the bedside. Succeeding in this endeavour requires the synthesis of insights from both the machine learning and healthcare domains, in order to"
"Understanding and mitigating bias in imaging artificial intelligence","https://scispace.com/paper/understanding-and-mitigating-bias-in-imaging-artificial-32w7uwa1uq","2024","Journal Article","Radiographics","Ali S. Tejani
Yee Seng Ng
Y. Xi
Jesse C Rayan","10.1148/rg.230067","https://pubs.rsna.org/doi/pdf/10.1148/rg.230067","… Identifying sources of bias in AI requires evaluation beyond pixel data in medical imaging, … predictions, amplifying associated clinical bias inherent to a given clinical problem or dataset …","Artificial intelligence (AI) algorithms are prone to bias at multiple stages of model development, with potential for exacerbating health disparities. However, bias in imaging AI is a complex topic that encompasses multiple coexisting definitions. Bias may refer to unequal preference to a person or group owing to preexisting attitudes or beliefs, either intentional or unintentional. However, cognitive bias refers to systematic deviation from objective judgment due to reliance on heuristics, and statistical bias refers to differences between true and expected values, commonly manifesting as systematic error in model prediction (ie, a model with output unrepresentative of real-world conditions). Clinical decisions informed by biased models may lead to patient harm due to action on inaccurate AI results or exacerbate health inequities due to differing performance among patient populations. However, while inequitable bias can harm patients in this context, a mindful approach leveraging equitable bias can address underrepresentation of minority groups or rare diseases. Radiologists should also be aware of bias after AI deployment such as automation bias, or a tendency to agree with automated decisions despite contrary evidence. Understanding common sources of imaging AI bias and the consequences of using biased models can guide preventive measures to mitigate its impact. Accordingly, the authors focus on sources of bias at stages along the imaging machine learning life cycle, attempting to simplify potentially intimidating technical terminology for general radiologists using AI tools in practice or collaborating with data scientists and engineers for AI tool development. The authors review definitions of bias in AI, describe common sources of bias, and present recommendations to guide quality control measures to mitigate the impact of bias in imaging AI. Understanding the terms featured in this article will enable a proactive approach to identifying and mitigating bias in imaging AI. Published under a CC BY 4.0 license. Test Your Knowledge questions for this article are available in the supplemental material. See the invited commentary by Rouzrokh and Erickson in this issue."
"A survey of recent methods for addressing AI fairness and bias in biomedicine","https://scispace.com/paper/a-survey-of-recent-methods-for-addressing-ai-fairness-and-2mqh0ksyfa","2024","Journal Article","arXiv.org","Yifan Yang
Ming Chi Lin
Han Zhao
Yifan Peng
Furong Huang
Zhiyong Lu","10.48550/arxiv.2402.08250","https://www.sciencedirect.com/science/article/am/pii/S1532046424000649","… of AI models in clinical settings. To mitigate bias concerns during model development, we … and adversarial learning, that have been applied in the biomedical domain to address bias. …","Artificial intelligence (AI) systems have the potential to revolutionize clinical practices, including improving diagnostic accuracy and surgical decision-making, while also reducing costs and manpower. However, it is important to recognize that these systems may perpetuate social inequities or demonstrate biases, such as those based on race or gender. Such biases can occur before, during, or after the development of AI models, making it critical to understand and address potential biases to enable the accurate and reliable application of AI models in clinical settings. To mitigate bias concerns during model development, we surveyed recent publications on different debiasing methods in the fields of biomedical natural language processing (NLP) or computer vision (CV). Then we discussed the methods that have been applied in the biomedical domain to address bias. We performed our literature search on PubMed, ACM digital library, and IEEE Xplore of relevant articles published between January 2018 and December 2023 using multiple combinations of keywords. We then filtered the result of 10,041 articles automatically with loose constraints, and manually inspected the abstracts of the remaining 890 articles to identify the 55 articles included in this review. Additional articles in the references are also included in this review. We discuss each method and compare its strengths and weaknesses. Finally, we review other potential methods from the general domain that could be applied to biomedicine to address bias and improve fairness.The bias of AIs in biomedicine can originate from multiple sources. Existing debiasing methods that focus on algorithms can be categorized into distributional or algorithmic."
"Medical AI and contextual bias","https://scispace.com/paper/medical-ai-and-contextual-bias-4fyt7p7ts5","2019","Posted Content","Social Science Research Network","Price
W. Nicholson","","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=3347890","… Diabetic retinopathy is a condition wherein diabetes causes loss of small blood vessels in … The current standard of care is for patients with diabetes to visit an ophthalmologist yearly to …","Artificial intelligence will transform medicine. One particularly attractive possibility is the democratization of medical expertise. If black-box medical algorithms can be trained to match the performance of high-level human experts — to identify malignancies as well as trained radiologists, to diagnose diabetic retinopathy as well as board-certified ophthalmologists, or to recommend tumor-specific courses of treatment as well as top-ranked oncologists — then those algorithms could be deployed in medical settings where human experts are not available, and patients could benefit. 

But there is a problem with this vision. Privacy law, malpractice, insurance reimbursement, and FDA approval standards all encourage developers to train medical AI in high-resource contexts, such as academic medical centers. And put simply, care is different in high-resource settings than it is in low-resource settings such as community health centers or rural providers in less-developed countries. Patient populations differ, as do the resources available to administer treatment and the resources available to pay for that treatment. This development pattern will lead to decreases in the quality of the algorithm’s recommendations, reflected in problematic care and increased costs. Perniciously, such quality problems in low-resource contexts are likely to go unrecognized for exactly the same reasons that promote algorithmic training in high-resource contexts.

Solutions are not trivial. Labeling products the same way that drugs are labeled is unlikely to work, and truly addressing the problem may require a combination of public investment in data to train medical AI and regulatory requirements for cross-context validation. Nevertheless, if black-box medicine is to achieve its goal of bringing excellent medicine to broad sets of patients, the problem of contextual bias should be recognized and addressed sooner rather than later."
"AI recognition of patient race in medical imaging: a modelling study","https://scispace.com/paper/ai-recognition-of-patient-race-in-medical-imaging-a-3tvqeogg","2022","Journal Article","The Lancet Digital Health","Judy Wawira Gichoya
Imon Banerjee
Ananth Reddy Bhimireddy
John L. Burns
Leo Anthony Celi
Li-Ching Chen
Ramon Correa
Natalie Dullerud
Marzyeh Ghassemi
Po-Chih Kuo
Matthew P. Lungren
Lyle J. Palmer
Brandon Price
Saptarshi Purkayastha
Ayis Pyrros
Lauren Oakden-Rayner
Chima Okechukwu
Laleh Seyyed-Kalantari
Hari Trivedi
Ryan Wang
Z. Zaiman
Haoran Zhang","10.1016/S2589-7500(22)00063-2","http://www.thelancet.com/article/S2589750022000632/pdf","… effects of societal bias and environmental stress on race outcomes from medical imaging data, … was generalised across different clinical environments, medical imaging modalities, and …",""
"Fairness of artificial intelligence in healthcare: review and recommendations","https://scispace.com/paper/svhe7rwEWvEJ","","","","D Ueda
T Kakinuma
S Fujita
K Kamagata","","https://link.springer.com/content/pdf/10.1007/s11604-023-01474-3.pdf","… fairness in the clinical integration of artificial intelligence (AI) in the medical field. As the clinical … guidelines for responsibility and accountability in healthcare AI must be established. This …",""
"Artificial intelligence bias in medical system designs: a systematic review","https://scispace.com/paper/artificial-intelligence-bias-in-medical-system-designs-a-492a5ulcww","2023","Journal Article","Multimedia Tools and Applications","Ashish Kumar
Vivekanand Aelgani
Rubeena Vohra
Suneet K. Gupta
Mrinalini Bhagawati
Sudip Paul
Luca Saba
Neha A. Suri
Narendra N. Khanna
John R. Laird
Amer M. Johri
Manudeep S. Kalra
Mostafa M. Fouda
Mostafa Fatemi
Subbaram Naidu
Jasjit S. Suri","10.1007/s11042-023-16029-x","","… Bias in AI in medical Imaging”, and “Addressing Bias in AI in Medical Imaging, data bias, demographics bias… to restrict the negative impact of bias on the AI clinical models. The data …","Inherent bias in the artificial intelligence (AI)-model brings inaccuracies and variabilities during clinical deployment of the model. It is challenging to recognize the source of bias in AI-model due to variations in datasets and black box nature of system design. Additionally, there is no distinct process to identify the potential source of bias in the AI-model. To the best of our knowledge, this is the first review of its kind that addresses the bias in AI-model by categorizing 48 studies into three classes, namely, point-based, image-based, and hybrid-based AI-models. Selection strategy using PRISMA is adopted to select the 72 crucial AI studies for identifying bias in AI models. Using the three classes, bias is identified in these studies based on 44 critical AI attributes. Bias in the AI-models is computed by analytical, butterfly, and ranking-based bias models. These bias models were evaluated using two experts and compared using variability analysis. AI-studies that lacked sufficient AI-attributes are more prone to risk-of-bias (RoB) in all three classes. Studies with high RoB loses fins in the butterfly model. It has been analyzed that the majority of the studies in healthcare suffer from data bias and algorithmic bias due to incomplete specifications mentioned in the design protocol and weak AI design exploited for prediction. "
"Considerations for addressing bias in artificial intelligence for health equity","https://scispace.com/paper/considerations-for-addressing-bias-in-artificial-v8lpjq2jja","2023","","npj digital medicine","Michael D Abràmoff
Michelle E. Tarver
Nilsa Loyo-Berrios
Sylvia Trujillo
Danton Char
Ziad Obermeyer
Malvina B. Eydelman
William H Maisel","10.1038/s41746-023-00913-9","https://www.nature.com/articles/s41746-023-00913-9.pdf","… ) framework for healthcare AI/ML, describing the sources and impacts of undesirable bias in AI… such as sensitivity, specificity, or clinical outcome, while for the principle of equity, it can be …","Abstract Health equity is a primary goal of healthcare stakeholders: patients and their advocacy groups, clinicians, other providers and their professional societies, bioethicists, payors and value based care organizations, regulatory agencies, legislators, and creators of artificial intelligence/machine learning (AI/ML)-enabled medical devices. Lack of equitable access to diagnosis and treatment may be improved through new digital health technologies, especially AI/ML, but these may also exacerbate disparities, depending on how bias is addressed. We propose an expanded Total Product Lifecycle (TPLC) framework for healthcare AI/ML, describing the sources and impacts of undesirable bias in AI/ML systems in each phase, how these can be analyzed using appropriate metrics, and how they can be potentially mitigated. The goal of these “Considerations” is to educate stakeholders on how potential AI/ML bias may impact healthcare outcomes and how to identify and mitigate inequities; to initiate a discussion between stakeholders on these issues, in order to ensure health equity along the expanded AI/ML TPLC framework, and ultimately, better health outcomes for all. "
"The need for ethnoracial equity in artificial intelligence for diabetes management: review and recommendations","https://scispace.com/paper/the-need-for-ethnoracial-equity-in-artificial-intelligence-4qij1xhh5z","2021","Journal Article","Journal of Medical Internet Research","Quynh Pham
Anissa Gamble
Jason Hearn
Jason Hearn
Joseph A Cafazzo
Joseph A Cafazzo","10.2196/22320","https://scispace.com/pdf/the-need-for-ethnoracial-equity-in-artificial-intelligence-4qij1xhh5z.pdf","… Given the clear ethnic and racial differences in diabetes … assess ethnoracial equity in research describing AI-based diabetes … Future accounts of the infancy of diabetes AI must reflect our …","There is clear evidence to suggest that diabetes does not affect all populations equally Among adults living with diabetes, those from ethnoracial minority communities—foreign-born, immigrant, refugee, and culturally marginalized—are at increased risk of poor health outcomes Artificial intelligence (AI) is actively being researched as a means of improving diabetes management and care; however, several factors may predispose AI to ethnoracial bias To better understand whether diabetes AI interventions are being designed in an ethnoracially equitable manner, we conducted a secondary analysis of 141 articles included in a 2018 review by Contreras and Vehi entitled “Artificial Intelligence for Diabetes Management and Decision Support: Literature Review” Two members of our research team independently reviewed each article and selected those reporting ethnoracial data for further analysis Only 10 articles (71%) were ultimately selected for secondary analysis in our case study Of the 131 excluded articles, 118 (901%) failed to mention participants’ ethnic or racial backgrounds The included articles reported ethnoracial data under various categories, including race (n=6), ethnicity (n=2), race/ethnicity (n=3), and percentage of Caucasian participants (n=1) Among articles specifically reporting race, the average distribution was 695% White, 171% Black, and 37% Asian Only 2 articles reported inclusion of Native American participants Given the clear ethnic and racial differences in diabetes biomarkers, prevalence, and outcomes, the inclusion of ethnoracial training data is likely to improve the accuracy of predictive models Such considerations are imperative in AI-based tools, which are predisposed to negative biases due to their black-box nature and proneness to distributional shift Based on our findings, we propose a short questionnaire to assess ethnoracial equity in research describing AI-based diabetes interventions At this unprecedented time in history, AI can either mitigate or exacerbate disparities in health care Future accounts of the infancy of diabetes AI must reflect our early and decisive action to confront ethnoracial inequities before they are coded into our systems and perpetuate the very biases we aim to eliminate If we take deliberate and meaningful steps now toward training our algorithms to be ethnoracially inclusive, we can architect innovations in diabetes care that are bound by the diverse fabric of our society"
