"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"Deep multimodal data fusion","https://scispace.com/paper/deep-multimodal-data-fusion-22wi8wubfc","2024","Journal Article","ACM Computing Surveys","Baocheng Geng","10.1145/3649447","https://dl.acm.org/doi/pdf/10.1145/3649447","… field, more and more applications rely on the fusion of medical … data fusion has entered the stage of deep learning in an all-around way. Deep learning-based multimodal data fusion …","Multimodal Artificial Intelligence (Multimodal AI), in general, involves various types of data (e.g., images, texts, or data collected from different sensors), feature engineering (e.g., extraction, combination/fusion), and decision-making (e.g., majority vote). As architectures become more and more sophisticated, multimodal neural networks can integrate feature extraction, feature fusion, and decision-making processes into one single model. The boundaries between those processes are increasingly blurred. The conventional multimodal data fusion taxonomy (e.g., early/late fusion), based on which the fusion occurs in, is no longer suitable for the modern deep learning era. Therefore, based on the main-stream techniques used, we propose a new fine-grained taxonomy grouping the state-of-the-art (SOTA) models into five classes: Encoder-Decoder methods, Attention Mechanism methods, Graph Neural Network methods, Generative Neural Network methods, and other Constraint-based methods. Most existing surveys on multimodal data fusion are only focused on one specific task with a combination of two specific modalities. Unlike those, this survey covers a broader combination of modalities, including Vision + Language (e.g., videos, texts), Vision + Sensors (e.g., images, LiDAR), etc., and their corresponding tasks (e.g., video captioning, object detection). Moreover, a comparison among these methods is provided, as well as challenges and future directions in this area."
"Reviewing multimodal machine learning and its use in cardiovascular diseases detection","https://scispace.com/paper/reviewing-multimodal-machine-learning-and-its-use-in-b9b7f5x2","2023","Journal Article","Electronics","Mohammad Moshawrab
Mehdi Adda
Abdenour Bouzouane
Hussein Ibrahim
Ali Raad","10.3390/electronics12071558","https://scispace.com/pdf/reviewing-multimodal-machine-learning-and-its-use-in-b9b7f5x2.pdf","… study, Multimodal Machine Learning has been explored, along with the data fusion concept, which … To fully deliver on their promise to improve healthcare, Multimodal Machine Learning …","Machine Learning (ML) and Deep Learning (DL) are derivatives of Artificial Intelligence (AI) that have already demonstrated their effectiveness in a variety of domains, including healthcare, where they are now routinely integrated into patients’ daily activities. On the other hand, data heterogeneity has long been a key obstacle in AI, ML and DL. Here, Multimodal Machine Learning (Multimodal ML) has emerged as a method that enables the training of complex ML and DL models that use heterogeneous data in their learning process. In addition, Multimodal ML enables the integration of multiple models in the search for a single, comprehensive solution to a complex problem. In this review, the technical aspects of Multimodal ML are discussed, including a definition of the technology and its technical underpinnings, especially data fusion. It also outlines the differences between this technology and others, such as Ensemble Learning, as well as the various workflows that can be followed in Multimodal ML. In addition, this article examines in depth the use of Multimodal ML in the detection and prediction of Cardiovascular Diseases, highlighting the results obtained so far and the possible starting points for improving its use in the aforementioned field. Finally, a number of the most common problems hindering the development of this technology and potential solutions that could be pursued in future studies are outlined."
"A comprehensive review on synergy of multi-modal data and ai technologies in medical diagnosis","https://scispace.com/paper/a-comprehensive-review-on-synergy-of-multi-modal-data-and-ai-3jbhll6xta","2024","Journal Article","Bioengineering","Xi Xu
Jianqiang Li
Zhichao Zhu
Linna Zhao
Huina Wang
Changwei Song
Yining Chen
Qing Zhao
Jijiang Yang
Yan Pei","10.3390/bioengineering11030219","","… those leveraging machine learning and deep learning techniques. These methodologies play a pivotal role in extracting discernible features from multi-modal medical data and have …","Disease diagnosis represents a critical and arduous endeavor within the medical field. Artificial intelligence (AI) techniques, spanning from machine learning and deep learning to large model paradigms, stand poised to significantly augment physicians in rendering more evidence-based decisions, thus presenting a pioneering solution for clinical practice. Traditionally, the amalgamation of diverse medical data modalities (e.g., image, text, speech, genetic data, physiological signals) is imperative to facilitate a comprehensive disease analysis, a topic of burgeoning interest among both researchers and clinicians in recent times. Hence, there exists a pressing need to synthesize the latest strides in multi-modal data and AI technologies in the realm of medical diagnosis. In this paper, we narrow our focus to five specific disorders (Alzheimer's disease, breast cancer, depression, heart disease, epilepsy), elucidating advanced endeavors in their diagnosis and treatment through the lens of artificial intelligence. Our survey not only delineates detailed diagnostic methodologies across varying modalities but also underscores commonly utilized public datasets, the intricacies of feature engineering, prevalent classification models, and envisaged challenges for future endeavors. In essence, our research endeavors to contribute to the advancement of diagnostic methodologies, furnishing invaluable insights for clinical decision making. "
"Fusion of medical imaging and electronic health records using deep learning: a systematic review and implementation guidelines","https://scispace.com/paper/fusion-of-medical-imaging-and-electronic-health-records-2qnwm494ez","2020","Journal Article","","Shih-Cheng Huang
Anuj Pareek
Saeed Seyyedi
Imon Banerjee
Imon Banerjee
Matthew P. Lungren","10.1038/S41746-020-00341-Z","https://www.nature.com/articles/s41746-020-00341-z.pdf","… work applying multimodal deep learning fusion techniques that combine medical imaging with clinical data. We propose consistent terminology for multimodal fusion techniques and …","Advancements in deep learning techniques carry the potential to make significant contributions to healthcare, particularly in fields that utilize medical imaging for diagnosis, prognosis, and treatment decisions. The current state-of-the-art deep learning models for radiology applications consider only pixel-value information without data informing clinical context. Yet in practice, pertinent and accurate non-imaging data based on the clinical history and laboratory data enable physicians to interpret imaging findings in the appropriate clinical context, leading to a higher diagnostic accuracy, informative clinical decision making, and improved patient outcomes. To achieve a similar goal using deep learning, medical imaging pixel-based models must also achieve the capability to process contextual data from electronic health records (EHR) in addition to pixel data. In this paper, we describe different data fusion techniques that can be applied to combine medical imaging with EHR, and systematically review medical data fusion literature published between 2012 and 2020. We conducted a systematic search on PubMed and Scopus for original research articles leveraging deep learning for fusion of multimodality data. In total, we screened 985 studies and extracted data from 17 papers. By means of this systematic review, we present current knowledge, summarize important results and provide implementation guidelines to serve as a reference for researchers interested in the application of multimodal fusion in medical imaging."
"Deep multimodal fusion of image and non-image data in disease diagnosis and prognosis: a review","https://scispace.com/paper/deep-multimodal-fusion-of-image-and-non-image-data-in-21529rl8","2022","Journal Article","Progress in Biomedical Engineering","Can Cui
Haichun Yang
Yaohong Wang
Shilin Zhao
Zuhayr Asad
Lori A. Coburn
Keith T. Wilson
Bennett A. Landman
Yuankai Huo","10.1088/2516-1091/acc2fe","https://iopscience.iop.org/article/10.1088/2516-1091/acc2fe/pdf","… , an increasingly large amount of deep learning-based solutions has been developed for multimodal learning in medical applications. Deep learning includes high-level abstraction of …","The rapid development of diagnostic technologies in healthcare is leading to higher requirements for physicians to handle and integrate the heterogeneous, yet complementary data that are produced during routine practice. For instance, the personalized diagnosis and treatment planning for a single cancer patient relies on various images (e.g. radiology, pathology and camera images) and non-image data (e.g. clinical data and genomic data). However, such decision-making procedures can be subjective, qualitative, and have large inter-subject variabilities. With the recent advances in multimodal deep learning technologies, an increasingly large number of efforts have been devoted to a key question: how do we extract and aggregate multimodal information to ultimately provide more objective, quantitative computer-aided clinical decision making? This paper reviews the recent studies on dealing with such a question. Briefly, this review will include the (a) overview of current multimodal learning workflows, (b) summarization of multimodal fusion methods, (c) discussion of the performance, (d) applications in disease diagnosis and prognosis, and (e) challenges and future directions."
"Multimodal fusion-based deep learning network for effective diagnosis of Alzheimer's disease","https://scispace.com/paper/multimodal-fusion-based-deep-learning-network-for-effective-2hsr78re","2022","Journal Article","IEEE MultiMedia","Shubham Dwivedi
Tripti Goel
M. Hassan Tanveer
R. Bala Murugan","10.1109/mmul.2022.3156471","","… However, the metabolic and structural data fusion can provide a holistic view of AD-staging analysis. To achieve this objective, a novel multimodal fusion-based method is proposed in …","Alzheimer’s disease (AD) is a prevalent, irreversible, chronic, and degenerative disorder whose diagnosis at the prodromal stage is critical. Mostly, single modality data, such as magnetic resonance imaging (MRI) or positron emission tomography (PET), are used to make predictions in AD studies. However, the metabolic and structural data fusion can provide a holistic view of AD-staging analysis. To achieve this objective, a novel multimodal fusion-based method is proposed in this article. An optimal fusion of MRI and PET is achieved by harnessing demon algorithm and discrete wavelet transform. Finally, the fused image features are extracted using ResNet-50, and these features are classified using robust energy least square twin support vector machine classifier. Experiments on the AD neuroimaging initiative dataset show descent accuracy of 97%, 94%, and 97.5% for cognitive normal (CN) versus AD, CN versus mild cognitive impairment (MCI), and AD versus MCI, respectively. The proposed model will be beneficial for health professionals in accurately diagnosing AD at an early stage."
"A review: Deep learning for medical image segmentation using multi-modality fusion","https://scispace.com/paper/a-review-deep-learning-for-medical-image-segmentation-using-rtndcrh5uw","2020","Journal Article","arXiv: Image and Video Processing","Tongxue Zhou
Tongxue Zhou
Su Ruan
Stéphane Canu","10.1016/J.ARRAY.2019.100004","https://arxiv.org/pdf/2004.10664.pdf","… overview of deep learning-based approaches for multi-modal medical image … deep learning and multi-modal medical image segmentation. Secondly, we present different deep learning …","Multi-modality is widely used in medical imaging, because it can provide multiinformation about a target (tumor, organ or tissue). Segmentation using multimodality consists of fusing multi-information to improve the segmentation. Recently, deep learning-based approaches have presented the state-of-the-art performance in image classification, segmentation, object detection and tracking tasks. Due to their self-learning and generalization ability over large amounts of data, deep learning recently has also gained great interest in multi-modal medical image segmentation. In this paper, we give an overview of deep learning-based approaches for multi-modal medical image segmentation task. Firstly, we introduce the general principle of deep learning and multi-modal medical image segmentation. Secondly, we present different deep learning network architectures, then analyze their fusion strategies and compare their results. The earlier fusion is commonly used, since it's simple and it focuses on the subsequent segmentation network architecture. However, the later fusion gives more attention on fusion strategy to learn the complex relationship between different modalities. In general, compared to the earlier fusion, the later fusion can give more accurate result if the fusion method is effective enough. We also discuss some common problems in medical image segmentation. Finally, we summarize and provide some perspectives on the future research."
"A review of the application of multi-modal deep learning in medicine: bibliometrics and future directions","https://scispace.com/paper/a-review-of-the-application-of-multi-modal-deep-learning-in-2w382292","2023","Journal Article","International Journal of Computational Intelligence Systems","Ke Zuo
Yuan Liu
Zhengbin Pang","10.1007/s44196-023-00225-6","https://link.springer.com/content/pdf/10.1007/s44196-023-00225-6.pdf","… Multi-modal medical data fusion based on deep learning can … applicability in diagnosis and medical evaluation, and provide … of deep learning to perform multi-modal medical data and …","Abstract In recent years, deep learning has been applied in the field of clinical medicine to process large-scale medical images, for large-scale data screening, and in the diagnosis and efficacy evaluation of various major diseases. Multi-modal medical data fusion based on deep learning can effectively extract and integrate characteristic information of different modes, improve clinical applicability in diagnosis and medical evaluation, and provide quantitative analysis, real-time monitoring, and treatment planning. This study investigates the performance of existing multi-modal fusion pre-training algorithms and medical multi-modal fusion methods and compares their key characteristics, such as supported medical data, diseases, target samples, and implementation performance. Additionally, we present the main challenges and goals of the latest trends in multi-modal medical convergence. To provide a clearer perspective on new trends, we also analyzed relevant papers on the Web of Science. We obtain some meaningful results based on the annual development trends, country, institution, and journal-level research, highly cited papers, and research directions. Finally, we perform co-authorship analysis, co-citation analysis, co-occurrence analysis, and bibliographic coupling analysis using the VOSviewer software. "
"A review of deep learning-based information fusion techniques for multimodal medical image classification","https://scispace.com/paper/a-review-of-deep-learning-based-information-fusion-4o6pxnifr9","2024","","Computers in Biology and Medicine","Yi-Hsuan Li
Mostafa El Habib Daho
P. Conze
Rachid Zeghlache
Hugo Le Boit'e
Ramin Tadayoni
Béatrice Cochener
Mathieu Lamard
Gwenole Quellec","10.1016/j.compbiomed.2024.108635","https://www.sciencedirect.com/science/article/am/pii/S0010482524007200","… deep learning-based multimodal fusion techniques have emerged as powerful tools for improving medical … in deep learning-based multimodal fusion for medical classification tasks. We …","Multimodal medical imaging plays a pivotal role in clinical diagnosis and research, as it combines information from various imaging modalities to provide a more comprehensive understanding of the underlying pathology. Recently, deep learning-based multimodal fusion techniques have emerged as powerful tools for improving medical image classification. This review offers a thorough analysis of the developments in deep learning-based multimodal fusion for medical classification tasks. We explore the complementary relationships among prevalent clinical modalities and outline three main fusion schemes for multimodal classification networks: input fusion, intermediate fusion (encompassing single-level fusion, hierarchical fusion, and attention-based fusion), and output fusion. By evaluating the performance of these fusion techniques, we provide insight into the suitability of different network architectures for various multimodal fusion scenarios and application domains. Furthermore, we delve into challenges related to network architecture selection, handling incomplete multimodal data management, and the potential limitations of multimodal fusion. Finally, we spotlight the promising future of Transformer-based multimodal fusion techniques and give recommendations for future research in this rapidly evolving field. "
"Fedsepsis: A federated multi-modal deep learning-based internet of medical things application for early detection of sepsis from electronic health records …","https://scispace.com/paper/QcktJsbvRBMJ","","","","MU Alam
R Rahmani","","","… We incorporate several cutting-edge deep learning techniques for the prediction and natural… machine learning mechanism is essential to building such a practical internet of medical …",""
