"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"Diagnosis of diabetes using machine learning algorithms","https://scispace.com/paper/diagnosis-of-diabetes-using-machine-learning-algorithms-124ww4ufig","2021","Journal Article","Materials Today: Proceedings","Fayroza Alaa Khaleel
Abbas M. Al-Bakry","10.1016/J.MATPR.2021.07.196","","… After preparing the data for modeling, we predict diabetes mellitus using three common machine learning classification algorithms. This section summarizes the three machine learning …",""
"Deep learning approach to diabetic retinopathy detection","https://scispace.com/paper/deep-learning-approach-to-diabetic-retinopathy-detection-25tw9plivn","2020","Posted Content","arXiv: Learning","Borys Tymchenko
Philip Marchenko
Dmitry Spodarets","","https://arxiv.org/pdf/2003.02261","… an automatic deep-learning-based method for stage detection of diabetic retinopathy by single … used as a screening method for early detection of diabetic retinopathy with sensitivity and …","Diabetic retinopathy is one of the most threatening complications of diabetes that leads to permanent blindness if left untreated. One of the essential challenges is early detection, which is very important for treatment success. Unfortunately, the exact identification of the diabetic retinopathy stage is notoriously tricky and requires expert human interpretation of fundus images. Simplification of the detection step is crucial and can help millions of people. Convolutional neural networks (CNN) have been successfully applied in many adjacent subjects, and for diagnosis of diabetic retinopathy itself. However, the high cost of big labeled datasets, as well as inconsistency between different doctors, impede the performance of these methods. In this paper, we propose an automatic deep-learning-based method for stage detection of diabetic retinopathy by single photography of the human fundus. Additionally, we propose the multistage approach to transfer learning, which makes use of similar datasets with different labeling. The presented method can be used as a screening method for early detection of diabetic retinopathy with sensitivity and specificity of 0.99 and is ranked 54 of 2943 competing methods (quadratic weighted kappa score of 0.925466) on APTOS 2019 Blindness Detection Dataset (13000 images)."
"Deep learning algorithms for detection of diabetic retinopathy in retinal fundus photographs: A systematic review and meta-analysis","https://scispace.com/paper/deep-learning-algorithms-for-detection-of-diabetic-tgk2trfo47","2020","Journal Article","Computer Methods and Programs in Biomedicine","Mohaimenul Islam
Hsuan Chia Yang
Tahmina Nasrin Poly
Wen-Shan Jian
Yu-Chuan Jack Li","10.1016/J.CMPB.2020.105320","","… Diabetic retinopathy (DR) is one of the leading causes of blindness globally. Earlier detection … Currently, deep learning (DL) approaches have offered better performance in detecting DR …",""
"Using deep learning architectures for detection and classification of diabetic retinopathy","https://scispace.com/paper/using-deep-learning-architectures-for-detection-and-3qsv3san","2023","Journal Article","Sensors","Cheena Mohanty
Biswaranjan Acharya
Fotios Kokkoras
Vassilis C. Gerogiannis
Ioannis Karamitsos
Andreas Kanavos","10.3390/s23125726","https://scispace.com/pdf/using-deep-learning-architectures-for-detection-and-3qsv3san.pdf","… grading of retinal images is time-consuming, prone to errors, and lacks patient-friendliness. In this study, we propose two deep learning … network, for DR detection and classification. To …","Diabetic retinopathy (DR) is a common complication of long-term diabetes, affecting the human eye and potentially leading to permanent blindness. The early detection of DR is crucial for effective treatment, as symptoms often manifest in later stages. The manual grading of retinal images is time-consuming, prone to errors, and lacks patient-friendliness. In this study, we propose two deep learning (DL) architectures, a hybrid network combining VGG16 and XGBoost Classifier, and the DenseNet 121 network, for DR detection and classification. To evaluate the two DL models, we preprocessed a collection of retinal images obtained from the APTOS 2019 Blindness Detection Kaggle Dataset. This dataset exhibits an imbalanced image class distribution, which we addressed through appropriate balancing techniques. The performance of the considered models was assessed in terms of accuracy. The results showed that the hybrid network achieved an accuracy of 79.50%, while the DenseNet 121 model achieved an accuracy of 97.30%. Furthermore, a comparative analysis with existing methods utilizing the same dataset revealed the superior performance of the DenseNet 121 network. The findings of this study demonstrate the potential of DL architectures for the early detection and classification of DR. The superior performance of the DenseNet 121 model highlights its effectiveness in this domain. The implementation of such automated methods can significantly improve the efficiency and accuracy of DR diagnosis, benefiting both healthcare providers and patients."
"A deep learning method for the detection of diabetic retinopathy","https://scispace.com/paper/a-deep-learning-method-for-the-detection-of-diabetic-27q28pebvp","2018","Proceedings Article","","Navoneel Chakrabarty","10.1109/UPCON.2018.8596839","https://www.researchgate.net/profile/Navoneel-Chakrabarty/publication/330506329_A_Deep_Learning_Method_for_the_detection_of_Diabetic_Retinopathy/links/5d259c92a6fdcc2462d07570/A-Deep-Learning-Method-for-the-detection-of-Diabetic-Retinopathy.pdf","… Deep Learning approach to Diabetic Retinopathy via Convolutional Neural Network and designing a typical CNN … reached by any Automated Diabetic Retinopathy Detection Model. The …","Many Diabetic patients suffer from a medical condition in the retina of the eye known as Diabetic Retinopathy. The main cause of Diabetic Retinopathy is high blood sugar levels over a long period of time in the retina known as Diabetes Mellitus. The primary goal is to automatically classify patients having diabetic retinopathy and not having the same, given any High-Resolution Fundus Image of the Retina. For that an initial image processing has been done on the images which includes mainly, conversion of coloured (RGB) images into perfect greyscale and resizing it. Then, a Deep Learning Approach is applied in which the processed image is fed into a Convolutional Neural Network to predict whether the patient is diabetic or not. This methodology is applied on a dataset of 30 High Resolution Fundus Images of the retina. The results, so obtained are a 100 % predictive accuracy and a Sensitivity of 100 % also. Such an Automated System can easily classify images of the retina among Diabetic and Healthy patients, reducing the number of reviews of doctors."
"Developments in the detection of diabetic retinopathy: a state-of-the-art review of computer-aided diagnosis and machine learning methods","https://scispace.com/paper/developments-in-the-detection-of-diabetic-retinopathy-a-27fx3pdn","2022","Journal Article","Artificial Intelligence Review","Ganeshsree Selvachandran
S. G. Quek
Raveendran Paramesran
Weiping Ding
Le Hoang Son","10.1007/s10462-022-10185-6","https://pmc.ncbi.nlm.nih.gov/articles/PMC9038999/pdf/10462_2022_Article_10185.pdf","… study is conducted specifically for CNN-based models, which … CNN structure, and those who improvise their own CNN structure dedicated for the purpose of the automated detection …",""
"Deep CNN based decision support system for detection and assessing the stage of diabetic retinopathy","https://scispace.com/paper/deep-cnn-based-decision-support-system-for-detection-and-komuhu67jd","2018","Proceedings Article","","Arkadiusz Kwasigroch
Bartlomiej Jarzembinski
Michał Grochowski","10.1109/IIPHDW.2018.8388337","","… we propose deep learning approach to automated diabetic retinopathy screening. Deep … Therefore, we leverage CNN networks to diagnose the diabetic retinopathy and its current stage…","The diabetic retinopathy is a disease caused by long-standing diabetes. Lack of effective treatment can lead to vision impairment and even irreversible blindness. The disease can be diagnosed by examining digital color fundus photographs of retina. In this paper we propose deep learning approach to automated diabetic retinopathy screening. Deep convolutional neural networks (CNN) — the most popular kind of deep learning algorithms — enjoyed great success in the field of image analysis and recognition. Therefore, we leverage CNN networks to diagnose the diabetic retinopathy and its current stage, based on analysis of the photographs of retina. The utilized models were trained using dataset containing over 88000 retina photographs, labeled by specialist clinicians. To enhance the performance of the system, we proposed a special class coding technique that enabled to include the information about value of difference between predicted score and target score into the objective function being minimized during the neural networks training. To evaluate classification ability of employed models we used standard accuracy metrics and quadratic weighted Kappa score that is calculated between the predicted scores and scores provided in the dataset. The best tested model achieved an accuracy of about 82% in detecting the retinopathy and 51% in assessing its stage. Moreover, system obtained decent Kappa score equal 0.776. Achieved results showed that deep learning algorithms can be successfully employed to solve this very hard to analyze problem."
"Real-time diabetic retinopathy screening by deep learning in a multisite national screening programme: a prospective interventional cohort study","https://scispace.com/paper/real-time-diabetic-retinopathy-screening-by-deep-learning-in-3vjr25cu","2022","Journal Article","The Lancet Digital Health","Paisan Ruamviboonsuk
Richa Tiwari
Rory Sayres
Variya Nganthavee
Kornwipa Hemarat
Apinpat Kongprayoon
Rajiv Raman
Brian Levinstein
Yun Liu
Mike Schaekermann
R. Lee
Sunny Virmani
Kasumi Widner
John S. Chambers
Fred Hersch
Lily Peng
Dale R. Webster","10.1016/s2589-7500(22)00017-6","https://www.thelancet.com/pdfs/journals/landig/PIIS2589-7500(22)00017-6.pdf","… 20 studies have reported retrospective validation of deep-learning models in the detection of diabetic retinopathy, including our group. Most of the prospective clinical validations have …",""
"Diabetes detection using deep learning algorithms","https://scispace.com/paper/diabetes-detection-using-deep-learning-algorithms-3yf91vk7zd","2018","Journal Article","ICT Express","G. Swapna
R. Vinayakumar
K. P. Soman","10.1016/J.ICTE.2018.10.005","","… A lot of research has happened on the non-invasive automated detection of diabetes using machine learning techniques. Machine learning was employed based on steps of feature …",""
"Diagnosis of diabetic retinopathy using deep neural networks","https://scispace.com/paper/diagnosis-of-diabetic-retinopathy-using-deep-neural-networks-2avzcugxvs","2019","Journal Article","IEEE Access","Zhentao Gao
Jie Li
Jixiang Guo
Yuanyuan Chen
Zhang Yi
Jie Zhong","10.1109/ACCESS.2018.2888639","https://ieeexplore.ieee.org/iel7/6287639/8600701/08581492.pdf","… -aided and fully automatic diagnosis of DR. Deep neural … To automate the diagnosis of DR and provide appropriate … we trained deep convolutional neural network models to grade …","Diabetic retinopathy (DR) is a common eye disease and a significant cause of blindness in diabetic patients. Regular screening with fundus photography and timely intervention is the most effective way to manage the disease. The large population of diabetic patients and their massive screening requirements have generated interest in a computer-aided and fully automatic diagnosis of DR. Deep neural networks, on the other hand, have brought many breakthroughs in various tasks in the recent years. To automate the diagnosis of DR and provide appropriate suggestions to DR patients, we have built a dataset of DR fundus images that have been labeled by the proper treatment method that is required. Using this dataset, we trained deep convolutional neural network models to grade the severities of DR fundus images. We were able to achieve an accuracy of 88.72% for a four-degree classification task in the experiments. We deployed our models on a cloud computing platform and provided pilot DR diagnostic services for several hospitals; in the clinical evaluation, the system achieved a consistency rate of 91.8% with ophthalmologists, demonstrating the effectiveness of our work."
