"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"A novel approach to machine learning application to protection privacy data in healthcare: Federated learning","https://scispace.com/paper/a-novel-approach-to-machine-learning-application-to-1c3m3ei50s","2020","Journal Article","","Ahmet Ali Süzen
Mehmet Ali Şimşek","10.37696/NKMJ.660762","https://dergipark.org.tr/en/download/article-file/1031675","… federated learning approach was proposed in order to access any data and develop machine learning … determined how federated learning should be used in machine learning models …","Amac: Gunumuzde veri bankalarini tahmin edilmeyecek buyuklukte veriler icermektedir. Veri bilimindeki gelismelerle birlikte buyuk veriler hastaliklarinin olusum sebeplerini daha iyi anlama potansiyeli sunmaktadir. Bu potansiyel verilerin islenmesi, analiz edilmesi veya makine ogrenmesi algoritmalari ile modellenmesi sonucunda ortaya cikmaktadir. Farkli kurumlarda depolanan cesitli veri kumeleri gizlilik ve yasal kaygilar nedeniyle her zaman dogrudan paylasilmamaktadir. Bu sorunda saglik arastirmalarinda buyuk verilerin tam olarak kullanilmasini sinirlamaktadir. Federe ogrenme hem yuksek dogruluk hem de veri mahremiyetine gore yapay zekâ sistemlerinin gelistirilmesi amaclanmaktadir. Materyal ve Metot: Bu calismada veri mahremiyeti kapsaminda kisisel bilgiler paylasilmadan, herhangibi bir veriye erismek ve makine ogrenmesi uygulamalari gelistirebilmek icin federe ogrenme yontemi onerilmistir. Oncelikle federe ogrenmeni yapisi incelenmistir. Daha sonra federe ogrenmesin farkli saglik uygulamalarindaki makine ogrenmesi modellerine nasil kullanilmasi gerektigi belirlenmistir. Bulgular: Federe ogrenmede model, yerel bilgisayarlarda egitilerek merkezi bir sunucuya guncellemeleri aktarilmaktadir. Yerelden gelen guncellemeler merkezi modeli gunceller. Daha sonra guncellenmis model yerel modellere aktarilir. Bu sayede merkezi model veriyi gormeden egitilmektedir. Sonuc: Sagliktan elde edilen veriler ile gizliligin uygulandigi makine ogrenme modellerinin gelistirilmesi gerekir. Bunun icin geleneksel makine ogrenme uygulamalarina federe ogrenmenin entegre edilmesi gereklidir. Boylece veri gizliligin benimsendigi buyuk veriler ile yuksek performans elde edilmesi ongorulmektedir."
"Privacy‐preserving data mining and machine learning in healthcare: Applications, challenges, and solutions","https://scispace.com/paper/privacy-preserving-data-mining-and-machine-learning-in-31dbziqe","2023","Journal Article","Wiley Interdisciplinary Reviews-Data Mining and Knowledge Discovery","Vankamamidi Srinivasa Naresh
Muthusamy Thamarai","10.1002/widm.1490","","… machine learning (ML) applications in medical diagnostic systems are budding. Data privacy is essential in these systems as healthcare … , we discuss different privacy-preserving (PP) …","Data mining (DM) and machine learning (ML) applications in medical diagnostic systems are budding. Data privacy is essential in these systems as healthcare data are highly sensitive. The proposed work first discusses various privacy and security challenges in these systems. To address these next, we discuss different privacy‐preserving (PP) computation techniques in the context of DM and ML for secure data evaluation and processing. The state‐of‐the‐art applications of these systems in healthcare are analyzed at various stages such as data collection, data publication, data distribution, and output phases regarding PPDM and input, model, training, and output phases in the context of PPML. Furthermore, PP federated learning is also discussed. Finally, we present open challenges in these systems and future research directions."
"A privacy-preserving approach using deep learning models for diabetic retinopathy diagnosis","https://scispace.com/paper/a-privacy-preserving-approach-using-deep-learning-models-for-192od6mxmchi","2024","Journal Article","IEEE Access","Jun Chen Ng
Pauline Shan Qing Yeoh
Bing Li
Xiang Wu
Khairunnisa Hasikin‬
Khin Wee Lai","10.1109/access.2024.3469537","https://ieeexplore.ieee.org/iel8/6287639/6514899/10697133.pdf","… of privacy-preserving AI in predicting the risks of DR. … Deep Learning (DL), is widely used in the healthcare sector. Several research studies suggest that AI can carry out key healthcare …","Diabetic Retinopathy (DR) is the most common complication of Diabetes Mellitus and can lead to blindness if not detected early. Since DR is often asymptomatic in its early stage, timely diagnosis is crucial. Artificial Intelligence (AI) has the potential to facilitate early disease detection and treatment, but its implementation in the medical field raises significant privacy concerns. The sensitive nature of healthcare data, which includes personal information and medical history, makes data privacy a critical issue. This paper explores the implementation of AI models to predict DR risks while incorporating common defense algorithms to enhance data privacy. An unstructured dataset, specifically the DDR dataset, was used to train Deep Learning (DL) models. Two families of DL models, ResNets and DenseNets, were trained and evaluated based on the performance metrics. ResNet 50 and DenseNet 169 demonstrated superior performance and were selected for further privacy enhancement using encryption. The results indicated that privacy-preserving methods, particularly encryption, did not significantly impact the model performance. In summary, this paper highlights the potential of privacy-preserving AI in predicting the risks of DR."
"End-to-end privacy preserving deep learning on multi-institutional medical imaging","https://scispace.com/paper/end-to-end-privacy-preserving-deep-learning-on-multi-qat6j8x5uq","2021","Journal Article","Nature Machine Intelligence","Georgios Kaissis
Alexander Ziller
Jonathan Passerat-Palmbach
Théo Ryffel
Dmitrii Usynin
Andrew Trask
Ionésio Lima
Jason Mancuso
Friederike Jungmann
Marc-Matthias Steinborn
Andreas Saleh
Marcus R. Makowski
Daniel Rueckert
Daniel Rueckert
Rickmer Braren
Rickmer Braren","10.1038/S42256-021-00337-8","https://scispace.com/pdf/end-to-end-privacy-preserving-deep-learning-on-multi-qat6j8x5uq.pdf","… clinical application of PPML in medical … clinical tasks. Here we present PriMIA, a free, open-source framework for end-to-end privacy-preserving decentralized deep learning on medical …","Using large, multi-national datasets for high-performance medical imaging AI systems requires innovation in privacy-preserving machine learning so models can train on sensitive data without requiring data transfer. Here we present PriMIA (Privacy-preserving Medical Image Analysis), a free, open-source software framework for differentially private, securely aggregated federated learning and encrypted inference on medical imaging data. We test PriMIA using a real-life case study in which an expert-level deep convolutional neural network classifies paediatric chest X-rays; the resulting model’s classification performance is on par with locally, non-securely trained models. We theoretically and empirically evaluate our framework’s performance and privacy guarantees, and demonstrate that the protections provided prevent the reconstruction of usable data by a gradient-based model inversion attack. Finally, we successfully employ the trained model in an end-to-end encrypted remote inference scenario using secure multi-party computation to prevent the disclosure of the data and the model. Gaining access to medical data to train AI applications can present problems due to patient privacy or proprietary interests. A way forward can be privacy-preserving federated learning schemes. Kaissis, Ziller and colleagues demonstrate here their open source framework for privacy-preserving medical image analysis in a remote inference scenario."
"Federated learning for healthcare: Systematic review and architecture proposal","https://scispace.com/paper/federated-learning-for-healthcare-systematic-review-and-15fkk2r9","2022","Journal Article","ACM Transactions on Intelligent Systems and Technology","Rodolfo Stoffel Antunes
Cristiano André da Costa
Arne Küderle
Imrana Abdullahi Yari
Bjoern M. Eskofier","10.1145/3501813","https://dl.acm.org/doi/pdf/10.1145/3501813","… the sensitive nature of medical data from patients. In this context, federated learning (FL) is a methodology that enables the distributed training of machine learning models with remotely …","The use of machine learning (ML) with electronic health records (EHR) is growing in popularity as a means to extract knowledge that can improve the decision-making process in healthcare. Such methods require training of high-quality learning models based on diverse and comprehensive datasets, which are hard to obtain due to the sensitive nature of medical data from patients. In this context, federated learning (FL) is a methodology that enables the distributed training of machine learning models with remotely hosted datasets without the need to accumulate data and, therefore, compromise it. FL is a promising solution to improve ML-based systems, better aligning them to regulatory requirements, improving trustworthiness and data sovereignty. However, many open questions must be addressed before the use of FL becomes widespread. This article aims at presenting a systematic literature review on current research about FL in the context of EHR data for healthcare applications. Our analysis highlights the main research topics, proposed solutions, case studies, and respective ML methods. Furthermore, the article discusses a general architecture for FL applied to healthcare data based on the main insights obtained from the literature review. The collected literature corpus indicates that there is extensive research on the privacy and confidentiality aspects of training data and model sharing, which is expected given the sensitive nature of medical data. Studies also explore improvements to the aggregation mechanisms required to generate the learning model from distributed contributions and case studies with different types of medical data."
"Adaptive privacy preserving deep learning algorithms for medical data","https://scispace.com/paper/adaptive-privacy-preserving-deep-learning-algorithms-for-k6nfarnw5x","2021","Proceedings Article","Workshop on Applications of Computer Vision","Xinyue Zhang
Jiahao Ding
Maoqiang Wu
Stephen T. C. Wong
Hien M. Nguyen
Miao Pan","10.1109/WACV48630.2021.00121","http://openaccess.thecvf.com/content/WACV2021/papers/Zhang_Adaptive_Privacy_Preserving_Deep_Learning_Algorithms_for_Medical_Data_WACV_2021_paper.pdf","… of deep learning algorithm; b) instead of using the moments accountant applied in DPSGD [1], we adopt the truncated concentrated differential privacy (… threats in machine learning and …","Deep learning holds a great promise of revolutionizing healthcare and medicine. Unfortunately, various inference attack models demonstrated that deep learning puts sensitive patient information at risk. The high capacity of deep neural networks is the main reason behind the privacy loss. In particular, patient information in the training data can be unintentionally memorized by a deep network. Adversarial parties can extract that information given the ability to access or query the network. In this paper, we propose a novel privacy-preserving mechanism for training deep neural networks. Our approach adds decaying Gaussian noise to the gradients at every training iteration. This is in contrast to the mainstream approach adopted by Google’s TensorFlow Privacy, which employs the same noise scale in each step of the whole training process. Compared to existing methods, our proposed approach provides an explicit closed-form mathematical expression to approximately estimate the privacy loss. It is easy to compute and can be useful when the users would like to decide proper training time, noise scale, and sampling ratio during the planning phase. We provide extensive experimental results using one real-world medical dataset (chest radiographs from the CheXpert dataset) to validate the effectiveness of the proposed approach. The proposed differential privacy based deep learning model achieves significantly higher classification accuracy over the existing methods with the same privacy budget."
"Privacy-preserving model training for disease prediction using federated learning with differential privacy","https://scispace.com/paper/privacy-preserving-model-training-for-disease-prediction-1k19omjp","2022","Proceedings Article","2022 44th Annual International Conference of the IEEE Engineering in Medicine &amp; Biology Society (EMBC)","A Khanna
V Schaffer
G Gürsoy","10.1109/embc48229.2022.9871742","https://ieeexplore.ieee.org/iel7/9870821/9870822/09871742.pdf","… In this work, we intended to develop a simple framework for differentially private machine learning and test the framework on a clinical dataset. The above results indicate that our …","Machine learning is playing an increasingly critical role in health science with its capability of inferring valuable information from high-dimensional data. More training data provides greater statistical power to generate better models that can help decision-making in healthcare. However, this often requires combining research and patient data across institutions and hospitals, which is not always possible due to privacy considerations. In this paper, we outline a simple federated learning algorithm implementing differential privacy to ensure privacy when training a machine learning model on data spread across different institutions. We tested our model by predicting breast cancer status from gene expression data. Our model achieves a similar level of accuracy and precision as a single-site non-private neural network model when we enforce privacy. This result suggests that our algorithm is an effective method of implementing differential privacy with federated learning, and clinical data scientists can use our general framework to produce differentially private models on federated datasets. Our framework is available at https://github.com/gersteinlab/idash20FL. "
"Privacy-first health research with federated learning","https://scispace.com/paper/privacy-first-health-research-with-federated-learning-abciu5asu1","2020","Posted Content","medRxiv","Adam Sadilek
Luyang Liu
Dung Nguyen
Methun Kamruzzaman
Benjamin Rader
Benjamin Rader
Alex Ingerman
Stefan Mellem
Peter Kairouz
Elaine O. Nsoesie
Jamie MacFarlane
Anil Vullikanti
Madhav V. Marathe
Paul Eastham
John S. Brownstein
John S. Brownstein
Michael D. Howell
John Hernandez","10.1101/2020.12.22.20245407","https://www.nature.com/articles/s41746-021-00489-2.pdf","… Federated learning is a subfield of machine learning where … Federated learning techniques enable calculation of … Furthermore, we show that the clinical insights gained from each model …","Privacy protection is paramount in conducting health research. However, studies often rely on data stored in a centralized repository, where analysis is done with full access to the sensitive underlying content. Recent advances in federated learning enable building complex machine-learned models that are trained in a distributed fashion. These techniques facilitate the calculation of research study endpoints such that private data never leaves a given device or healthcare system. We show on a diverse set of health studies that federated models can achieve the same level of accuracy, precision, and generalizability, and result in the same interpretation as standard centralized statistical models whilst achieving significantly stronger privacy protections. This work is the first to apply modern and general federated learning methods to clinical and epidemiological research -- across a spectrum of units of federation and model architectures. As a result, it enables health research participants to remain in control of their data and still contribute to advancing science -- aspects that used to be at odds with each other."
"Federated learning-empowered disease diagnosis mechanism in the internet of medical things: From the privacy-preservation perspective","https://scispace.com/paper/federated-learning-empowered-disease-diagnosis-mechanism-in-28rfo8cm","2023","Journal Article","IEEE Transactions on Industrial Informatics","Xiaodong Wang
Jia Hu
Hui Lin
Wenxin Liu
Hyeonjoon Moon
Md. Jalil Piran","10.1109/TII.2022.3210597","","… of differential privacy, we can provide differential privacy … mechanism is able to provide differential privacy protection, according to … Ersoy, “Privacy-preserving federated deep learning for …","The deep integration of the Internet of Things (IoT) and the medical industry has given birth to the Internet of Medical Things (IoMT). In IoMT, physicians treat a patient's disease by analyzing patient data collected through mobile devices with the assistance of an artificial intelligence (AI)-empowered systems. However, the traditional AI technologies may lead to the leakage of patient privacy data due to its own design flaws. As a privacy-preserving federated learning (FL) can generate a global disease diagnosis model through multiparty collaboration. However, FL is still unable to resist inference attacks. In this article, to address such problems, we propose a privacy-enhanced disease diagnosis mechanism using FL for IoMT. Specifically, we first reconstruct medical data through a variational autoencoder and add differential privacy noise to it to resist inference attacks. These data are then used to train local disease diagnosis models, thereby preserving patients' privacy. Furthermore, to encourage participation in FL, we propose an incentive mechanism to provide corresponding rewards to participants. Experiments are conducted on the arrhythmia database Massachusetts Institute of Technology and Beth Israel Hospital (MIT-BIH). The experimental results show that the proposed mechanism reduces the probability of reconstructing patient medical data while ensuring high-precision heart disease diagnosis."
"Federated learning for preserving data privacy in collaborative healthcare research","https://scispace.com/paper/federated-learning-for-preserving-data-privacy-in-2s2og0nq","2022","Journal Article","Digital health","Tyler J. Loftus
Matthew M. Ruppert
Benjamin Shickel
Tezcan Ozrazgat-Baslanti
Jeremy Balch
Philip A. Efron
Gilbert R. Upchurch
Parisa Rashidi
Christopher Tignanelli
Jiang Bian
Azra Bihorac","10.1177/20552076221134455","https://journals.sagepub.com/doi/pdf/10.1177/20552076221134455","… intelligence applications in healthcare. Traditional … federated learning techniques that offer opportunities to maintain both data privacy and availability via collaborative machine learning …","Generalizability, external validity, and reproducibility are high priorities for artificial intelligence applications in healthcare. Traditional approaches to addressing these elements involve sharing patient data between institutions or practice settings, which can compromise data privacy (individuals’ right to prevent the sharing and disclosure of information about themselves) and data security (simultaneously preserving confidentiality, accuracy, fidelity, and availability of data). This article describes insights from real-world implementation of federated learning techniques that offer opportunities to maintain both data privacy and availability via collaborative machine learning that shares knowledge, not data. Local models are trained separately on local data. As they train, they send local model updates (e.g. coefficients or gradients) for consolidation into a global model. In some use cases, global models outperform local models on new, previously unseen local datasets, suggesting that collaborative learning from a greater number of examples, including a greater number of rare cases, may improve predictive performance. Even when sharing model updates rather than data, privacy leakage can occur when adversaries perform property or membership inference attacks which can be used to ascertain information about the training set. Emerging techniques mitigate risk from adversarial attacks, allowing investigators to maintain both data privacy and availability in collaborative healthcare research. When data heterogeneity between participating centers is high, personalized algorithms may offer greater generalizability by improving performance on data from centers with proportionately smaller training sample sizes. Properly applied, federated learning has the potential to optimize the reproducibility and performance of collaborative learning while preserving data security and privacy."
